id,time,moon_altitude,moon_azimuth,moon_separation,moon_phase,moon_ra,moon_dec
5756_jul2004b,2004-08-03T02:31:42.7,48.0,159.1,56.6,92.3,346.168,-10.974
5756o_jul2004b,2004-08-03T02:46:59.8,49.1,164.4,56.6,92.3,346.248,-10.910
5757_aug2003,2003-08-09T01:17:38.8,20.4,220.5,72.2,87.9,275.415,-27.225
5757_jun2007,2007-06-22T04:06:30.2,-41.0,298.1,118.7,46.5,175.409,-0.248
5757_oct2005a,2005-10-11T22:09:12.8,29.8,209.7,64.9,62.9,306.733,-24.928
5757_oct2009,2009-10-30T22:07:51.7,65.2,163.6,61.6,90.7,0.291,4.776
5757o_aug2003,2003-08-10T00:50:19.9,30.7,202.6,67.9,94.2,291.096,-26.823
5757o_jun2007,2007-06-22T04:10:56.3,-41.9,299.0,118.7,46.5,175.453,-0.265
5757o_oct2005a,2005-10-11T22:13:57.4,29.3,210.8,65.0,63.0,306.766,-24.912
5757o_oct2009,2009-10-30T22:12:21.5,65.4,166.1,61.5,90.7,0.311,4.793
5758_jul2004b,2004-08-04T02:40:43.5,49.7,142.0,62.7,85.4,358.847,-4.619
5758o_jul2004b,2004-08-04T02:45:34.4,50.3,143.6,62.7,85.4,358.872,-4.598
5759_aug2003,2003-08-09T01:22:23.6,19.7,221.4,70.9,88.0,275.453,-27.221
5759_jun2007,2007-06-22T03:57:25.1,-39.3,296.4,119.4,46.4,175.320,-0.212
5759_oct2005a,2005-10-11T22:18:41.8,28.8,211.8,63.4,63.0,306.799,-24.895
5759o_aug2003,2003-08-10T00:54:59.9,30.3,203.6,66.5,94.2,291.128,-26.816
5759o_jun2007,2007-06-22T04:01:50.9,-40.2,297.2,119.4,46.4,175.363,-0.230
5759o_oct2005a,2005-10-11T22:23:26.8,28.3,212.8,63.5,63.0,306.832,-24.879
5760_jul2004b,2004-08-04T02:50:24.9,51.0,145.2,63.3,85.4,358.896,-4.577
5760o_jul2004b,2004-08-04T02:55:15.2,51.6,146.8,63.3,85.3,358.920,-4.556
5761_aug2003,2003-08-09T01:27:01.8,19.1,222.2,74.0,88.0,275.490,-27.216
5761_may2007,2007-06-06T02:58:51.6,29.8,138.0,62.5,75.0,318.908,-19.012
5761_oct2005a,2005-10-11T22:28:13.7,27.8,213.9,66.8,63.1,306.865,-24.862
5761o_aug2003,2003-08-10T00:59:39.1,29.9,204.7,69.9,94.2,291.161,-26.808
5761o_may2007,2007-06-06T03:03:17.2,30.5,138.9,62.5,74.9,318.935,-18.999
5761o_oct2005a,2005-10-11T22:32:59.5,27.2,214.9,66.9,63.1,306.899,-24.845
5762_jul2004b,2004-08-04T03:00:10.2,52.1,148.5,65.8,85.3,358.945,-4.535
5762o_jul2004b,2004-08-04T03:05:00.7,52.7,150.2,65.8,85.3,358.969,-4.514
5763_jul2004b,2004-08-04T03:09:51.1,53.2,152.0,63.9,85.2,358.992,-4.493
5763o_jul2004b,2004-08-04T03:14:41.4,53.7,153.8,63.9,85.2,359.016,-4.472
5764_aug2003,2003-08-09T01:31:39.6,18.4,223.0,75.8,88.0,275.528,-27.212
5764_may2007,2007-06-06T02:40:57.4,27.1,134.4,64.5,75.1,318.798,-19.060
5764_oct2005a,2005-10-11T22:37:44.0,26.6,215.8,68.8,63.2,306.933,-24.828
5764o_aug2003,2003-08-10T01:04:19.1,29.5,205.8,71.8,94.2,291.194,-26.801
5764o_may2007,2007-06-06T02:45:24.9,27.8,135.3,64.5,75.1,318.825,-19.048
5764o_oct2005a,2005-10-13T20:35:18.2,41.5,151.5,65.4,82.7,335.171,-14.923
5765_jul2004b,2004-08-04T03:19:31.8,54.2,155.7,65.2,85.2,359.040,-4.451
5765_oct2012,2012-10-05T22:53:57.9,4.5,68.9,108.5,71.9,77.169,20.584
5765o_jul2004b,2004-08-04T03:24:22.8,54.6,157.6,65.1,85.2,359.063,-4.430
5765o_oct2012,2012-10-05T22:58:34.5,5.4,69.4,108.4,71.9,77.211,20.590
5766_jul2004b,2004-08-04T03:29:12.5,55.0,159.5,64.5,85.1,359.087,-4.409
5766o_jul2004b,2004-08-04T03:34:03.1,55.4,161.5,64.5,85.1,359.110,-4.388
5767_jul2004b,2004-08-04T03:38:58.5,55.7,163.5,61.8,85.1,359.134,-4.366
5767o_jul2004b,2004-08-04T03:43:49.5,56.0,165.6,61.8,85.1,359.157,-4.345
5768_aug2003,2003-08-09T01:36:24.7,17.7,223.7,72.7,88.0,275.566,-27.207
5768_jun2007,2007-06-22T03:48:16.1,-37.6,294.7,118.6,46.3,175.230,-0.177
5768_oct2005a,2005-10-13T20:40:03.5,42.0,152.8,62.5,82.8,335.199,-14.904
5768_oct2009,2009-10-29T21:27:48.6,59.7,167.7,57.9,83.9,348.595,-0.937
5768o_aug2003,2003-08-10T01:09:01.0,29.0,206.8,68.4,94.2,291.227,-26.793
5768o_jun2007,2007-06-22T03:52:41.5,-38.4,295.5,118.6,46.4,175.273,-0.194
5768o_oct2005a,2005-10-13T20:44:48.3,42.5,154.2,62.5,82.8,335.226,-14.885
5768o_oct2009,2009-10-29T21:32:19.5,59.9,169.9,57.9,83.9,348.614,-0.920
5769_jul2004b,2004-08-04T03:48:40.1,56.3,167.7,62.3,85.0,359.180,-4.324
5769o_jul2004b,2004-08-04T03:53:30.6,56.5,169.8,62.3,85.0,359.203,-4.303
5770_jun2005,2005-06-21T23:29:06.6,28.2,156.8,68.4,99.8,268.019,-28.898
5770o_jun2005,2005-06-21T23:33:51.3,28.6,157.9,68.5,99.8,268.056,-28.904
5771_aug2003,2003-08-09T01:41:02.7,17.0,224.5,74.5,88.1,275.605,-27.203
5771_jun2007,2007-06-22T03:38:40.7,-35.7,293.0,117.8,46.3,175.138,-0.139
5771_oct2006,2006-10-04T23:26:04.5,51.8,186.7,62.7,93.1,342.974,-9.241
5771o_aug2003,2003-08-10T01:13:43.1,28.6,207.9,70.4,94.2,291.261,-26.785
5771o_jun2007,2007-06-22T03:43:06.2,-36.5,293.8,117.8,46.3,175.180,-0.156
5771o_oct2006,2006-10-04T23:30:50.2,51.7,188.5,62.7,93.1,343.000,-9.218
5772_aug2003,2003-08-09T01:45:40.3,16.4,225.3,71.3,88.1,275.643,-27.198
5772_jun2007,2007-06-22T03:29:31.2,-33.9,291.5,119.4,46.2,175.050,-0.103
5772_oct2006,2006-10-04T23:35:38.1,51.5,190.4,60.2,93.1,343.027,-9.194
5772o_aug2003,2003-08-10T01:21:50.5,27.8,209.7,67.0,94.3,291.319,-26.771
5772o_jun2007,2007-06-22T03:33:56.7,-34.7,292.2,119.4,46.2,175.092,-0.121
5772o_oct2006,2006-10-04T23:40:23.1,51.4,192.2,60.2,93.2,343.053,-9.171
5773_jun2005,2005-06-21T23:38:36.1,28.9,158.9,69.6,99.8,268.093,-28.909
5773o_jun2005,2005-06-21T23:43:20.7,29.3,160.0,69.7,99.8,268.129,-28.915
5774_aug2003,2003-08-09T01:50:21.3,15.7,226.0,70.0,88.1,275.682,-27.193
5774_oct2005a,2005-10-13T20:49:33.3,43.0,155.6,60.0,82.8,335.253,-14.866
5774o_aug2003,2003-08-10T01:26:32.7,27.3,210.7,65.5,94.3,291.353,-26.763
5774o_oct2005a,2005-10-13T20:54:19.1,43.4,157.0,60.0,82.9,335.281,-14.847
5775_jun2005,2005-06-21T23:48:05.7,29.6,161.1,70.8,99.8,268.166,-28.920
5775_jun2007,2007-06-25T03:21:34.8,-14.8,259.5,104.6,73.7,207.041,-16.095
5775o_jun2007,2007-06-25T03:26:02.3,-15.8,260.0,104.7,73.7,207.078,-16.106
5776_aug2009,2009-08-05T04:07:19.5,19.8,232.8,55.7,99.3,305.011,-19.668
5776_jul2008,2008-07-21T03:51:05.0,50.3,189.6,53.8,92.1,332.957,-10.450
5776_jun2005,2005-06-21T23:57:37.8,30.2,163.3,73.3,99.8,268.239,-28.930
5776o_aug2009,2009-08-05T04:11:51.2,19.0,233.6,55.8,99.3,305.038,-19.651
5776o_jul2008,2008-07-21T03:55:33.9,50.2,191.3,53.8,92.1,332.978,-10.432
5776o_jun2005,2005-06-22T00:02:22.8,30.5,164.5,73.4,99.8,268.275,-28.934
5777_jun2005,2005-06-22T00:07:07.9,30.8,165.6,72.0,99.8,268.311,-28.939
5777_oct2006,2006-10-08T22:11:35.8,29.8,84.4,82.6,95.2,37.836,18.231
5777o_jun2005,2005-06-22T00:11:53.6,31.0,166.8,72.1,99.8,268.347,-28.943
5777o_oct2006,2006-10-08T22:16:18.7,30.8,84.9,82.5,95.2,37.876,18.254
5778_aug2003,2003-08-09T01:55:17.1,14.9,226.8,73.2,88.1,275.724,-27.187
5778_jun2007,2007-06-22T03:20:23.0,-32.0,290.0,118.6,46.2,174.964,-0.067
5778_oct2005a,2005-10-13T20:59:04.6,43.8,158.5,62.8,82.9,335.308,-14.827
5778o_aug2003,2003-08-10T01:31:17.0,26.7,211.7,68.9,94.3,291.388,-26.754
5778o_jun2007,2007-06-22T03:24:48.9,-32.9,290.7,118.6,46.2,175.006,-0.085
5778o_oct2005a,2005-10-13T21:03:48.9,44.2,159.9,62.8,82.9,335.335,-14.808
5779_jun2005,2005-06-22T00:16:45.9,31.2,167.9,66.3,99.8,268.384,-28.948
5779_oct2006,2006-10-08T22:21:09.7,31.9,85.4,84.7,95.2,37.916,18.278
5779o_jun2005,2005-06-22T00:21:30.7,31.4,169.1,66.4,99.8,268.420,-28.951
5779o_oct2006,2006-10-08T22:25:52.6,32.9,85.9,84.6,95.1,37.955,18.302
5780_jun2005,2005-06-22T00:26:15.2,31.6,170.3,67.6,99.8,268.456,-28.955
5780_oct2012,2012-10-04T21:13:02.8,-6.1,63.3,103.6,80.5,63.612,19.874
5780o_jun2005,2005-06-22T00:31:00.2,31.8,171.4,67.7,99.8,268.491,-28.959
5780o_oct2012,2012-10-04T21:17:38.5,-5.0,63.8,103.5,80.4,63.657,19.882
5781_aug2003,2003-08-09T01:59:54.4,14.2,227.5,75.0,88.2,275.763,-27.182
5781_jun2007,2007-06-22T03:11:25.8,-30.2,288.6,117.7,46.1,174.880,-0.032
5781_oct2009,2009-10-30T20:53:21.9,56.0,130.8,62.3,90.4,359.944,4.482
5781o_aug2003,2003-08-10T01:35:59.7,26.2,212.6,70.9,94.3,291.422,-26.746
5781o_jun2007,2007-06-22T03:15:50.9,-31.1,289.3,117.7,46.1,174.921,-0.050
5781o_oct2009,2009-10-30T20:57:52.0,56.7,132.2,62.3,90.4,359.966,4.500
5782_aug2003,2003-08-09T02:04:45.8,13.4,228.2,71.8,88.2,275.804,-27.177
5782_jun2007,2007-06-22T03:02:22.4,-28.4,287.3,119.4,46.0,174.796,0.003
5782_oct2005a,2005-10-13T21:08:33.7,44.5,161.4,61.6,83.0,335.362,-14.788
5782_oct2009,2009-10-31T21:14:53.8,55.6,116.6,66.5,95.6,12.047,10.045
5782o_aug2003,2003-08-10T01:40:42.4,25.7,213.6,67.5,94.3,291.457,-26.737
5782o_jun2007,2007-06-22T03:06:50.5,-29.3,287.9,119.4,46.1,174.838,-0.014
5782o_oct2005a,2005-10-13T21:13:18.4,44.9,163.0,61.6,83.0,335.389,-14.769
5782o_oct2009,2009-10-31T21:19:24.1,56.4,117.8,66.4,95.6,12.071,10.063
5783_jun2005,2005-06-22T00:35:44.8,31.9,172.6,68.8,99.8,268.527,-28.962
5783_oct2006,2006-10-08T22:30:36.5,33.9,86.4,83.7,95.1,37.993,18.325
5783o_jun2005,2005-06-22T00:40:29.4,32.0,173.8,68.9,99.8,268.563,-28.965
5783o_oct2006,2006-10-08T22:35:19.6,34.9,86.8,83.7,95.1,38.032,18.349
5784_aug2003,2003-08-09T02:09:23.8,12.7,228.9,70.5,88.2,275.844,-27.172
5784_oct2005a,2005-10-13T21:18:03.2,45.2,164.5,60.3,83.0,335.415,-14.749
5784o_aug2003,2003-08-10T01:45:24.5,25.1,214.6,66.0,94.3,291.492,-26.728
5784o_oct2005a,2005-10-13T21:22:48.1,45.4,166.0,60.3,83.0,335.442,-14.729
5785_jun2005,2005-06-22T00:45:14.4,32.1,175.0,70.0,99.8,268.598,-28.968
5785o_jun2005,2005-06-22T00:49:59.5,32.2,176.2,70.1,99.8,268.634,-28.971
5786_jun2005,2005-06-22T00:54:43.9,32.2,177.4,71.2,99.8,268.669,-28.973
5786_oct2006,2006-10-08T22:40:04.6,35.9,87.3,82.9,95.1,38.070,18.372
5786o_jun2005,2005-06-22T00:59:28.3,32.3,178.6,71.3,99.8,268.704,-28.976
5786o_oct2006,2006-10-08T22:44:47.4,36.9,87.8,82.8,95.1,38.107,18.395
5787_jun2005,2005-06-22T01:14:12.9,32.2,182.3,73.6,99.8,268.814,-28.982
5787_oct2006,2006-10-08T22:49:32.1,37.9,88.3,82.0,95.0,38.145,18.419
5787o_jun2005,2005-06-22T01:18:57.5,32.2,183.5,73.7,99.8,268.850,-28.983
5787o_oct2006,2006-10-08T22:54:14.9,39.0,88.8,81.9,95.0,38.182,18.442
5788_jun2005,2005-06-22T01:23:41.6,32.1,184.6,72.4,99.8,268.885,-28.985
5788o_jun2005,2005-06-22T01:28:26.0,32.0,185.8,72.5,99.8,268.921,-28.986
5789_aug2010,2010-08-02T01:21:32.7,23.9,86.0,73.9,61.5,23.465,14.561
5789_jun2005,2005-06-22T01:33:21.3,31.9,187.0,65.4,99.8,268.958,-28.987
5789_oct2006,2006-10-03T21:42:50.1,44.2,168.9,49.2,85.2,328.536,-16.328
5789o_aug2010,2010-08-02T01:26:02.5,24.9,86.4,73.8,61.5,23.497,14.578
5789o_jun2005,2005-06-22T01:38:05.9,31.8,188.2,65.5,99.8,268.993,-28.988
5789o_oct2006,2006-10-03T21:47:36.4,44.4,170.5,49.2,85.2,328.564,-16.308
5790_aug2003,2003-08-09T02:14:03.6,12.0,229.6,73.6,88.2,275.885,-27.166
5790_jun2007,2007-06-22T02:53:13.5,-26.5,285.9,118.5,46.0,174.713,0.039
5790_oct2005a,2005-10-13T21:27:34.6,45.7,167.6,63.2,83.1,335.469,-14.709
5790_oct2009,2009-10-30T21:39:52.6,62.6,149.0,61.7,90.6,0.163,4.666
5790o_aug2003,2003-08-10T01:50:11.5,24.5,215.5,69.4,94.4,291.527,-26.719
5790o_jun2007,2007-06-22T02:57:49.1,-27.5,286.6,118.6,46.0,174.755,0.021
5790o_oct2005a,2005-10-13T21:32:19.2,45.9,169.2,63.2,83.1,335.495,-14.689
5790o_oct2009,2009-10-30T21:44:23.7,63.1,151.2,61.7,90.6,0.184,4.684
5791_aug2008,2008-08-22T00:35:08.0,26.5,84.2,78.4,71.8,30.256,17.095
5791_aug2009,2009-08-05T00:01:05.2,40.3,170.6,48.8,99.0,303.745,-20.416
5791_jun2005,2005-06-22T01:42:50.6,31.6,189.4,66.6,99.8,269.029,-28.988
5791o_aug2008,2008-08-22T00:39:41.0,27.5,84.7,78.3,71.8,30.292,17.115
5791o_aug2009,2009-08-05T00:05:38.6,40.4,171.9,48.9,99.0,303.767,-20.405
5791o_jun2005,2005-06-22T01:47:34.9,31.4,190.6,66.7,99.8,269.065,-28.989
5792_aug2003,2003-08-09T02:18:41.5,11.2,230.3,75.4,88.2,275.926,-27.161
5792_jun2007,2007-06-22T02:44:06.4,-24.6,284.7,117.6,45.9,174.630,0.075
5792_oct2005a,2005-10-13T21:37:03.8,46.1,170.8,64.8,83.1,335.522,-14.669
5792o_aug2003,2003-08-10T01:54:54.5,24.0,216.4,71.4,94.4,291.563,-26.710
5792o_jun2007,2007-06-22T02:48:41.1,-25.6,285.3,117.6,45.9,174.671,0.057
5792o_oct2005a,2005-10-13T21:41:48.7,46.3,172.4,64.8,83.2,335.548,-14.649
5793_jun2005,2005-06-22T01:52:19.1,31.2,191.7,67.8,99.8,269.100,-28.989
5793o_jun2005,2005-06-22T01:57:03.6,31.0,192.9,67.9,99.8,269.136,-28.989
5794_aug2003,2003-08-09T02:23:41.6,10.4,231.0,72.3,88.3,275.970,-27.154
5794_jun2007,2007-06-22T02:34:57.3,-22.7,283.4,119.4,45.9,174.549,0.111
5794_oct2005a,2005-10-13T21:46:33.5,46.4,174.0,61.9,83.2,335.574,-14.629
5794_oct2009,2009-10-31T21:05:43.1,53.8,114.4,66.4,95.5,11.998,10.008
5794o_aug2003,2003-08-10T01:59:37.7,23.4,217.3,68.0,94.4,291.598,-26.700
5794o_jun2007,2007-06-22T02:39:28.8,-23.7,284.0,119.4,45.9,174.589,0.093
5794o_oct2005a,2005-10-13T21:51:18.8,46.5,175.6,61.9,83.2,335.601,-14.608
5794o_oct2009,2009-10-31T21:10:12.8,54.6,115.5,66.3,95.6,12.022,10.026
5795_jun2005,2005-06-22T02:01:48.9,30.8,194.0,69.1,99.8,269.172,-28.989
5795_oct2009,2009-10-31T20:37:17.9,48.0,108.5,65.5,95.5,11.840,9.891
5795o_jun2005,2005-06-22T02:06:33.2,30.5,195.1,69.2,99.8,269.209,-28.988
5795o_oct2009,2009-10-31T20:41:48.2,48.9,109.3,65.4,95.5,11.865,9.910
5796_aug2003,2003-08-09T02:28:19.4,9.7,231.7,71.0,88.3,276.011,-27.149
5796_jun2007,2007-06-22T02:24:48.2,-20.6,282.1,120.1,45.8,174.459,0.151
5796_oct2005a,2005-10-13T21:56:03.8,46.6,177.3,60.6,83.2,335.627,-14.588
5796o_aug2003,2003-08-10T02:04:20.5,22.8,218.2,66.5,94.4,291.634,-26.691
5796o_jun2007,2007-06-22T02:29:14.2,-21.5,282.7,120.1,45.8,174.498,0.134
5796o_oct2005a,2005-10-13T22:00:48.4,46.7,178.9,60.6,83.3,335.653,-14.567
5797_jun2005,2005-06-22T02:11:18.3,30.3,196.3,70.3,99.8,269.245,-28.988
5797o_jun2005,2005-06-22T02:16:02.8,30.0,197.4,70.4,99.8,269.281,-28.987
5798_aug2003,2003-08-09T02:33:00.2,8.9,232.3,69.7,88.3,276.053,-27.143
5798_jun2007,2007-06-22T02:15:41.7,-18.7,280.9,120.9,45.7,174.380,0.187
5798_oct2006,2006-10-04T23:54:49.7,50.6,197.6,58.7,93.2,343.133,-9.099
5798o_aug2003,2003-08-10T02:09:03.5,22.1,219.1,65.1,94.4,291.670,-26.681
5798o_jun2007,2007-06-22T02:20:15.5,-19.7,281.5,120.9,45.8,174.420,0.169
5798o_oct2003,2003-10-18T20:37:37.4,-34.6,17.8,118.3,46.8,122.412,24.418
5798o_oct2006,2006-10-04T23:59:38.1,50.3,199.4,58.7,93.2,343.160,-9.074
5799_jun2005,2005-06-22T02:20:47.2,29.7,198.5,71.5,99.8,269.318,-28.986
5799o_jun2005,2005-06-22T02:25:31.7,29.3,199.6,71.6,99.8,269.354,-28.985
5800_aug2003,2003-08-09T02:37:38.7,8.1,232.9,74.1,88.3,276.095,-27.137
5800_jun2007,2007-06-22T02:06:13.5,-16.7,279.7,118.5,45.7,174.299,0.224
5800_oct2005a,2005-10-13T22:05:34.5,46.7,180.6,63.5,83.3,335.680,-14.546
5800o_aug2003,2003-08-10T02:13:45.2,21.5,220.0,69.9,94.4,291.707,-26.672
5800o_jun2007,2007-06-22T02:11:00.9,-17.7,280.3,118.5,45.7,174.340,0.205
5800o_oct2005a,2005-10-13T22:10:19.1,46.7,182.2,63.5,83.3,335.706,-14.526
5801_jul2007,2007-07-03T03:35:24.6,41.3,181.6,56.6,92.6,315.455,-19.976
5801_jun2005,2005-06-22T02:30:16.0,29.0,200.7,72.7,99.8,269.391,-28.984
5801o_jul2007,2007-07-03T03:39:49.5,41.2,183.0,56.7,92.6,315.479,-19.960
5801o_jun2005,2005-06-22T02:35:01.9,28.6,201.7,72.8,99.8,269.428,-28.982
5802_jun2005,2005-06-22T02:39:55.8,28.2,202.8,65.7,99.8,269.466,-28.980
5802_oct2009,2009-10-31T20:18:45.9,44.2,105.2,65.2,95.4,11.733,9.815
5802o_jun2005,2005-06-22T02:44:40.3,27.8,203.9,65.8,99.8,269.503,-28.978
5802o_oct2009,2009-10-31T20:23:15.9,45.1,105.9,65.2,95.4,11.759,9.833
5803_aug2003,2003-08-09T02:42:21.6,7.3,233.6,75.9,88.4,276.138,-27.131
5803_jun2007,2007-06-22T01:57:11.3,-14.8,278.6,117.5,45.6,174.223,0.260
5803_oct2005a,2005-10-13T22:15:03.7,46.7,183.8,65.1,83.4,335.732,-14.505
5803o_aug2003,2003-08-10T02:18:28.4,20.9,220.8,71.9,94.5,291.743,-26.662
5803o_jun2007,2007-06-22T02:01:42.8,-15.7,279.2,117.6,45.6,174.261,0.242
5803o_oct2005a,2005-10-13T22:19:48.3,46.6,185.5,65.1,83.4,335.759,-14.484
5804_jul2012,2012-07-29T22:51:35.3,38.4,190.3,64.3,87.0,264.309,-22.219
5804_jun2005,2005-06-22T02:49:24.1,27.4,204.9,66.9,99.8,269.540,-28.976
5804_oct2006,2006-10-03T21:52:21.9,44.6,172.0,50.8,85.2,328.591,-16.288
5804o_jul2012,2012-07-29T22:56:12.4,38.2,191.6,64.4,87.0,264.341,-22.216
5804o_jun2005,2005-06-22T02:54:09.9,27.0,206.0,67.0,99.8,269.578,-28.974
5804o_oct2006,2006-10-03T21:57:06.2,44.8,173.6,50.8,85.3,328.618,-16.269
5804o_oct2012,2012-10-05T23:03:33.1,6.4,69.9,112.5,71.8,77.256,20.596
5805_aug2003,2003-08-09T02:47:00.6,6.5,234.2,72.8,88.4,276.181,-27.125
5805_jun2007,2007-06-22T01:48:00.9,-12.8,277.5,119.3,45.5,174.147,0.296
5805_oct2005a,2005-10-13T22:24:33.5,46.5,187.1,62.2,83.4,335.785,-14.463
5805_oct2009,2009-10-29T21:18:39.3,59.2,163.4,57.6,83.8,348.555,-0.972
5805o_aug2003,2003-08-10T02:23:09.5,20.2,221.7,68.5,94.5,291.780,-26.652
5805o_jun2007,2007-06-22T01:52:34.9,-13.8,278.1,119.4,45.6,174.184,0.278
5805o_oct2005a,2005-10-13T22:29:17.9,46.4,188.7,62.2,83.4,335.811,-14.442
5805o_oct2009,2009-10-29T21:23:09.4,59.5,165.5,57.6,83.8,348.575,-0.955
5806_jun2005,2005-06-22T02:58:55.2,26.5,207.0,68.1,99.8,269.616,-28.972
5806o_jun2005,2005-06-22T03:03:40.0,26.1,208.0,68.2,99.8,269.654,-28.969
5807_aug2009,2009-08-05T01:41:24.8,38.4,200.5,52.0,99.2,304.223,-20.146
5807_jun2005,2005-06-22T03:08:24.4,25.6,208.9,69.4,99.8,269.692,-28.966
5807_jun2007,2007-06-25T04:51:18.6,-33.8,269.0,104.3,74.2,207.845,-16.311
5807o_aug2009,2009-08-05T01:46:00.9,38.1,201.8,52.1,99.2,304.245,-20.133
5807o_jun2005,2005-06-22T03:13:09.4,25.1,209.9,69.5,99.8,269.730,-28.963
5807o_jun2007,2007-06-25T04:55:43.3,-34.8,269.5,104.3,74.2,207.887,-16.322
5808_aug2003,2003-08-09T02:51:38.8,5.8,234.8,71.5,88.4,276.223,-27.119
5808_oct2006b,2006-10-11T19:59:10.8,-21.4,38.3,101.9,72.2,81.529,27.726
5808_oct2009,2009-10-30T21:49:11.5,63.6,153.6,60.6,90.6,0.206,4.703
5808o_aug2003,2003-08-10T02:27:48.9,19.6,222.5,67.0,94.5,291.816,-26.642
5808o_oct2003,2003-10-16T20:30:51.8,-23.2,38.1,108.9,66.1,95.500,26.334
5808o_oct2006b,2006-10-11T20:03:54.1,-20.8,39.1,101.8,72.2,81.593,27.734
5808o_oct2009,2009-10-30T21:53:41.7,64.0,155.9,60.6,90.6,0.226,4.720
5809_aug2003,2003-08-09T02:56:18.5,5.0,235.4,74.6,88.4,276.267,-27.112
5809_oct2006b,2006-10-11T20:08:52.2,-20.1,40.0,99.2,72.2,81.661,27.742
5809o_aug2003,2003-08-10T02:32:27.7,18.9,223.3,70.4,94.5,291.853,-26.632
5809o_nov2003,2003-11-01T20:42:16.9,38.6,194.4,65.9,57.4,321.363,-21.367
5809o_oct2006b,2006-10-11T20:13:35.5,-19.5,40.8,99.1,72.1,81.724,27.751
5810_aug2003,2003-08-09T03:00:58.3,4.2,236.0,76.4,88.5,276.311,-27.106
5810_oct2006b,2006-10-11T20:18:19.2,-18.8,41.6,97.6,72.1,81.788,27.759
5810o_aug2003,2003-08-10T02:37:07.6,18.2,224.1,72.4,94.5,291.891,-26.622
5810o_oct2003,2003-10-18T20:42:18.5,-34.3,19.0,110.8,46.7,122.473,24.413
5810o_oct2006b,2006-10-11T20:23:02.4,-18.2,42.3,97.5,72.1,81.851,27.768
5811_jun2005,2005-06-22T03:17:53.9,24.6,210.9,70.6,99.8,269.769,-28.960
5811o_jun2005,2005-06-22T03:22:38.3,24.1,211.8,70.7,99.8,269.808,-28.957
5812_aug2003,2003-08-09T03:05:38.3,3.4,236.6,70.1,88.5,276.355,-27.100
5812_oct2006b,2006-10-11T20:28:07.5,-17.4,43.2,103.2,72.0,81.919,27.777
5812o_aug2003,2003-08-10T02:41:47.8,17.5,224.9,65.6,94.5,291.928,-26.611
5812o_oct2003,2003-10-16T20:35:30.6,-22.6,39.0,110.2,66.1,95.557,26.339
5812o_oct2006b,2006-10-11T20:32:52.6,-16.7,43.9,103.1,72.0,81.982,27.786
5813_jun2005,2005-06-22T03:27:23.1,23.5,212.8,71.8,99.8,269.847,-28.954
5813o_jun2005,2005-06-22T03:32:07.8,23.0,213.7,71.9,99.8,269.886,-28.950
5814_jun2005,2005-06-22T03:36:51.9,22.4,214.6,73.0,99.8,269.925,-28.946
5814o_jun2005,2005-06-22T03:41:36.5,21.9,215.5,73.1,99.8,269.965,-28.942
5815_jul2007,2007-06-30T02:53:01.7,25.4,209.8,64.7,99.6,272.414,-28.782
5815_jun2005,2005-06-22T03:46:29.7,21.3,216.4,66.0,99.8,270.006,-28.938
5815o_jul2007,2007-06-30T02:57:26.6,24.9,210.7,64.8,99.6,272.443,-28.776
5815o_jun2005,2005-06-22T03:51:14.3,20.7,217.2,66.1,99.8,270.047,-28.934
5816_jun2005,2005-06-22T03:55:59.2,20.1,218.1,67.2,99.8,270.087,-28.930
5816o_jun2005,2005-06-22T04:18:29.7,17.0,221.9,67.2,99.8,270.283,-28.907
5817_aug2003,2003-08-09T03:10:18.1,2.6,237.1,73.2,88.5,276.400,-27.093
5817_oct2006b,2006-10-11T20:37:38.5,-16.0,44.7,100.4,72.0,82.045,27.795
5817o_aug2003,2003-08-10T02:46:26.3,16.8,225.6,69.0,94.6,291.966,-26.601
5817o_oct2003,2003-10-18T20:46:56.7,-34.0,20.1,114.3,46.7,122.533,24.407
5817o_oct2006b,2006-10-11T20:42:21.2,-15.3,45.4,100.3,71.9,82.107,27.803
5818_jun2005,2005-06-22T04:23:14.2,16.3,222.7,68.3,99.8,270.326,-28.902
5818o_jun2005,2005-06-22T04:27:58.9,15.7,223.5,68.4,99.8,270.368,-28.896
5819_aug2003,2003-08-09T03:14:55.5,1.9,237.7,75.0,88.5,276.444,-27.087
5819_oct2006b,2006-10-11T20:47:04.3,-14.6,46.1,98.8,71.9,82.169,27.812
5819o_aug2003,2003-08-10T02:51:06.1,16.1,226.4,70.9,94.6,292.004,-26.591
5819o_oct2003,2003-10-16T20:40:10.7,-22.0,39.8,105.3,66.0,95.614,26.345
5819o_oct2006b,2006-10-11T20:51:47.1,-13.9,46.8,98.7,71.9,82.231,27.821
5820_aug2003,2003-08-09T03:19:43.3,1.1,238.3,71.9,88.6,276.491,-27.080
5820_oct2006b,2006-10-11T20:56:44.7,-13.2,47.5,101.6,71.8,82.295,27.831
5820_oct2009,2009-11-01T22:13:47.6,60.8,111.1,72.7,98.9,25.128,15.401
5820o_aug2003,2003-08-10T02:55:45.5,15.4,227.1,67.5,94.6,292.042,-26.580
5820o_oct2003,2003-10-16T20:44:51.0,-21.4,40.7,108.4,66.0,95.670,26.351
