id,time,moon_altitude,moon_azimuth,moon_separation,moon_phase,moon_ra,moon_dec
0001_aug2003,2003-08-15T05:17:28.8,48.8,219.2,65.9,90.1,0.028,-4.914
0001_jul2007,2007-06-29T03:36:42.7,12.3,227.3,120.4,97.7,258.230,-28.642
0001_oct2006,2006-10-01T23:13:14.2,22.8,219.8,99.3,66.3,300.002,-25.731
0001o_aug2003,2003-08-15T05:22:29.8,48.1,220.7,66.0,90.1,0.051,-4.893
0001o_jul2007,2007-06-29T03:41:07.2,11.6,227.9,120.5,97.7,258.263,-28.638
0001o_oct2006,2006-10-01T23:17:58.7,22.2,220.7,99.4,66.3,300.036,-25.715
0002_aug2003,2003-08-15T05:27:29.5,47.4,222.2,63.7,90.0,0.075,-4.873
0002_jul2007,2007-06-29T03:27:46.7,13.7,225.9,120.3,97.7,258.163,-28.649
0002_oct2006,2006-10-01T23:22:44.9,21.5,221.6,97.9,66.4,300.071,-25.698
0002o_aug2003,2003-08-15T05:32:28.6,46.7,223.7,63.7,90.0,0.099,-4.853
0002o_jul2007,2007-06-29T03:32:11.9,13.0,226.6,120.4,97.7,258.196,-28.645
0002o_oct2006,2006-10-01T23:27:30.5,20.9,222.5,98.0,66.4,300.106,-25.681
0003_aug2003,2003-08-15T05:37:24.2,46.0,225.1,71.9,90.0,0.122,-4.833
0003_jul2007,2007-06-29T03:18:37.3,15.0,224.5,120.9,97.7,258.095,-28.656
0003_oct2006,2006-10-01T23:32:25.4,20.2,223.3,102.9,66.4,300.143,-25.664
0003o_aug2003,2003-08-15T05:42:03.8,45.3,226.3,71.9,90.0,0.145,-4.814
0003o_jul2007,2007-06-29T03:23:02.0,14.4,225.2,120.9,97.7,258.127,-28.653
0003o_oct2006,2006-10-01T23:37:09.5,19.5,224.2,103.0,66.5,300.178,-25.647
0003o_oct2009,2009-10-30T23:06:22.0,65.2,198.2,62.1,90.9,0.555,5.002
0004_aug2003,2003-08-15T05:46:53.8,44.6,227.6,66.7,90.0,0.168,-4.794
0004_aug2004b,2004-08-28T03:29:45.8,12.6,233.9,93.8,94.6,311.813,-23.559
0004o_aug2004b,2004-08-28T03:34:35.9,11.7,234.7,93.9,94.7,311.854,-23.539
0005_nov2003b,2003-11-14T22:55:29.4,3.4,63.0,82.0,71.7,120.395,25.152
0005_oct2012,2012-10-06T01:05:07.1,31.4,82.0,66.1,71.1,78.248,20.742
0005o_nov2003b,2003-11-14T23:00:09.1,4.3,63.5,81.9,71.7,120.441,25.153
0005o_oct2012,2012-10-06T01:09:41.6,32.3,82.5,66.1,71.1,78.281,20.747
0006_nov2003b,2003-11-14T23:04:47.8,5.1,64.0,80.2,71.6,120.487,25.153
0006o_nov2003b,2003-11-14T23:09:26.2,6.0,64.5,80.1,71.6,120.533,25.153
0007_nov2003b,2003-11-14T23:14:06.6,6.9,65.0,83.5,71.6,120.578,25.153
0007o_nov2003b,2003-11-14T23:18:45.1,7.8,65.4,83.4,71.6,120.623,25.154
0008_nov2003b,2003-11-14T23:23:25.5,8.6,65.9,79.6,71.5,120.668,25.154
0008_sep2010,2010-08-30T00:23:56.3,29.2,85.4,51.2,76.2,31.874,17.219
0008o_nov2003b,2003-11-14T23:28:03.8,9.5,66.4,79.5,71.5,120.712,25.154
0008o_oct2012,2012-10-06T01:14:33.8,33.4,83.0,66.0,71.1,78.316,20.752
0008o_sep2010,2010-08-30T00:28:35.3,30.2,85.9,51.2,76.1,31.907,17.235
0009_aug2010,2010-08-03T04:05:58.7,50.9,94.9,48.9,50.5,36.955,19.037
0009_nov2003b,2003-11-14T23:32:42.4,10.4,66.9,81.6,71.5,120.756,25.155
0009_oct2009,2009-10-30T23:11:18.4,64.9,200.9,55.6,90.9,0.577,5.021
0009o_aug2010,2010-08-03T04:10:36.6,51.9,95.5,48.9,50.5,36.983,19.052
0009o_nov2003b,2003-11-14T23:37:22.8,11.3,67.3,81.5,71.4,120.799,25.155
0009o_oct2009,2009-10-30T23:15:55.5,64.5,203.4,55.7,90.9,0.598,5.038
0010_aug2009,2009-08-10T03:41:49.6,66.2,166.7,59.2,84.6,1.691,5.479
0010_nov2003b,2003-11-14T23:42:00.9,12.2,67.8,79.1,71.4,120.843,25.155
0010_nov2008,2008-11-23T20:28:36.7,-62.8,303.4,126.3,13.6,195.383,-11.975
0010o_aug2009,2009-08-10T03:46:35.1,66.4,169.6,59.3,84.6,1.711,5.497
0010o_nov2003b,2003-11-14T23:46:39.2,13.1,68.3,79.0,71.4,120.885,25.155
0010o_nov2008,2008-11-23T20:33:09.0,-63.6,305.0,126.3,13.6,195.433,-11.990
0011_nov2003b,2003-11-14T23:51:19.6,14.1,68.7,83.0,71.4,120.928,25.156
0011_nov2008,2008-11-23T21:06:01.7,-68.9,319.1,132.3,13.4,195.805,-12.099
0011o_nov2003b,2003-11-14T23:55:58.5,15.0,69.2,82.9,71.3,120.970,25.156
0011o_nov2008,2008-11-23T21:10:31.7,-69.5,321.5,132.2,13.4,195.856,-12.114
0012_nov2003b,2003-11-15T00:00:41.4,15.9,69.6,78.6,71.3,121.012,25.156
0012_nov2008,2008-11-23T19:51:39.6,-55.9,293.1,125.4,13.8,194.974,-11.856
0012o_nov2003b,2003-11-15T00:05:19.7,16.8,70.1,78.5,71.3,121.054,25.156
0012o_nov2008,2008-11-23T19:56:14.4,-56.8,294.2,125.3,13.7,195.024,-11.871
0013_nov2003b,2003-11-15T00:09:58.2,17.7,70.5,81.1,71.2,121.095,25.156
0013_nov2008,2008-11-23T21:15:14.9,-70.1,324.2,129.4,13.4,195.909,-12.130
0013o_nov2003b,2003-11-15T00:14:36.6,18.7,70.9,81.0,71.2,121.135,25.157
0013o_nov2008,2008-11-23T21:19:46.0,-70.6,326.9,129.3,13.4,195.961,-12.145
0014_aug2010,2010-08-02T04:37:17.2,65.2,118.2,47.5,60.2,24.620,15.260
0014_nov2003b,2003-11-15T00:19:14.9,19.6,71.4,82.4,71.2,121.176,25.157
0014_oct2012,2012-10-08T01:48:36.1,19.4,78.7,80.5,52.5,104.070,18.786
0014o_nov2003b,2003-11-15T00:23:56.2,20.5,71.8,82.3,71.2,121.216,25.157
0014o_oct2012,2012-10-06T01:19:28.6,34.4,83.4,65.9,71.0,78.351,20.758
0015_aug2009,2009-08-10T03:32:19.5,65.6,161.2,60.7,84.6,1.649,5.442
0015_nov2003b,2003-11-15T00:28:37.6,21.5,72.2,78.3,71.1,121.256,25.157
0015o_aug2009,2009-08-10T03:37:04.6,65.9,163.9,60.8,84.6,1.670,5.460
0015o_nov2003b,2003-11-15T00:33:16.5,22.4,72.6,78.2,71.1,121.296,25.157
0015o_nov2008,2008-11-23T20:23:60.9,-62.0,301.9,124.9,13.6,195.331,-11.960
0016_nov2003b,2003-11-15T00:37:55.5,23.4,73.1,80.5,71.1,121.335,25.157
0016_oct2012,2012-10-06T01:24:17.5,35.4,83.9,66.0,71.0,78.385,20.763
0016o_nov2003b,2003-11-15T00:42:44.2,24.3,73.5,80.4,71.0,121.375,25.157
0016o_oct2012,2012-10-06T01:28:55.1,36.4,84.4,65.9,71.0,78.417,20.767
0017_jul2012,2012-07-30T03:31:46.8,0.9,244.6,110.7,88.5,266.546,-21.822
0017_nov2003b,2003-11-15T00:47:22.6,25.3,73.9,83.2,71.0,121.413,25.156
0017o_jul2012,2012-07-30T03:36:29.4,0.1,245.2,110.7,88.5,266.592,-21.812
0017o_nov2003b,2003-11-15T00:51:60.9,26.2,74.3,83.1,71.0,121.451,25.156
0018_jul2012,2012-07-31T02:55:20.5,18.8,232.7,102.5,94.6,281.591,-20.401
0018_nov2003b,2003-11-15T00:56:39.0,27.2,74.7,81.9,70.9,121.488,25.156
0018_oct2009,2009-10-30T23:20:36.5,64.1,205.9,55.2,91.0,0.620,5.056
0018o_jul2012,2012-07-31T03:00:05.6,18.0,233.5,102.6,94.6,281.630,-20.389
0018o_nov2003b,2003-11-15T01:01:16.8,28.1,75.1,81.8,70.9,121.526,25.156
0018o_oct2009,2009-10-30T23:25:14.5,63.6,208.3,55.3,91.0,0.641,5.074
0019_nov2003b,2003-11-15T01:05:54.8,29.1,75.5,80.0,70.9,121.563,25.155
0019_nov2012,2012-11-19T23:00:27.5,14.9,249.1,80.0,43.2,319.974,-10.303
0019o_nov2003b,2003-11-15T01:10:34.7,30.0,75.9,79.9,70.9,121.599,25.155
0020_nov2003b,2003-11-15T01:15:13.7,31.0,76.3,78.0,70.8,121.636,25.154
0020o_nov2003b,2003-11-15T01:19:55.5,32.0,76.8,77.9,70.8,121.672,25.154
0021_nov2003b,2003-11-15T01:24:36.7,33.0,77.2,79.5,70.8,121.708,25.153
0021_oct2009,2009-10-30T23:30:05.5,63.1,210.7,59.2,91.0,0.663,5.092
0021o_nov2003b,2003-11-15T01:29:17.5,33.9,77.6,79.4,70.7,121.744,25.152
0021o_oct2009,2009-10-30T23:34:44.4,62.6,212.9,59.3,91.0,0.685,5.109
0022_jul2012,2012-07-30T03:41:33.3,-0.7,245.8,111.6,88.5,266.643,-21.802
0022_nov2003b,2003-11-15T01:33:59.7,34.9,78.0,78.9,70.7,121.779,25.152
0022o_jul2012,2012-07-30T03:46:13.3,-1.3,246.3,111.6,88.5,266.690,-21.793
0022o_nov2003b,2003-11-15T23:11:07.1,-3.6,61.1,85.0,62.3,133.742,22.504
0023_nov2003b,2003-11-15T23:15:45.6,-2.4,61.7,88.1,62.3,133.790,22.499
0023o_nov2003b,2003-11-15T23:20:25.7,-1.8,62.2,88.0,62.3,133.837,22.495
0024_nov2003b,2003-11-16T22:07:38.3,-26.4,46.9,97.0,52.8,145.888,18.860
0024_nov2006c,2006-11-13T22:37:15.6,-36.8,47.2,107.6,38.7,157.592,10.832
0024_oct2005b,2005-10-28T01:43:29.8,-17.0,66.5,108.1,23.0,161.157,11.106
0024o_nov2003b,2003-11-16T22:12:24.8,-25.6,47.8,96.9,52.7,145.943,18.850
0024o_nov2006c,2006-11-13T22:42:17.0,-36.1,48.4,107.6,38.7,157.644,10.816
0024o_oct2005b,2005-10-28T01:48:13.0,-16.1,67.2,108.0,23.0,161.200,11.092
0025_aug2009,2009-08-10T04:20:35.1,66.5,190.5,61.6,84.4,1.859,5.628
0025_nov2003b,2003-11-16T22:17:09.6,-24.9,48.6,90.1,52.7,145.997,18.840
0025_nov2008,2008-11-23T20:56:36.6,-67.5,314.5,124.0,13.5,195.698,-12.067
0025_oct2005b,2005-10-28T01:53:07.9,-15.2,67.9,100.4,23.0,161.245,11.077
0025_oct2006b,2006-10-10T23:35:15.5,26.1,72.4,56.9,80.2,68.766,26.709
0025o_aug2009,2009-08-10T04:25:16.3,66.3,193.4,61.7,84.4,1.880,5.646
0025o_nov2003b,2003-11-16T22:21:52.2,-24.2,49.5,90.0,52.7,146.051,18.830
0025o_nov2008,2008-11-23T21:01:08.4,-68.2,316.7,124.0,13.4,195.749,-12.083
0025o_oct2005b,2005-10-28T01:57:52.0,-14.3,68.6,100.3,22.9,161.287,11.062
0025o_oct2006b,2006-10-10T23:39:59.0,27.1,72.8,56.8,80.2,68.811,26.724
0026_nov2003b,2003-11-16T22:26:30.5,-23.4,50.3,94.4,52.6,146.103,18.820
0026_oct2005b,2005-10-28T02:02:41.6,-13.3,69.2,105.2,22.9,161.330,11.047
0026_oct2006,2006-10-03T01:09:03.6,17.0,233.5,90.7,77.3,315.578,-21.020
0026o_nov2003b,2003-11-16T22:31:08.8,-22.7,51.1,94.3,52.6,146.156,18.811
0026o_oct2005b,2005-10-28T02:07:26.9,-12.4,69.9,105.1,22.9,161.372,11.033
0026o_oct2006,2006-10-03T01:13:47.9,16.2,234.2,90.8,77.4,315.615,-20.998
0027_nov2003b,2003-11-16T22:35:46.9,-21.9,51.9,98.1,52.6,146.208,18.801
0027_oct2005b,2005-10-28T02:12:15.9,-11.4,70.5,109.4,22.9,161.415,11.018
0027_oct2006b,2006-10-10T23:44:53.5,28.1,73.2,55.8,80.2,68.857,26.740
0027o_nov2003b,2003-11-16T22:40:27.7,-21.2,52.7,98.0,52.5,146.260,18.791
0027o_oct2005b,2005-10-28T23:25:51.9,-49.9,32.7,115.5,16.1,170.521,6.121
0028_nov2003b,2003-11-16T22:45:05.7,-20.4,53.4,96.3,52.5,146.312,18.782
0028_oct2005b,2005-10-28T23:30:36.5,-49.4,34.2,113.4,16.1,170.572,6.104
0028o_nov2003b,2003-11-16T22:49:44.1,-19.6,54.2,96.2,52.5,146.363,18.772
0028o_oct2005b,2005-10-28T23:35:21.1,-48.8,35.7,113.4,16.1,170.622,6.086
0029_nov2003b,2003-11-16T22:54:23.2,-18.8,54.9,93.7,52.4,146.414,18.763
0029_oct2005b,2005-10-28T23:40:06.7,-48.3,37.2,110.4,16.1,170.673,6.068
0029o_nov2003b,2003-11-16T22:59:01.3,-18.0,55.7,93.6,52.4,146.465,18.754
0029o_oct2005b,2005-10-28T23:44:51.7,-47.7,38.7,110.4,16.0,170.723,6.050
0030_nov2003b,2003-11-16T23:03:39.3,-17.2,56.4,97.4,52.4,146.515,18.744
0030_oct2005b,2005-10-28T23:49:39.2,-47.0,40.1,114.8,16.0,170.773,6.032
0030o_nov2003b,2003-11-16T23:08:17.8,-16.4,57.1,97.4,52.3,146.565,18.735
0030o_oct2005b,2005-10-28T23:54:24.2,-46.4,41.4,114.7,16.0,170.823,6.015
0031_nov2003b,2003-11-16T23:12:59.3,-15.6,57.8,91.5,52.3,146.616,18.726
0031_oct2005b,2005-10-28T23:59:16.9,-45.7,42.8,107.8,16.0,170.874,5.996
0031o_nov2003b,2003-11-16T23:17:37.5,-14.8,58.5,91.4,52.3,146.666,18.716
0031o_oct2005b,2005-10-29T00:04:01.8,-45.0,44.1,107.7,15.9,170.924,5.979
0032_nov2003b,2003-11-16T23:22:16.2,-13.9,59.1,95.7,52.2,146.715,18.707
0032_oct2005b,2005-10-29T00:08:50.8,-44.3,45.4,112.7,15.9,170.974,5.961
0032o_nov2003b,2003-11-16T23:26:54.3,-13.1,59.8,95.6,52.2,146.764,18.698
0032o_oct2005b,2005-10-29T00:13:35.9,-43.6,46.6,112.6,15.9,171.023,5.943
0033_nov2003b,2003-11-16T23:31:32.3,-12.3,60.4,93.1,52.2,146.813,18.689
0033_oct2005b,2005-10-29T00:18:20.5,-42.9,47.8,109.7,15.9,171.072,5.926
0033o_nov2003b,2003-11-16T23:36:10.5,-11.4,61.1,93.0,52.1,146.861,18.680
0033o_oct2005b,2005-10-29T00:23:05.0,-42.2,49.0,109.6,15.9,171.121,5.908
0034_nov2003b,2003-11-16T23:40:48.6,-10.6,61.7,92.4,52.1,146.909,18.671
0034_oct2006b,2006-10-10T23:54:29.5,30.0,74.0,56.4,80.1,68.946,26.771
0034o_nov2003b,2003-11-16T23:45:27.0,-9.7,62.3,92.3,52.1,146.957,18.662
0034o_oct2006b,2006-10-10T23:59:13.5,31.0,74.3,56.3,80.1,68.990,26.786
0035_nov2003b,2003-11-17T01:27:14.6,10.3,74.4,95.4,51.3,147.927,18.467
0035_oct2005b,2005-10-29T00:27:49.5,-41.4,50.2,111.9,15.8,171.170,5.890
0035o_dec2003,2003-12-06T19:33:04.9,34.6,86.9,55.1,96.4,50.461,18.190
0035o_oct2005b,2005-10-29T00:32:34.2,-40.7,51.3,111.8,15.8,171.218,5.873
0036_dec2003,2003-12-06T19:37:46.5,35.6,87.4,54.1,96.4,50.490,18.208
0036_oct2009,2009-10-30T23:39:37.5,62.1,215.2,54.4,91.0,0.707,5.128
0036_oct2012,2012-10-06T01:33:47.6,37.5,84.9,65.5,71.0,78.451,20.772
0036o_dec2003,2003-12-06T19:42:25.0,36.6,87.9,54.0,96.4,50.519,18.225
0036o_oct2009,2009-10-30T23:44:17.3,61.5,217.3,54.5,91.1,0.729,5.145
0036o_oct2012,2012-10-06T01:38:21.4,38.4,85.3,65.4,70.9,78.482,20.777
0037_dec2003,2003-12-06T19:47:06.2,37.6,88.4,57.4,96.4,50.549,18.243
0037_oct2006b,2006-10-11T23:49:27.6,17.7,67.0,61.4,70.7,84.303,28.193
0037o_dec2003,2003-12-06T19:51:50.2,38.7,88.9,57.4,96.4,50.578,18.260
0037o_oct2006b,2006-10-11T23:54:10.8,18.6,67.4,61.3,70.6,84.350,28.203
0038_dec2003,2003-12-06T19:56:30.7,39.7,89.4,55.5,96.4,50.606,18.278
0038o_dec2003,2003-12-06T20:01:19.6,40.7,90.0,55.5,96.4,50.635,18.296
0039_dec2003,2003-12-06T20:06:09.8,41.8,90.5,53.4,96.4,50.664,18.313
0039o_dec2003,2003-12-06T20:10:49.3,42.8,91.1,53.3,96.4,50.692,18.330
0040_dec2003,2003-12-06T20:15:47.5,43.8,91.7,54.4,96.5,50.721,18.349
0040_oct2009,2009-11-02T00:13:15.2,77.0,184.6,47.8,99.1,25.783,15.829
0040o_dec2003,2003-12-06T20:20:48.9,44.9,92.3,54.3,96.5,50.750,18.367
0040o_oct2009,2009-11-02T00:08:35.9,77.1,179.7,47.9,99.1,25.758,15.813
0041_dec2003,2003-12-06T20:25:32.5,45.9,92.8,57.6,96.5,50.777,18.384
0041_oct2006b,2006-10-11T23:58:53.6,19.5,67.8,61.3,70.6,84.398,28.213
0041o_dec2003,2003-12-06T20:30:14.6,47.0,93.4,57.6,96.5,50.804,18.401
0041o_oct2006b,2006-10-12T00:03:36.9,20.4,68.2,61.2,70.6,84.445,28.223
0042_dec2003,2003-12-06T20:35:09.9,48.0,94.1,55.9,96.5,50.832,18.419
0042_oct2006b,2006-10-12T00:08:20.7,21.4,68.6,61.6,70.5,84.492,28.233
0042o_dec2003,2003-12-06T20:39:50.9,49.0,94.7,55.8,96.5,50.858,18.436
0042o_oct2006b,2006-10-12T00:13:16.8,22.3,69.0,61.6,70.5,84.541,28.243
0043_dec2003,2003-12-06T20:44:31.7,50.0,95.3,53.7,96.5,50.884,18.452
0043_oct2006b,2006-10-12T00:18:04.2,23.3,69.4,62.2,70.5,84.587,28.253
0043o_dec2003,2003-12-06T20:49:17.8,51.1,96.0,53.6,96.5,50.911,18.469
0043o_oct2006b,2006-10-12T00:22:47.2,24.2,69.8,62.2,70.4,84.633,28.263
0044_dec2003,2003-12-06T20:54:37.4,52.2,96.7,56.3,96.6,50.940,18.488
0044_oct2005b,2005-10-29T00:37:18.9,-39.9,52.4,109.2,15.8,171.266,5.855
0044_oct2006b,2006-10-12T00:27:35.8,25.2,70.2,61.5,70.4,84.679,28.273
0044o_dec2003,2003-12-07T19:23:13.5,24.3,77.4,57.7,99.0,62.476,21.821
0044o_oct2005b,2005-10-29T00:42:04.2,-39.1,53.4,109.1,15.8,171.315,5.838
0044o_oct2006b,2006-10-12T00:32:18.5,26.1,70.5,61.5,70.4,84.724,28.283
0045_dec2003,2003-12-07T19:27:53.9,25.3,77.9,56.9,99.0,62.511,21.837
0045_jul2012,2012-07-31T03:43:09.6,10.4,239.9,103.1,94.8,281.996,-20.275
0045o_dec2003,2003-12-07T19:32:32.4,26.3,78.3,56.8,99.0,62.545,21.853
0045o_jul2012,2012-07-31T03:47:52.1,9.6,240.5,103.2,94.8,282.037,-20.262
0046_dec2003,2003-12-07T19:37:15.3,27.3,78.7,58.0,99.0,62.580,21.869
0046o_dec2003,2003-12-07T19:42:12.2,28.3,79.2,58.0,99.0,62.616,21.886
0047_dec2003,2003-12-07T19:46:52.1,29.3,79.6,58.6,99.0,62.650,21.902
0047_jul2012,2012-07-31T03:52:50.4,8.7,241.2,105.0,94.8,282.082,-20.248
0047_oct2009,2009-11-02T00:03:37.5,77.0,174.4,53.8,99.0,25.731,15.797
0047o_dec2003,2003-12-07T19:51:45.2,30.3,80.1,58.6,99.0,62.685,21.919
0047o_jul2012,2012-07-31T03:57:36.0,7.8,241.8,105.0,94.8,282.124,-20.235
0047o_oct2009,2009-11-02T00:18:11.2,76.9,189.7,53.8,99.1,25.809,15.845
0048_dec2003,2003-12-07T19:56:47.2,31.4,80.5,56.0,99.1,62.720,21.936
0048o_dec2003,2003-12-07T20:01:26.7,32.4,81.0,55.9,99.1,62.753,21.952
0049_dec2003,2003-12-07T20:06:16.9,33.4,81.4,57.1,99.1,62.787,21.969
0049o_dec2003,2003-12-07T20:10:58.5,34.4,81.8,57.0,99.1,62.819,21.984
0050_dec2003,2003-12-07T20:16:03.9,35.5,82.3,56.5,99.1,62.853,22.002
0050o_dec2003,2003-12-07T20:20:55.1,36.5,82.8,56.4,99.1,62.886,22.018
0051_dec2003,2003-12-07T20:25:36.1,37.5,83.2,57.2,99.1,62.917,22.034
0051o_dec2003,2003-12-07T20:30:19.4,38.5,83.7,57.2,99.1,62.949,22.049
0052_dec2003,2003-12-07T20:35:07.2,39.5,84.1,56.1,99.1,62.980,22.065
0052o_dec2003,2003-12-07T20:39:47.0,40.5,84.6,56.0,99.1,63.011,22.081
0053_dec2003,2003-12-07T20:44:30.1,41.6,85.0,58.0,99.1,63.041,22.096
0053_oct2009,2009-11-02T00:22:56.2,76.7,194.5,52.4,99.1,25.835,15.861
0053o_dec2003,2003-12-07T20:49:31.9,42.6,85.5,58.0,99.1,63.073,22.112
0053o_oct2009,2009-11-02T00:27:33.3,76.4,199.1,52.5,99.1,25.859,15.876
0054_dec2003,2003-12-07T20:54:12.0,43.6,86.0,56.6,99.1,63.102,22.128
0054o_dec2003,2003-12-07T20:58:51.6,44.6,86.4,56.6,99.1,63.132,22.143
0055_dec2003,2003-12-07T21:04:11.5,45.8,87.0,57.4,99.1,63.165,22.160
0055o_dec2003,2003-12-07T21:09:02.1,46.8,87.5,57.4,99.1,63.195,22.175
0056_dec2003,2003-12-07T21:13:42.7,47.8,87.9,55.7,99.1,63.223,22.190
0056o_dec2003,2003-12-07T21:18:31.7,48.9,88.5,55.7,99.2,63.252,22.205
0057_dec2003,2003-12-07T21:23:22.5,49.9,89.0,57.7,99.2,63.281,22.220
0057o_dec2003,2003-12-07T21:28:03.8,50.9,89.5,57.6,99.2,63.309,22.235
0058_dec2003,2003-12-07T21:32:45.8,51.9,90.0,56.2,99.2,63.337,22.250
0058o_dec2003,2003-12-07T21:37:37.5,53.0,90.6,56.2,99.2,63.365,22.265
0059_dec2003,2003-12-07T21:42:39.7,54.1,91.2,56.8,99.2,63.394,22.280
0059o_dec2003,2003-12-07T21:47:20.6,55.1,91.7,56.7,99.2,63.421,22.294
0060_dec2003,2003-12-07T21:52:00.3,56.1,92.3,58.1,99.2,63.448,22.308
0060o_dec2003,2003-12-07T21:56:48.0,57.1,92.9,58.0,99.2,63.475,22.323
0061_dec2003,2003-12-07T22:01:31.6,58.1,93.5,55.9,99.2,63.501,22.337
0061o_dec2003,2003-12-07T22:06:14.8,59.1,94.2,55.8,99.2,63.527,22.351
0062_dec2003,2003-12-07T22:10:57.5,60.2,94.8,56.9,99.2,63.553,22.364
0062o_dec2003,2003-12-07T22:16:10.5,61.3,95.6,56.9,99.2,63.582,22.379
0063_dec2003,2003-12-07T22:20:50.0,62.3,96.3,56.3,99.2,63.607,22.393
0063o_dec2003,2003-12-07T22:25:32.6,63.3,97.1,56.3,99.2,63.633,22.406
0064_dec2003,2003-12-07T22:31:05.6,64.5,98.0,58.1,99.2,63.663,22.422
0064_jul2012,2012-07-31T03:24:07.7,13.8,237.2,105.3,94.7,281.831,-20.326
0064o_dec2003,2003-12-07T22:35:59.1,65.5,98.9,58.1,99.2,63.689,22.436
0064o_jul2012,2012-07-31T03:28:47.5,13.0,237.8,105.4,94.7,281.871,-20.313
0065_dec2003,2003-12-07T22:40:38.5,66.5,99.8,57.1,99.2,63.713,22.448
0065_jul2012,2012-07-31T03:14:29.5,15.5,235.7,104.5,94.7,281.749,-20.351
0065o_dec2003,2003-12-08T19:15:08.2,14.0,69.4,60.1,100.0,75.040,24.522
0065o_jul2012,2012-07-31T03:19:12.9,14.7,236.4,104.5,94.7,281.789,-20.339
0066_dec2003,2003-12-08T19:19:58.5,15.0,69.9,59.9,100.0,75.082,24.537
0066_jul2012,2012-07-31T03:04:52.2,17.2,234.2,103.2,94.7,281.669,-20.376
0066o_dec2003,2003-12-08T19:24:56.4,16.0,70.4,59.9,100.0,75.125,24.551
0066o_jul2012,2012-07-31T03:09:33.6,16.4,235.0,103.3,94.7,281.708,-20.364
0067_dec2003,2003-12-08T19:29:56.9,17.0,70.8,60.0,100.0,75.168,24.566
0067_jul2012,2012-07-30T03:22:10.7,2.5,243.5,112.3,88.4,266.453,-21.840
0067o_dec2003,2003-12-08T19:34:42.5,18.0,71.3,60.0,100.0,75.208,24.580
0067o_jul2012,2012-07-30T03:26:50.9,1.7,244.0,112.3,88.4,266.498,-21.831
0068_dec2003,2003-12-08T19:39:29.6,18.9,71.7,60.3,100.0,75.248,24.594
0068_jul2012,2012-07-30T03:12:33.5,4.3,242.3,112.6,88.4,266.360,-21.859
0068o_dec2003,2003-12-08T19:44:14.2,19.9,72.1,60.2,100.0,75.288,24.608
0068o_jul2012,2012-07-30T03:17:18.9,3.4,242.9,112.6,88.4,266.406,-21.850
0069_dec2003,2003-12-08T19:49:22.6,20.9,72.6,59.9,100.0,75.330,24.623
0069_jul2012,2012-07-30T03:02:47.4,6.0,241.1,112.1,88.3,266.268,-21.877
0069o_dec2003,2003-12-08T19:54:15.4,21.9,73.0,59.8,100.0,75.370,24.638
0069o_jul2012,2012-07-30T03:07:30.8,5.2,241.7,112.1,88.3,266.313,-21.868
0070_dec2003,2003-12-08T19:59:00.4,22.9,73.4,60.3,100.0,75.409,24.651
0070_jul2012,2012-07-30T02:53:03.9,7.8,239.8,112.8,88.3,266.178,-21.896
0070o_dec2003,2003-12-08T20:03:42.2,23.9,73.9,60.2,100.0,75.447,24.665
0070o_jul2012,2012-07-30T02:57:46.7,6.9,240.4,112.8,88.3,266.222,-21.887
0071_dec2003,2003-12-08T20:08:35.2,24.9,74.3,60.5,100.0,75.486,24.679
0071_sep2010,2010-08-30T00:33:28.4,31.2,86.4,53.6,76.1,31.941,17.253
0071o_dec2003,2003-12-08T20:13:17.3,25.8,74.7,60.5,100.0,75.523,24.693
0071o_sep2010,2010-08-30T00:38:07.3,32.2,86.9,53.6,76.1,31.973,17.269
0072_dec2003,2003-12-08T20:17:58.7,26.8,75.1,60.0,100.0,75.560,24.706
0072_jul2012,2012-07-30T02:43:27.5,9.5,238.5,112.5,88.2,266.090,-21.913
0072o_dec2003,2003-12-08T20:23:34.5,27.9,75.6,59.9,100.0,75.603,24.723
0072o_jul2012,2012-07-30T02:48:07.7,8.7,239.1,112.5,88.2,266.133,-21.905
0073_dec2003,2003-12-08T20:28:15.5,28.9,76.0,60.1,100.0,75.639,24.736
0073_jul2012,2012-07-30T02:33:53.5,11.2,237.2,112.7,88.2,266.004,-21.931
0073o_dec2003,2003-12-08T20:32:58.8,29.9,76.4,60.0,100.0,75.675,24.749
0073o_jul2012,2012-07-30T02:38:34.8,10.4,237.8,112.8,88.2,266.046,-21.922
0074_dec2003,2003-12-08T20:37:58.7,30.9,76.8,59.9,100.0,75.713,24.764
0074_jul2012,2012-07-30T02:24:17.5,12.9,235.8,112.5,88.1,265.919,-21.948
0074o_dec2003,2003-12-08T20:42:37.8,31.9,77.2,59.8,100.0,75.747,24.777
0074o_jul2012,2012-07-30T02:28:58.8,12.1,236.5,112.6,88.1,265.961,-21.940
0075_dec2003,2003-12-08T20:47:17.8,32.9,77.6,60.1,100.0,75.782,24.790
0075_jul2012,2012-07-31T03:33:40.5,12.1,238.5,104.4,94.8,281.913,-20.300
0075o_aug2004a,2004-08-07T03:21:47.7,44.8,100.1,54.6,57.8,34.456,13.314
0075o_jul2012,2012-07-31T03:38:19.5,11.3,239.2,104.5,94.8,281.953,-20.288
0076_aug2004a,2004-08-07T03:26:38.2,45.8,100.8,52.8,57.7,34.483,13.334
