id,qflag,is_ok,problems,problems_simple,r5sig_judged,i5sig_judged,h5sig_judged,rmode_judged,rmedian_judged
3272o_dec2005,A+,True,,,21.4,19.985,20.301,20.12,19.37
3273_dec2005,A+,True,,,21.475,19.969,20.34,20.885,19.505
3273o_dec2005,A,True,,,21.713,20.185,20.595,20.733,19.613
3274_dec2005,A+,True,,,21.67,20.23,20.54,20.99,19.39
3274o_dec2005,A+,True,,,21.71,20.17,20.47,20.99,19.33
3275_nov2005,D,False,Noise,Inconsistent photometry,21.49,22.614,20.52,21.5,19.84
3275_oct2010,A++,True,,,21.5384,20.5459,20.4084,20.5084,19.5084
3275o_nov2005,D,False,r5sig<20 & h5sig<19 & Noise,Clouds / Inconsistent photometry,19.72,21.453,17.862,19.17,17.5
3275o_oct2010,A++,True,,,21.545,20.5648,20.465,20.015,19.585
3276_nov2005,D,False,Noise,Inconsistent photometry,23.518,22.075,21.41,22.358,21.548
3276_oct2010,C,True,Noise,Inconsistent photometry,21.456,20.4781,20.426,19.746,19.336
3276o_nov2005,D,False,Noise,Inconsistent photometry,23.727,22.642,22.071,22.307,21.657
3276o_oct2010,C,True,Noise,Inconsistent photometry,21.4208,20.4756,20.3808,20.2408,19.3608
3277_dec2005,A,True,,,21.582,20.162,20.461,20.982,19.372
3277o_dec2005,A,True,,,21.65,20.138,20.477,20.23,19.33
3278_nov2005,A+,True,,,22.974,21.511,22.314,22.304,21.034
3278_oct2010,A+,True,,,21.4318,20.4882,20.4018,20.2418,19.3918
3278o_nov2005,A+,True,,,22.896,21.864,21.86,21.956,20.686
3278o_oct2010,A+,True,,,21.4123,20.4554,20.3723,19.4823,19.3923
3279_nov2005,D,False,Background gradient,Background,21.29,22.874,22.832,20.75,20.02
3279o_nov2005,D,False,Background gradient,Background,20.524,23.083,22.721,19.724,18.944
3280_nov2005,A,True,,,22.819,21.794,23.132,21.399,20.339
3280o_nov2005,A,True,,,22.044,20.39,21.449,21.004,19.724
3281_dec2005,A,True,,,21.628,20.198,20.47,21.218,19.678
3281o_dec2005,A,True,,,21.661,20.235,20.448,21.241,19.651
3282_nov2005,B,True,seeing>2,Seeing,21.0132,19.4582,20.0732,19.3432,18.2832
3282_oct2009,A,True,,,20.498,19.469,19.719,19.508,18.268
3282o_oct2009,A+,True,,,20.576,19.628,19.707,19.506,18.486
3283_dec2005,A,True,,,21.71,20.13,20.49,19.74,19.1
3283o_dec2005,A,True,,,21.72,20.18,20.53,19.74,19.17
3284_dec2005,A+,True,,,21.695,20.086,20.533,20.235,19.055
3284o_dec2005,A,True,,,21.678,20.219,20.493,20.218,18.968
3285_dec2005,A,True,,,21.73,20.19,20.48,21.24,19.7
3285o_dec2005,A,True,,,21.71,20.1,20.55,20.99,19.47
3286_dec2005,A+,True,,,21.66,20.12,20.51,19.99,19.54
3286o_dec2005,A+,True,,,21.75,20.18,20.46,20.99,19.69
3287_dec2005,A+,True,,,21.69,20.1,20.51,20.74,19.4
3287o_dec2005,A+,True,,,21.69,20.07,20.5,20.49,19.32
3288_nov2005,B,True,seeing>2,Seeing,21.1535,19.6723,20.1635,19.7435,18.5135
3288_oct2009,A,True,,,20.322,19.466,19.872,19.782,18.222
3288o_oct2009,A,True,,,20.485,19.587,19.635,18.515,18.375
3289_nov2012,B,True,seeing>2,Seeing,21.1643,20.241,20.1343,20.5043,18.9643
3289o_nov2005,A,True,,,20.9149,19.7652,19.9649,19.9949,18.7449
3289o_nov2012,A,True,,,21.4109,20.2496,20.1409,20.7609,19.2009
3290_dec2005,A+,True,,,21.71,20.11,20.48,19.24,19.34
3290o_dec2005,A+,True,,,21.7,20.07,20.49,20.49,19.3
3291_oct2009,A+,True,,,20.598,19.499,19.811,19.758,18.528
3291o_nov2005,A++,True,,,21.5439,20.1517,20.4539,20.1639,19.2139
3291o_oct2009,A+,True,,,20.604,19.642,19.844,20.264,18.634
3292_nov2005,A++,True,,,21.894,20.295,20.778,20.244,19.494
3292o_nov2005,A++,True,,,21.757,20.276,20.588,20.097,19.347
3293_dec2005,A+,True,,,21.59,20.02,20.28,20.24,19.35
3293o_dec2005,A+,True,,,21.57,20.03,20.22,20.24,19.31
3294_nov2005,A++,True,,,21.753,20.314,20.52,20.063,19.223
3294o_nov2005,A++,True,,,21.737,20.086,20.641,19.797,18.987
3295_nov2005,A+,True,,,21.61,20.27,20.546,19.77,19.16
3295o_nov2005,A++,True,,,21.719,20.254,20.597,19.519,19.269
3296_nov2005,A++,True,,,21.694,20.228,20.586,18.754,19.184
3296o_nov2005,A++,True,,,21.649,20.203,20.542,19.709,19.099
3297_dec2005,A+,True,,,21.65,20.08,20.46,19.99,19.23
3297o_dec2005,A,True,,,21.59,19.98,20.44,20.24,19.04
3298_dec2005,A+,True,,,21.69,20.12,20.48,19.74,19.17
3298o_dec2005,A,True,,,21.62,20.07,20.47,19.74,19.06
3299_dec2005,A+,True,,,21.65,20.07,20.48,19.99,19.02
3299o_dec2005,A+,True,,,21.66,20.06,20.49,18.99,18.98
3300_dec2005,A+,True,,,21.61,20.04,20.51,20.74,19.46
3300o_dec2005,A,True,,,21.59,20.07,20.48,20.99,19.45
3301_dec2005,A+,True,,,21.62,20.04,20.52,19.99,19.26
3301o_dec2005,A,True,,,21.6,20.07,20.52,20.24,19.3
3302_nov2005,A++,True,,,21.691,20.19,20.604,20.001,19.571
3302o_nov2005,A++,True,,,21.694,20.246,20.628,19.774,19.594
3303_nov2005,A++,True,,,21.657,20.177,20.575,20.287,19.587
3303o_nov2005,A++,True,,,21.618,20.169,20.569,19.998,19.568
3304_dec2005,A+,True,,,21.653,20.04,20.459,20.733,19.353
3304o_dec2005,A,True,,,21.593,20.049,20.402,20.483,19.333
3305_nov2005,A++,True,,,21.611,20.102,20.534,20.271,19.271
3305o_nov2005,A++,True,,,21.598,20.169,20.549,20.518,19.288
3306_nov2005,A+,True,,,21.575,20.058,20.518,20.995,19.135
3306o_nov2005,A+,True,,,21.561,19.965,20.447,20.471,19.251
3307_dec2005,A+,True,,,21.615,20.03,20.446,20.495,19.355
3307o_dec2005,A,True,,,21.551,20.26,20.446,19.991,19.251
3308_nov2005,A+,True,,,21.528,20.097,20.415,19.468,18.978
3308o_nov2005,A+,True,,,21.481,20.083,20.416,19.701,18.991
3309_nov2005,A+,True,,,21.549,20.087,20.425,19.709,19.029
3309o_nov2005,A+,True,,,21.589,20.132,20.54,19.269,19.079
3310_nov2005,A++,True,,,21.615,20.177,20.532,19.535,19.055
3310o_nov2005,A++,True,,,21.649,20.223,20.562,19.829,19.229
3311_dec2005,A,True,,,21.639,20.288,20.141,20.729,19.489
3311o_dec2005,A,True,,,21.592,20.262,20.265,20.732,19.372
3312_dec2005,A,True,,,21.718,20.27,20.527,20.238,19.118
3312o_dec2005,A,True,,,21.569,20.155,20.551,20.479,18.989
3313_dec2005,A,True,,,21.76,20.262,20.491,19.23,19.05
3313o_dec2005,A,True,,,21.593,20.263,20.582,20.233,18.903
3314_dec2005,A,True,,,21.61,20.166,20.512,20.5,19.29
3314o_dec2005,A,True,,,21.597,20.249,20.494,20.737,19.277
3315_dec2005,A,True,,,21.712,20.223,20.546,20.752,19.412
3315o_dec2005,B,True,seeing>2,Seeing,21.646,20.149,20.45,20.756,19.356
3316_nov2005,A+,True,,,21.653,20.151,20.629,20.813,19.373
3316o_nov2005,A++,True,,,21.551,20.034,20.562,20.771,19.231
3317_dec2005,A,True,,,21.597,20.294,20.448,19.997,19.207
3317o_dec2005,A,True,,,21.689,20.235,20.548,19.989,19.139
3318_nov2005,A++,True,,,21.569,19.925,20.456,19.979,19.309
3318o_nov2005,A+,True,,,21.578,20.006,20.435,20.728,19.288
3319_dec2005,B,True,seeing>2,Seeing,21.43,20.15,20.317,19.75,19.09
3319o_dec2005,A,True,,,21.629,20.171,20.404,20.219,19.109
3320_nov2005,A++,True,,,21.596,20.079,20.477,19.516,19.306
3320o_nov2005,A++,True,,,21.587,20.147,20.488,20.257,19.427
3321_nov2005,A++,True,,,21.608,20.014,20.509,20.018,19.298
3321o_nov2005,A++,True,,,21.638,20.03,20.517,19.778,19.338
3322_nov2005,A++,True,,,21.618,20.132,20.502,20.268,19.198
3322o_nov2005,A+,True,,,21.59,20.106,20.474,19.3,19.16
3323_dec2008,A,True,,,20.971,19.789,19.911,19.691,18.561
3323o_dec2008,A,True,,,20.91,19.77,19.834,19.71,18.47
3324_dec2005,A,True,,,21.68,20.269,20.397,20.48,19.31
3324o_dec2005,B,True,seeing>2,Seeing,21.637,20.01,20.327,20.227,18.967
3325_dec2008,A,True,,,20.841,19.882,19.811,19.901,18.661
3325o_dec2008,A,True,,,20.863,19.714,19.913,19.703,18.503
3326_dec2005,A,True,,,21.452,20.097,20.318,20.232,19.182
3326o_dec2005,A,True,,,21.595,20.202,20.298,20.235,19.375
3327_dec2005,A,True,,,21.608,20.294,20.415,19.748,19.048
3327o_dec2005,A,True,,,21.674,20.201,20.402,19.734,18.944
3328_dec2005,A,True,,,21.665,20.062,20.21,19.745,18.915
3328o_dec2005,A,True,,,21.543,20.266,20.407,19.743,19.163
3329_oct2006,D,False,Background gradient & n_stars<1000 & Noise,Background / Clouds / Inconsistent photometry,21.129,20.622,20.024,19.239,18.739
3329o_oct2006,D,False,Background gradient & n_stars<1000 & Noise,Background / Clouds / Inconsistent photometry,21.357,19.464,20.859,21.017,20.197
3330_dec2005,A,True,,,21.68,20.271,20.457,20.46,19.36
3330o_dec2005,A,True,,,21.638,20.16,20.443,20.228,19.118
3331_dec2008,A,True,,,21.033,19.796,19.877,20.123,18.953
3331_oct2006,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & Noise,Clouds / Inconsistent photometry,18.1937,16.7935,17.1937,17.4937,16.5037
3331o_dec2008,D,False,Background gradient & n_stars<1000 & Noise,Background / Clouds / Inconsistent photometry,20.597,20.565,19.714,18.137,18.107
3332_dec2005,A,True,,,21.574,20.037,20.397,20.244,18.994
3332o_dec2005,A,True,,,21.566,20.112,20.357,20.216,18.916
3333_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.846,20.019,19.886,19.696,18.746
3333o_oct2006,D,False,Background gradient & i5sig<19 & Noise,Background / Clouds / Inconsistent photometry,20.62,18.84,20.141,20.59,19.29
3334_oct2006,D,False,i5sig<19 & Noise,Clouds / Inconsistent photometry,20.08,18.823,19.048,18.56,17.86
3334o_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.638,19.075,19.812,20.298,19.108
3335_oct2006,D,False,Background gradient,Background,21.649,19.18,19.45,21.619,20.639
3335o_oct2006,D,False,Background gradient & i5sig<19,Background / Clouds,20.58,18.836,19.213,19.53,19.16
3336_dec2005,A,True,,,21.598,20.205,20.364,20.238,19.108
3336o_dec2005,A,True,,,21.627,20.157,20.383,19.987,18.927
3337_oct2006,D,False,Background gradient & i5sig<19,Background / Clouds,20.063,18.935,19.072,18.983,18.143
3337o_oct2006,D,False,Background gradient & i5sig<19 & rmode<18,Background / Clouds,20.107,18.886,19.119,17.897,17.877
3338_oct2006,D,False,Background gradient & i5sig<19,Background / Clouds,20.184,18.892,19.269,18.534,18.494
3338o_oct2006,D,False,Background gradient & i5sig<19,Background / Clouds,20.136,18.98,19.172,18.866,18.056
3339_oct2006,D,False,Background gradient & i5sig<19 & rmode<18,Background / Clouds,20.1,18.903,19.298,17.91,18.2
3339o_oct2006,D,False,Background gradient & i5sig<19 & rmode<18,Background / Clouds,20.112,18.921,19.144,17.822,18.012
3340_dec2005,A,True,,,21.572,20.157,20.225,20.732,19.202
3340o_dec2005,A,True,,,21.485,20.087,20.228,20.235,19.065
3341_dec2005,B,True,seeing>2,Seeing,21.579,20.078,20.253,19.989,18.969
3341o_dec2005,A,True,,,21.584,20.14,20.293,19.244,18.954
3342_dec2005,B,True,seeing>2,Seeing,21.5119,20.0888,20.3519,20.2719,18.8419
3342_oct2009,A+,True,,,20.797,19.746,19.94,19.747,18.687
3342o_dec2005,B,True,seeing>2,Seeing,21.3504,20.0417,20.2904,19.7704,18.7104
3342o_oct2009,A,True,,,20.693,19.533,19.921,19.753,18.493
3343_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.252,19.462,19.204,18.752,17.952
3343o_oct2006,D,False,Background gradient & n_stars<1000 & Noise,Background / Clouds / Inconsistent photometry,21.52,20.168,20.487,20.47,20.02
3344_dec2005,A,True,,,21.533,20.178,20.337,20.723,19.133
3344o_dec2005,B,True,seeing>2,Seeing,21.559,20.134,20.206,19.469,18.999
3345_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.626,19.569,19.894,20.056,18.796
3345o_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.8,19.133,19.254,20.62,19.45
3346_dec2005,C,True,Noise,Inconsistent photometry,21.585,20.186,20.333,19.975,19.055
3346o_dec2005,C,True,seeing>2 & Noise,Inconsistent photometry / Seeing,21.423,20.124,20.261,19.983,18.883
3347_oct2006,D,False,Background gradient,Background,20.179,19.011,19.197,18.839,18.399
3347o_oct2006,A+,True,,,20.21,19.001,19.275,18.47,18.26
3348_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.213,19.051,19.277,18.683,18.163
3348o_oct2006,D,False,Background gradient & i5sig<19 & Noise,Background / Clouds / Inconsistent photometry,20.227,18.905,19.269,18.537,18.237
3349_dec2005,C,True,seeing>2 & Noise,Inconsistent photometry / Seeing,21.383,20.011,20.095,19.493,18.893
3349_nov2008,A,True,,,21.58,20.12,20.29,20.0,19.27
3349o_dec2005,C,True,seeing>2 & Noise,Inconsistent photometry / Seeing,21.311,19.911,20.219,19.751,18.791
3350_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.232,19.061,19.284,18.502,17.892
3350o_oct2006,D,False,Background gradient & Noise,Background / Inconsistent photometry,20.268,19.088,19.19,19.088,18.408
3351_oct2006,A++,True,,,20.766,19.714,19.799,18.986,18.666
3351o_oct2006,A++,True,,,20.768,19.723,19.799,18.488,18.608
3352_oct2006,A++,True,,,20.713,19.702,19.814,19.213,18.583
3352o_oct2006,A++,True,,,20.772,19.733,19.831,18.732,18.652
3353_oct2006,A++,True,,,20.77,19.744,19.867,19.25,18.57
3353o_oct2006,A++,True,,,20.781,19.714,19.852,19.001,18.531
3354_oct2009,A+,True,,,20.813,19.78,19.985,20.233,18.813
3354o_oct2009,A+,True,,,20.798,19.781,20.022,20.238,18.818
3355_dec2005,B,True,seeing>2,Seeing,21.4616,19.7127,20.0216,19.9816,18.8316
3355_oct2009,A+,True,,,20.759,19.81,19.954,20.469,18.949
3355o_dec2005,B,True,seeing>2,Seeing,21.3621,19.8869,20.1321,19.9821,19.0421
3355o_oct2009,A+,True,,,20.794,19.724,19.972,20.244,18.974
3356_oct2009,A+,True,,,20.734,19.731,19.949,19.744,18.674
3356o_oct2009,A,True,,,20.738,19.776,19.905,19.998,18.738
3357_oct2009,A,True,,,20.764,19.723,20.025,20.004,18.814
3357o_oct2009,A,True,,,20.728,19.743,19.791,20.018,18.768
3358_oct2006,A+,True,,,20.768,19.721,19.856,18.988,18.908
3358o_oct2006,A+,True,,,20.809,19.751,19.855,19.239,19.079
3359_oct2009,A+,True,,,20.826,19.877,19.997,20.476,18.866
3359o_oct2009,A++,True,,,20.822,19.804,20.041,19.482,18.802
3360_oct2006,A++,True,,,20.757,19.764,19.837,19.457,18.937
3360o_oct2006,A++,True,,,20.796,19.761,19.845,19.476,18.936
3361_oct2006,A++,True,,,20.847,19.785,19.844,19.247,18.877
3361o_oct2006,A++,True,,,20.817,19.781,19.872,19.247,18.857
3362_oct2009,A++,True,,,20.813,19.929,20.061,19.983,18.793
3362o_dec2005,C,True,seeing>2 & Noise,Inconsistent photometry / Seeing,21.1947,19.9223,20.1347,20.0047,18.6547
3362o_oct2009,A++,True,,,20.864,19.893,20.07,19.484,18.844
3363_oct2006,A++,True,,,20.862,19.823,19.871,19.502,18.782
3363o_oct2006,A++,True,,,20.882,19.844,19.899,18.752,18.752
3364_oct2006,A++,True,,,20.847,19.811,19.89,18.977,18.667
3364o_oct2006,A++,True,,,20.836,19.804,19.88,18.726,18.606
3365_oct2006,A++,True,,,20.865,19.834,19.887,18.235,18.525
3365o_oct2006,A++,True,,,20.856,19.81,19.874,18.236,18.556
3366_nov2003,A+,True,,,20.092,19.739,19.786,19.042,18.382
3366o_nov2003,D,False,ellipt>0.3,Ellipticity,20.063,19.788,19.759,19.293,18.363
3366o_nov2012,B,True,seeing>2,Seeing,21.2206,20.0739,20.0606,19.7606,18.7406
3367_oct2006,A++,True,,,20.874,19.809,19.925,18.494,18.654
3367o_oct2006,A++,True,,,20.876,19.806,19.907,18.996,18.666
3368_dec2005,D,False,seeing>2 & Noise,Inconsistent photometry / Seeing,21.3455,19.9173,20.1155,19.9455,18.8855
3368_dec2006,D,False,Noise,Inconsistent photometry,21.634,20.186,20.414,19.984,19.384
3368o_dec2006,D,False,Noise,Inconsistent photometry,21.553,20.181,20.42,20.003,19.383
3369_dec2006,A+,True,,,21.67,20.104,20.488,20.5,19.23
3369o_dec2006,A+,True,,,21.654,20.191,20.443,20.504,19.374
3370_dec2006,C,True,Noise,Inconsistent photometry,21.603,20.244,20.318,20.243,19.383
3370o_dec2006,C,True,Noise,Inconsistent photometry,21.686,20.228,20.417,19.996,19.566
3371_dec2006,A,True,,,21.74,20.321,20.566,20.25,19.42
3371o_dec2006,A,True,,,21.683,20.264,20.567,19.753,19.363
3372_dec2006,A,True,,,21.318,20.031,20.343,20.798,19.298
3372o_dec2006,A+,True,,,21.625,20.0,20.437,20.785,19.475
3373_dec2006,A+,True,,,21.752,20.301,20.634,19.502,19.452
3373o_dec2006,A++,True,,,21.799,20.31,20.663,19.499,19.479
3374_dec2006,A,True,,,21.595,20.021,20.36,20.785,19.275
3374o_dec2006,A,True,,,21.624,20.035,20.426,20.784,19.294
3375_dec2006,A,True,,,21.595,20.088,20.406,19.775,19.525
3375o_dec2006,A,True,,,21.453,20.086,20.429,20.793,19.513
3376_dec2006,A++,True,,,21.772,20.305,20.619,19.482,19.312
3376o_dec2006,A++,True,,,21.763,20.321,20.66,20.233,19.363
3377_dec2006,A,True,,,21.632,20.051,20.357,20.302,19.132
3377o_dec2006,A,True,,,21.403,20.135,20.276,20.813,19.123
3378_dec2006,B,True,seeing>2,Seeing,21.42,20.122,20.346,19.54,18.97
3378o_dec2006,A,True,,,21.566,20.156,20.369,20.536,19.186
3379_dec2006,A++,True,,,21.762,20.311,20.587,19.482,19.352
3379o_dec2006,A++,True,,,21.753,20.304,20.597,19.483,19.313
3380_dec2006,A,True,,,21.517,20.038,20.37,20.287,18.877
3380o_dec2006,B,True,seeing>2,Seeing,21.319,20.001,20.337,20.289,18.689
3381_dec2006,B,True,seeing>2,Seeing,21.311,20.003,20.344,20.031,18.751
3381o_dec2006,A,True,,,21.534,20.097,20.455,20.044,18.964
3382_dec2006,A,True,,,21.618,20.152,20.327,20.528,19.038
3382o_dec2006,B,True,seeing>2,Seeing,21.68,20.328,20.304,19.62,19.33
3383_dec2006,A++,True,,,21.767,20.344,20.618,19.477,19.307
3383o_dec2006,A++,True,,,21.789,20.381,20.632,19.479,19.299
3384_dec2006,A++,True,,,21.795,20.334,20.546,20.485,19.695
3384o_dec2006,A++,True,,,21.788,20.179,20.539,20.488,19.628
3385_dec2006,A++,True,,,21.825,20.398,20.653,19.485,19.365
3385o_dec2006,A++,True,,,21.828,20.39,20.673,19.488,19.408
3386_nov2012,A,True,,,21.3471,20.2078,20.1771,20.7671,19.1071
3386o_dec2006,A+,True,,,21.7359,20.1506,20.5559,20.7559,19.5559
3386o_nov2012,B,True,seeing>2,Seeing,21.273,20.2966,20.013,20.503,19.073
3387_dec2006,A,True,,,21.686,20.119,20.594,20.526,19.226
3387o_dec2006,A,True,,,21.747,20.235,20.523,21.277,19.437
3388_dec2006,A,True,,,21.54,20.08,20.23,20.25,19.31
3388o_dec2006,A,True,,,21.63,20.15,20.53,20.5,19.45
3389_nov2012,D,False,seeing>2.5,Seeing,21.2121,20.095,20.0621,20.2821,18.8021
3389o_dec2006,A++,True,,,21.8885,20.368,20.7285,20.7985,19.4985
3389o_nov2012,B,True,seeing>2,Seeing,21.366,20.3156,20.126,20.026,18.986
3390_dec2006,A,True,,,21.396,19.973,20.566,19.796,19.086
3390o_dec2006,A+,True,,,21.687,20.249,20.47,20.287,19.627
3391_dec2006,A,True,,,21.5886,19.87,20.4586,20.0186,18.7586
3391_nov2012,B,True,seeing>2,Seeing,21.1983,20.2932,19.9583,20.2683,18.8283
3391o_nov2012,B,True,seeing>2,Seeing,21.3751,20.3225,20.0951,20.0151,18.9451
3392_dec2006,A++,True,,,21.8868,20.3588,20.7368,19.5468,19.3668
3392_nov2012,A,True,,,21.4181,20.352,20.2281,19.7681,18.9281
3392o_nov2012,A,True,,,21.3681,20.3438,20.2681,19.2681,18.9181
3393_dec2006,B,True,seeing>2,Seeing,21.152,20.004,20.374,19.002,18.622
3393o_dec2006,A,True,,,21.545,20.028,20.296,20.245,18.755
3394_nov2003,A++,True,,,20.111,19.722,19.839,18.281,18.471
3394o_nov2003,A++,True,,,20.101,19.677,19.796,18.531,18.421
3395_dec2006,A,True,,,21.54,19.9,20.47,20.25,18.77
3395o_dec2006,A,True,,,21.34,19.99,20.39,19.25,18.81
3396_dec2006,B,True,seeing>2,Seeing,21.22,19.942,20.401,20.03,18.75
3396o_dec2006,A,True,,,21.55,20.076,20.326,20.02,19.1
3397_dec2006,A++,True,,,21.792,20.369,20.678,20.222,19.482
3397o_dec2006,A++,True,,,21.811,20.372,20.642,19.971,19.491
3398_dec2006,A++,True,,,21.815,20.302,20.651,20.255,19.395
3398o_dec2006,A++,True,,,21.808,20.271,20.625,20.258,19.338
3399_nov2012,B,True,seeing>2,Seeing,21.3206,20.3517,20.0306,20.4806,19.2606
3399o_dec2006,A++,True,,,21.7366,20.2825,20.4466,21.2066,19.5466
3399o_nov2012,A,True,,,21.3555,20.3419,20.0955,21.2055,19.3555
3400_dec2006,A,True,,,21.169,19.864,20.409,19.019,18.849
3400o_dec2006,A,True,,,21.523,20.012,20.272,21.013,19.333
3401_dec2006,A,True,,,21.608,19.805,20.44,19.488,18.768
3401o_dec2006,A,True,,,21.22,19.901,19.843,20.26,18.82
3402_dec2006,A,True,,,21.007,20.06,20.109,19.037,18.777
3402o_dec2006,B,True,seeing>2,Seeing,21.082,20.15,20.09,19.012,18.762
3403_dec2006,B,True,seeing>2,Seeing,21.459,19.577,20.077,19.769,18.599
3403o_dec2006,B,True,seeing>2,Seeing,21.056,19.701,20.181,19.786,18.726
3404_dec2006,A++,True,,,21.761,20.307,20.658,19.001,19.281
3404o_dec2006,A++,True,,,21.822,20.331,20.708,19.002,19.242
3405_dec2006,B,True,seeing>2,Seeing,21.0926,20.0617,20.2026,19.5126,18.7226
3405_nov2012,A,True,,,21.348,20.2969,20.118,20.018,18.918
3405o_nov2012,A,True,,,21.368,20.2625,20.178,19.758,18.958
3406_dec2006,A,True,,,21.31,19.81,20.15,19.75,18.71
3406o_dec2006,A,True,,,21.41,20.03,20.23,20.0,19.0
3407_nov2003,A++,True,,,20.066,19.67,19.757,19.026,18.526
3407o_nov2003,A+,True,,,20.064,19.638,19.727,20.024,18.534
3408_dec2006,B,True,seeing>2,Seeing,21.074,19.76,20.051,19.494,18.384
3408o_dec2006,A,True,,,21.311,19.827,20.11,19.991,18.551
3409_nov2003,A++,True,,,20.079,19.655,19.76,19.039,18.439
3409o_nov2003,A++,True,,,20.068,19.683,19.759,19.038,18.398
3410_dec2006,B,True,seeing>2,Seeing,21.144,20.029,20.018,20.264,18.764
3410o_dec2006,A,True,,,21.405,20.04,20.301,20.265,18.995
3411_dec2006,A,True,,,21.817,20.2744,20.687,20.257,19.2071
3411_nov2012,A,True,,,21.4722,20.4366,20.2822,19.5222,18.9822
3411o_nov2012,A,True,,,21.5856,20.4256,20.3456,20.0056,19.0856
3412_dec2006,A++,True,,,21.832,20.351,20.674,20.002,19.392
3412o_dec2006,A++,True,,,21.828,20.327,20.676,18.758,19.348
3413_dec2006,A++,True,whitelisted (Bright star),Whitelisted (Bright star),21.648,20.058,20.473,19.258,19.218
3413o_dec2006,A++,True,whitelisted (Bright star),Whitelisted (Bright star),21.497,20.11,20.361,19.507,19.137
3414_dec2006,A++,True,,,21.82,20.32,20.62,19.75,19.51
3414o_dec2006,A++,True,,,21.8,20.32,20.65,19.75,19.37
3415_dec2006,A,True,,,21.47,20.06,20.38,19.75,19.08
3415o_dec2006,A+,True,,,21.53,20.12,20.35,19.75,19.25
3416_dec2006,A+,True,,,21.55,20.15,20.4,21.0,19.46
3416o_dec2006,A+,True,,,21.51,20.16,20.41,21.0,19.47
3417_dec2006,A,True,,,21.547,19.958,20.367,20.247,19.117
3417o_dec2006,A,True,,,21.539,20.149,20.354,21.259,19.529
3418_dec2006,A++,True,,,21.83,20.34,20.7,19.5,19.3
3418o_dec2006,A++,True,,,21.85,20.35,20.69,19.5,19.31
3419_dec2006,A+,True,,,21.5,20.14,20.43,21.0,19.42
3419o_dec2006,A,True,,,21.51,20.04,20.39,19.75,19.27
3420_dec2006,C,True,Noise,Inconsistent photometry,21.54,20.17,20.41,21.0,19.42
3420o_dec2006,C,True,Noise,Inconsistent photometry,21.52,20.15,20.44,20.75,19.3
3421_nov2003,A++,True,,,20.03,19.7,19.75,20.02,18.72
3421o_nov2003,D,False,r5sig<20,Clouds,19.98,19.6,19.73,19.77,18.58
3422_dec2006,A,True,,,21.52,20.15,20.37,20.75,19.16
3422o_dec2006,A,True,,,21.49,20.15,20.34,20.75,19.2
3423_dec2006,A++,True,,,21.83,20.34,20.71,18.75,19.27
3423o_dec2006,A++,True,,,21.83,20.33,20.7,19.5,19.24
3424_dec2006,A+,True,,,21.47,20.09,20.4,19.25,19.08
3424o_dec2006,A+,True,,,21.49,20.12,20.38,20.25,19.13
3425_nov2003,D,False,r5sig<20,Clouds,19.89,19.58,19.64,19.27,18.14
3425o_nov2003,D,False,r5sig<20,Clouds,19.99,19.65,19.62,19.27,18.31
3426_dec2006,A++,True,,,21.816,20.343,20.661,19.996,19.316
3426o_dec2006,A++,True,,,21.808,20.308,20.661,19.998,19.378
3427_dec2006,A++,True,,,21.717,20.138,20.601,19.497,19.267
3427o_dec2006,A++,True,,,21.746,20.276,20.601,19.496,19.296
3428_dec2006,A++,True,,,21.61,20.05,20.33,20.25,19.31
3428o_dec2006,A++,True,,,21.66,20.2,20.39,19.5,19.48
3429_dec2006,A,True,,,21.543,20.08,20.384,21.023,19.433
3429o_dec2006,A,True,,,21.51,20.197,20.383,20.77,19.42
3430_dec2006,A,True,,,21.47,20.09,20.39,21.0,19.38
3430o_dec2006,A,True,,,21.38,20.07,20.35,20.0,19.17
3431_dec2006,B,True,seeing>2,Seeing,21.318,20.102,20.074,20.528,19.148
3431o_dec2006,A,True,,,21.42,19.993,20.164,20.53,18.98
3432_dec2006,A,True,,,21.252,20.049,20.198,20.282,19.152
3432o_dec2006,A,True,,,21.337,19.979,20.262,20.257,19.327
3433_dec2006,B,True,seeing>2,Seeing,20.9002,19.7823,20.0102,19.9602,18.5502
3433_nov2012,A,True,,,21.5566,20.4779,20.2866,20.0166,19.1466
3433o_nov2012,A,True,,,21.5604,20.5563,20.3004,19.7604,19.2204
3434_nov2003,D,False,r5sig<20,Clouds,19.879,19.581,19.631,19.509,18.359
3434o_nov2003,D,False,r5sig<20,Clouds,19.994,19.548,19.714,19.754,18.564
3435_dec2006,A,True,,,21.47,20.16,20.61,19.25,18.98
3435o_dec2006,A+,True,,,21.7,20.17,20.51,19.5,19.21
3436_dec2006,B,True,seeing>2,Seeing,20.905,19.811,19.88,19.505,18.495
