id,qflag,is_ok,problems,problems_simple,r5sig_judged,i5sig_judged,h5sig_judged,rmode_judged,rmedian_judged
0001_aug2003,A++,True,,,20.47,20.05,20.13,20.25,18.87
0001_jul2007,A++,True,,,21.01,19.93,19.99,19.24,19.32
0001_oct2006,B,True,seeing>2,Seeing,20.73,19.58,19.62,20.0,18.58
0001o_aug2003,A++,True,,,20.48,19.98,20.16,19.25,18.83
0001o_jul2007,A++,True,,,21.015,19.955,20.004,20.745,19.355
0001o_oct2006,A,True,,,20.86,19.65,19.69,20.25,18.72
0002_aug2003,A++,True,,,20.4042,19.8994,20.0842,19.2042,18.8242
0002_jul2007,A++,True,,,21.079,19.96,20.04,20.799,19.459
0002_oct2006,B,True,seeing>2,Seeing,20.8911,19.2015,19.8911,19.2511,18.3611
0002o_aug2003,A++,True,,,20.4478,19.8949,20.1178,20.2478,18.9978
0002o_jul2007,A++,True,,,21.096,19.976,20.051,20.806,19.406
0002o_oct2006,A,True,,,20.9233,19.4804,19.7433,19.5033,18.7133
0003_aug2003,A++,True,,,20.2535,19.8065,19.9135,20.2035,19.2235
0003_jul2007,A++,True,,,20.8741,19.8097,19.7841,20.4041,19.9241
0003_oct2006,B,True,seeing>2,Seeing,20.7098,19.1935,19.6598,19.6698,18.9998
0003o_aug2003,A++,True,,,20.2377,19.6119,19.8078,20.4377,19.1978
0003o_jul2007,A++,True,,,20.8945,19.7943,19.7645,21.1645,19.7845
0003o_oct2006,A,True,,,20.7616,19.5741,19.5216,20.1816,19.1616
0003o_oct2009,A++,True,,,20.943,19.807,20.021,20.743,19.633
0004_aug2003,A,True,,,20.15,19.58,19.83,19.25,18.61
0004_aug2004b,A++,True,,,21.091,19.871,20.077,19.271,19.361
0004o_aug2004b,A++,True,,,21.111,19.862,20.067,20.021,19.391
0005_nov2003b,A+,True,,,21.182,20.528,20.882,19.742,19.502
0005_oct2012,A++,True,,,21.4988,20.6664,20.4388,19.7588,19.5788
0005o_nov2003b,A+,True,,,21.418,20.674,21.013,19.508,19.788
0005o_oct2012,A++,True,,,21.5011,20.6664,20.4411,19.5111,19.6311
0006_nov2003b,A++,True,,,21.408,20.73,20.958,20.518,19.758
0006o_nov2003b,A++,True,,,21.299,20.481,20.89,20.139,19.659
0007_nov2003b,A++,True,,,21.2,20.525,20.828,19.48,19.47
0007o_nov2003b,A++,True,,,21.205,20.495,20.802,19.875,19.545
0008_nov2003b,A,True,,,21.719,20.992,21.071,21.699,20.499
0008_sep2010,A++,True,,,20.9454,19.7601,19.9354,19.9954,19.2654
0008o_nov2003b,A,True,,,21.831,21.262,21.4,21.641,20.421
0008o_oct2012,A+,True,,,21.3985,20.5806,20.3585,19.9685,19.5485
0008o_sep2010,A++,True,,,20.9448,19.7562,19.9248,19.7448,19.2448
0009_aug2010,A+,True,,,20.98,19.67,19.93,20.5,19.12
0009_nov2003b,D,False,Noise,Inconsistent photometry,21.958,21.347,21.603,22.238,20.718
0009_oct2009,A++,True,,,20.97,19.82,20.18,19.75,19.17
0009o_aug2010,A+,True,,,20.97,19.67,19.94,20.25,19.11
0009o_nov2003b,D,False,Noise,Inconsistent photometry,22.147,21.871,21.591,21.247,20.557
0009o_oct2009,A++,True,,,20.97,19.85,20.17,19.75,19.15
0010_aug2009,A,True,,,20.6834,19.5443,19.6034,20.2434,18.9034
0010_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & Noise,Clouds / Inconsistent photometry,17.3084,16.6096,16.8884,16.7584,16.3584
0010_nov2008,A,True,,,21.43,19.84,20.41,20.26,19.18
0010o_aug2009,B,True,seeing>2,Seeing,20.4009,19.297,19.4809,19.4709,18.4709
0010o_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & Noise,Clouds / Inconsistent photometry,17.749,16.1489,17.379,16.949,16.319
0010o_nov2008,A,True,,,21.49,20.04,20.28,20.76,19.45
0011_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & Noise,Clouds / Inconsistent photometry,17.7481,17.0215,17.4181,17.2681,16.7081
0011_nov2008,A,True,,,21.63,19.98,20.61,20.01,19.08
0011o_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & Noise,Clouds / Inconsistent photometry,17.5484,16.9734,17.1384,17.5284,16.4084
0011o_nov2008,A,True,,,21.65,20.07,20.41,20.01,19.31
0012_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000,Clouds,16.4765,16.1628,16.1365,15.8165,15.6665
0012_nov2008,A,True,,,21.61,19.98,20.41,21.01,20.07
0012o_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000,Clouds,16.554,15.8333,16.174,16.884,15.784
0012o_nov2008,A+,True,,,21.59,20.12,20.53,21.01,20.23
0013_nov2003b,D,False,Noise,Inconsistent photometry,20.13,19.45,19.76,20.0,18.97
0013_nov2008,A+,True,,,21.6,20.11,20.45,20.26,19.24
0013o_nov2003b,D,False,Noise,Inconsistent photometry,20.09,19.51,19.7,19.75,18.91
0013o_nov2008,A+,True,,,21.67,20.16,20.55,20.26,19.54
0014_aug2010,A++,True,,,21.3689,19.9783,20.3089,21.0089,19.5289
0014_nov2003b,D,False,Noise,Inconsistent photometry,22.996,22.526,19.75,22.626,21.826
0014_oct2012,A++,True,,,21.5526,20.6554,20.5226,20.0326,19.8126
0014o_nov2003b,D,False,Noise,Inconsistent photometry,22.337,21.634,19.057,22.157,21.187
0014o_oct2012,A,True,,,21.4984,20.6647,20.4684,19.7384,19.7084
0015_aug2009,A,True,,,20.718,19.588,19.61,20.278,19.148
0015_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000,Clouds,17.5362,17.714,17.2762,17.1962,16.7862
0015o_aug2009,B,True,seeing>2,Seeing,20.731,19.606,19.52,20.281,19.201
0015o_nov2003b,D,False,r5sig<20 & i5sig<19 & h5sig<19 & n_stars<1000,Clouds,18.7808,18.2442,18.4308,18.8308,17.8508
0015o_nov2008,A+,True,,,21.561,20.0151,20.421,21.231,20.091
0016_nov2003b,A+,True,,,21.385,20.864,21.191,21.345,19.915
0016_oct2012,A++,True,,,21.4,20.54,20.35,20.0,19.47
0016o_nov2003b,A+,True,,,21.323,20.614,21.066,20.953,20.033
0016o_oct2012,A++,True,,,21.444,20.5687,20.354,20.024,19.504
0017_jul2012,A++,True,,,21.5002,20.4816,20.3902,19.7402,19.5302
0017_nov2003b,A++,True,,,21.273,20.54,20.888,20.103,19.963
0017o_jul2012,A++,True,,,21.5217,20.4832,20.4317,20.4917,19.5617
0017o_nov2003b,A++,True,,,21.03,20.291,20.747,20.0,19.5
0018_jul2012,A,True,,,20.316,19.824,19.446,19.676,18.566
0018_nov2003b,A++,True,,,20.814,20.239,20.452,20.644,19.244
0018_oct2009,A++,True,,,21.055,19.9108,20.265,20.325,19.235
0018o_jul2012,A,True,,,20.5494,19.8793,19.5794,20.2594,18.8394
0018o_nov2003b,A++,True,,,21.031,20.332,20.495,20.861,19.621
0018o_oct2009,A++,True,,,20.95,19.86,20.16,20.0,19.1
0019_nov2003b,A++,True,,,20.915,20.314,20.543,20.915,19.385
0019_nov2012,A+,True,,,21.5892,20.6568,20.4892,20.2292,19.6492
0019o_nov2003b,A++,True,,,20.932,20.275,20.592,19.922,19.362
0020_nov2003b,A++,True,,,20.837,20.266,20.413,20.727,19.817
0020o_nov2003b,A++,True,,,20.739,20.304,20.304,20.349,19.659
0021_nov2003b,D,False,Clouds,Clouds,20.1557,19.5585,19.8757,19.6057,18.8257
0021_oct2009,A++,True,,,20.981,19.87,20.19,19.741,19.311
0021o_nov2003b,D,False,Clouds & r5sig<20,Clouds,19.8236,19.5208,19.6336,19.6736,18.5636
0021o_oct2009,A++,True,,,20.984,19.838,20.192,19.494,19.304
0022_jul2012,A+,True,,,21.5964,20.4503,20.4264,21.4964,20.2064
0022_nov2003b,A++,True,,,20.969,20.302,20.647,21.119,19.789
0022o_jul2012,A+,True,,,21.6731,20.5392,20.4431,21.7431,20.3231
0022o_nov2003b,A++,True,,,21.218,20.543,20.714,20.768,19.868
0023_nov2003b,A++,True,,,21.021,20.494,20.715,19.981,19.201
0023o_nov2003b,A++,True,,,21.101,20.367,20.679,19.231,19.321
0024_nov2003b,B,True,seeing>2,Seeing,20.5593,20.1666,20.1793,19.7393,18.6093
0024_nov2006c,D,False,Noise,Inconsistent photometry,21.217,19.516,20.106,19.627,19.097
0024_oct2005b,A,True,,,21.4534,19.8698,20.4234,20.2234,19.1234
0024o_nov2003b,A,True,,,20.8434,20.1508,20.3134,20.5034,18.9334
0024o_nov2006c,D,False,Noise,Inconsistent photometry,22.201,20.082,20.657,21.971,20.651
0024o_oct2005b,A,True,,,21.4022,20.0545,20.4422,20.4722,19.2922
0025_aug2009,A,True,,,20.65,19.65,19.47,20.25,19.19
0025_nov2003b,D,False,seeing>2.5,Seeing,20.12,20.1,19.28,19.0,18.5
0025_nov2008,A,True,,,21.42,20.01,19.89,21.01,19.87
0025_oct2005b,A,True,,,21.38,19.96,19.87,20.5,19.71
0025_oct2006b,A++,True,,,21.11,19.89,19.8,21.0,19.98
0025o_aug2009,A,True,,,20.69,19.62,19.46,19.75,19.18
0025o_nov2003b,D,False,seeing>2.5,Seeing,20.2,20.02,19.64,19.25,18.51
0025o_nov2008,A,True,,,21.44,19.95,19.91,20.51,19.8
0025o_oct2005b,A,True,,,21.39,19.95,19.76,20.75,19.67
0025o_oct2006b,A++,True,,,21.12,19.9,19.8,21.0,19.97
0026_nov2003b,D,False,seeing>2.5 & Noise,Inconsistent photometry / Seeing,20.5,19.19,20.36,19.25,18.14
0026_oct2005b,B,True,seeing>2,Seeing,21.26,19.81,20.23,19.75,18.85
0026_oct2006,A++,True,,,21.012,19.89,19.957,19.952,19.422
0026o_nov2003b,D,False,r5sig<20 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.08,19.17,19.87,18.25,17.18
0026o_oct2005b,A,True,,,21.31,19.88,20.29,20.0,18.92
0026o_oct2006,A++,True,,,21.014,19.902,19.959,20.454,19.384
0027_nov2003b,B,True,seeing>2,Seeing,20.6214,19.9299,20.3114,18.9914,18.4214
0027_oct2005b,A,True,,,21.437,20.133,20.328,20.047,19.037
0027_oct2006b,A++,True,,,21.1432,19.9389,20.1632,19.4732,19.1132
0027o_nov2003b,B,True,seeing>2,Seeing,20.835,19.7873,20.405,19.245,18.495
0027o_oct2005b,A+,True,,,21.745,20.17,20.49,20.015,19.335
0028_nov2003b,B,True,seeing>2,Seeing,20.5313,19.7646,19.9113,19.4913,18.4413
0028_oct2005b,A+,True,,,21.69,20.168,20.561,20.49,19.51
0028o_nov2003b,B,True,seeing>2,Seeing,20.4928,19.6895,20.1128,19.7428,18.4428
0028o_oct2005b,A++,True,,,21.706,20.16,20.557,20.496,19.566
0029_nov2003b,D,False,r5sig<20 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.5762,19.4854,19.9062,18.4862,17.4462
0029_oct2005b,A+,True,,,21.687,20.128,20.544,20.027,19.327
0029o_nov2003b,D,False,r5sig<20 & i5sig<19 & rmode<18 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.0603,18.1178,19.4803,17.9103,16.8303
0029o_oct2005b,A+,True,,,21.662,20.143,20.538,20.532,19.372
0030_nov2003b,D,False,r5sig<20 & i5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.0993,18.6237,19.7993,18.4593,17.1793
0030_oct2005b,A+,True,,,21.689,20.181,20.551,20.279,19.499
0030o_nov2003b,D,False,seeing>2.5 & Noise,Inconsistent photometry / Seeing,20.1736,19.0585,19.3836,18.7336,17.7936
0030o_oct2005b,A+,True,,,21.726,20.206,20.584,21.036,19.596
0031_nov2003b,D,False,r5sig<20 & seeing>2.5,Clouds / Seeing,19.5614,19.0167,19.5114,18.9614,17.8614
0031_oct2005b,A+,True,,,21.713,20.202,20.633,21.533,20.163
0031o_nov2003b,D,False,seeing>2.5,Seeing,20.2539,19.6524,19.8339,19.4639,18.5839
0031o_oct2005b,A+,True,,,21.744,20.231,20.631,21.534,20.254
0032_nov2003b,C,True,seeing>2 & Noise,Inconsistent photometry / Seeing,20.33,19.83,19.53,19.5,18.28
0032_oct2005b,A+,True,,,21.687,20.164,20.552,21.017,19.487
0032o_nov2003b,D,False,seeing>2.5 & Noise,Inconsistent photometry / Seeing,20.61,19.42,19.8,19.25,18.18
0032o_oct2005b,A+,True,,,21.72,20.177,20.552,20.02,19.56
0033_nov2003b,D,False,seeing>2.5,Seeing,20.6545,19.7225,19.5845,19.9545,18.5245
0033_oct2005b,A+,True,,,21.712,20.132,20.589,20.292,19.552
0033o_nov2003b,B,True,seeing>2,Seeing,20.1999,20.0679,20.2799,19.4099,18.2099
0033o_oct2005b,A++,True,,,21.725,20.172,20.62,20.045,19.595
0034_nov2003b,A,True,,,20.6268,20.11,20.3768,19.7168,18.7368
0034_oct2006b,A++,True,,,21.191,19.967,20.202,19.551,19.531
0034o_nov2003b,A,True,,,20.9535,20.1346,20.2335,19.9835,19.3135
0034o_oct2006b,A++,True,,,21.215,19.987,20.203,20.045,19.555
0035_nov2003b,D,False,r5sig<20 & i5sig<19 & seeing>2.5 & Noise,Clouds / Inconsistent photometry / Seeing,19.03,18.72,19.31,18.0,17.08
0035_oct2005b,A++,True,,,21.688,20.197,20.586,20.518,19.758
0035o_dec2003,D,False,r5sig<20,Clouds,19.92,19.51,19.5,19.75,18.55
0035o_oct2005b,A+,True,,,21.706,20.188,20.583,21.016,19.696
0036_dec2003,A+,True,,,20.393,20.008,19.859,20.333,18.993
0036_oct2009,D,False,ellipt>0.3,Ellipticity,21.0308,19.8429,20.2308,20.3108,19.2608
0036_oct2012,A++,True,,,21.4559,20.6188,20.4259,20.0059,19.5559
0036o_dec2003,A+,True,,,20.262,19.796,19.965,20.132,18.942
0036o_oct2009,A++,True,,,21.031,19.8631,20.221,19.801,19.251
0036o_oct2012,A+,True,,,21.388,20.5131,20.358,20.228,19.528
0037_dec2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & n_stars<1000,Clouds,18.1692,17.8972,17.9892,18.1592,17.3292
0037_oct2006b,A++,True,,,21.464,20.159,20.326,21.764,20.184
0037o_dec2003,D,False,r5sig<20 & h5sig<19,Clouds,19.3334,19.3299,18.8134,19.2234,18.3534
0037o_oct2006b,A++,True,,,21.459,20.169,20.317,21.269,20.139
0038_dec2003,A++,True,,,20.351,19.918,19.999,20.131,18.731
0038o_dec2003,A++,True,,,20.327,19.842,20.004,19.797,18.697
0039_dec2003,D,False,Clouds,Clouds,20.414,19.968,19.939,20.074,18.864
0039o_dec2003,D,False,Clouds,Clouds,20.401,19.966,20.116,19.561,18.841
0040_dec2003,D,False,Clouds & Noise,Clouds / Inconsistent photometry,20.33,19.94,20.01,20.0,18.69
0040_oct2009,D,False,Background gradient,Background,20.473,19.453,19.696,19.753,18.913
0040o_dec2003,D,False,Clouds & r5sig<20 & i5sig<19 & Noise,Clouds / Inconsistent photometry,19.62,18.97,19.77,19.5,18.12
0040o_oct2009,D,False,Background gradient,Background,20.498,19.458,19.7,19.758,18.958
0041_dec2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18 & n_stars<1000 & Noise,Clouds / Inconsistent photometry,17.7456,17.6154,17.8656,17.3456,16.7656
0041_oct2006b,A++,True,,,21.429,20.104,20.269,21.279,20.079
0041o_dec2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & Noise,Clouds / Inconsistent photometry,18.7051,18.1005,18.2951,18.4251,17.5251
0041o_oct2006b,A++,True,,,21.419,20.146,20.29,21.529,20.149
0042_dec2003,D,False,Clouds & r5sig<20 & i5sig<19 & h5sig<19 & rmode<18,Clouds,17.6229,18.5551,17.0629,17.7029,16.6129
0042_oct2006b,A++,True,,,21.48,20.113,20.351,20.03,19.47
0042o_dec2003,D,False,Clouds & r5sig<20 & h5sig<19,Clouds,18.6494,19.2241,18.8894,18.3594,17.3894
0042o_oct2006b,A++,True,,,21.435,20.115,20.371,20.035,19.445
0043_dec2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & Noise,Clouds / Inconsistent photometry,18.411,17.1843,18.481,18.141,16.891
0043_oct2006b,A++,True,,,21.283,20.068,20.265,19.493,19.433
0043o_dec2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & Noise,Clouds / Inconsistent photometry,17.9393,17.4839,17.5093,18.0093,16.5593
0043o_oct2006b,A++,True,,,21.207,20.067,20.174,19.997,19.447
0044_dec2003,D,False,r5sig<20 & i5sig<19 & h5sig<19 & rmode<18,Clouds,17.0015,15.9687,16.7815,16.2415,15.8215
0044_oct2005b,A+,True,,,21.6477,20.134,20.5577,20.9877,19.4577
0044_oct2006b,A++,True,,,21.44,20.129,20.371,20.01,19.64
0044o_dec2003,D,False,r5sig<20 & seeing>2,Clouds / Seeing,19.9454,19.7004,19.7454,19.1654,18.1754
0044o_oct2005b,A+,True,,,21.6391,20.1214,20.5391,20.4891,19.4991
0044o_oct2006b,A++,True,,,21.442,20.142,20.379,20.512,19.732
0045_dec2003,A,True,,,20.401,19.887,19.979,20.081,18.831
0045_jul2012,A+,True,,,20.7,20.02,19.6,20.5,19.13
0045o_dec2003,A,True,,,20.328,19.884,20.011,20.088,18.678
0045o_jul2012,A,True,,,20.71,20.07,19.58,20.5,19.15
0046_dec2003,A,True,,,20.392,19.771,20.046,20.102,19.042
0046o_dec2003,A+,True,,,20.491,19.97,20.143,20.351,19.211
0047_dec2003,A++,True,,,20.383,19.974,20.116,20.033,19.383
0047_jul2012,A,True,,,20.74,20.08,19.51,20.75,19.71
0047_oct2009,A++,True,,,20.51,19.49,19.72,20.5,19.54
0047o_dec2003,A+,True,,,20.413,19.978,20.13,19.853,19.263
0047o_jul2012,A,True,,,20.81,20.03,19.56,20.75,19.83
0047o_oct2009,A++,True,,,20.49,19.47,19.69,20.5,19.52
0048_dec2003,A+,True,,,20.528,20.001,20.17,18.818,18.898
0048o_dec2003,A+,True,,,20.527,19.943,20.175,18.827,18.867
0049_dec2003,A+,True,,,20.468,19.85,20.12,20.308,18.998
0049o_dec2003,A+,True,,,20.376,19.909,20.078,20.006,18.866
0050_dec2003,A+,True,,,20.451,19.948,20.117,20.321,18.881
0050o_dec2003,A+,True,,,20.358,19.861,20.104,20.268,18.818
0051_dec2003,A++,True,,,20.476,19.931,20.115,19.096,18.836
0051o_dec2003,A++,True,,,20.47,19.925,20.156,20.1,18.83
0052_dec2003,A++,True,,,20.346,19.912,20.131,20.276,18.926
0052o_dec2003,A++,True,,,20.519,19.917,20.114,20.089,19.069
0053_dec2003,A++,True,,,20.3468,19.9408,20.0268,20.6568,19.1468
0053_oct2009,D,False,Background gradient,Background,20.504,19.537,19.75,20.504,19.414
0053o_dec2003,A++,True,,,20.2642,19.9558,20.0342,20.4242,19.0642
0053o_oct2009,D,False,Background gradient,Background,20.522,19.562,19.765,20.512,19.462
0054_dec2003,A++,True,,,20.525,19.98,20.173,19.325,18.995
0054o_dec2003,A++,True,,,20.531,19.967,20.192,19.331,18.911
0055_dec2003,A++,True,,,20.479,19.929,20.2,19.599,18.949
0055o_dec2003,A++,True,,,20.382,19.836,20.204,19.792,18.862
0056_dec2003,A++,True,,,20.475,19.936,20.119,19.305,18.765
0056o_dec2003,A++,True,,,20.52,19.935,20.103,19.56,18.77
0057_dec2003,A++,True,,,20.489,19.989,20.195,19.579,19.069
0057o_dec2003,A++,True,,,20.448,19.974,20.173,20.338,18.988
0058_dec2003,A++,True,,,20.486,19.965,20.156,20.316,18.896
0058o_dec2003,A+,True,,,20.419,19.962,20.157,19.819,18.849
0059_dec2003,A++,True,,,20.446,19.813,20.08,20.316,18.896
0059o_dec2003,A++,True,,,20.441,19.981,20.134,20.321,18.971
0060_dec2003,A++,True,,,20.447,19.961,20.119,20.567,19.287
0060o_dec2003,A++,True,,,20.4,19.981,20.1,20.3,19.23
0061_dec2003,A++,True,,,20.475,19.864,20.179,19.095,18.975
0061o_dec2003,A++,True,,,20.499,19.94,20.176,19.849,19.019
0062_dec2003,A++,True,,,20.434,19.903,20.116,18.824,18.864
0062o_dec2003,A++,True,,,20.399,19.889,20.126,20.079,18.779
0063_dec2003,A++,True,,,20.416,19.896,20.081,20.326,18.816
0063o_dec2003,A++,True,,,20.407,19.898,20.077,19.327,18.777
0064_dec2003,A++,True,,,20.385,19.899,20.079,20.335,19.315
0064_jul2012,A+,True,,,20.4952,19.8182,19.4552,20.3552,19.4252
0064o_dec2003,A+,True,,,20.34,19.859,20.053,20.09,19.2
0064o_jul2012,A,True,,,20.4463,19.7961,19.3663,20.3363,19.3263
0065_dec2003,A,True,,,20.324,19.753,20.032,19.834,18.684
0065_jul2012,A,True,,,20.4479,19.872,19.4479,20.3779,18.7179
0065o_dec2003,A+,True,,,20.037,19.594,20.04,19.757,18.457
0065o_jul2012,A,True,,,20.5017,19.8514,19.4117,20.3717,18.8817
0066_dec2003,A,True,,,20.233,19.732,19.834,20.033,18.743
0066_jul2012,A,True,,,20.3688,19.829,19.5089,19.8888,18.7988
0066o_dec2003,A,True,,,20.124,19.688,19.821,19.684,18.774
0066o_jul2012,A,True,,,20.4299,19.7976,19.4599,19.8899,18.8699
0067_dec2003,A+,True,,,20.131,19.72,19.822,19.631,18.731
0067_jul2012,A+,True,,,21.3853,20.4509,20.2353,20.6953,19.8253
0067o_dec2003,A+,True,,,20.224,19.63,19.856,19.824,18.774
0067o_jul2012,A+,True,,,21.4625,20.4425,20.2625,20.4625,19.9325
0068_dec2003,A++,True,,,20.176,19.706,19.89,20.086,18.806
0068_jul2012,A+,True,,,21.3556,20.4333,20.2256,21.4856,19.9156
0068o_dec2003,A++,True,,,20.163,19.597,19.886,20.123,18.843
0068o_jul2012,A+,True,,,21.3503,20.4581,20.2303,21.4803,19.8803
0069_dec2003,A+,True,,,20.162,19.612,19.836,19.652,18.652
0069_jul2012,A++,True,,,21.3437,20.472,20.2537,19.7537,19.5437
0069o_dec2003,A+,True,,,20.161,19.776,19.814,19.901,18.641
0069o_jul2012,A++,True,,,21.3776,20.4576,20.2676,19.7576,19.5576
0070_dec2003,A,True,,,20.121,19.604,19.807,19.591,18.931
0070_jul2012,A,True,,,21.2184,20.396,20.1484,21.2184,20.0684
0070o_dec2003,A,True,,,20.142,19.747,19.762,19.832,18.972
0070o_jul2012,A,True,,,21.2286,20.4119,20.1486,20.9586,20.1586
0071_dec2003,A,True,,,20.124,19.76,19.871,19.884,18.994
0071_sep2010,A++,True,,,20.98,19.82,19.92,21.0,19.95
0071o_dec2003,A,True,,,20.108,19.623,19.8,19.928,19.038
0071o_sep2010,A++,True,,,21.0,19.82,19.94,21.0,19.95
0072_dec2003,A+,True,,,20.121,19.735,19.778,19.601,18.711
0072_jul2012,A+,True,,,21.1925,20.3926,20.1325,20.7225,19.6325
0072o_dec2003,D,False,r5sig<20,Clouds,19.997,19.69,19.8,19.037,18.497
0072o_jul2012,A+,True,,,21.1857,20.4291,20.1257,20.9657,19.6257
0073_dec2003,A++,True,,,20.125,19.629,19.783,19.905,18.685
0073_jul2012,A+,True,,,21.1558,20.368,20.0958,20.4558,19.6258
0073o_dec2003,A++,True,,,20.15,19.638,19.793,19.9,18.76
0073o_jul2012,A+,True,,,21.1555,20.3667,20.0955,19.9655,19.5555
0074_dec2003,A+,True,,,20.095,19.702,19.822,19.885,18.705
0074_jul2012,A+,True,,,21.1604,20.4145,20.1404,21.2304,19.7504
0074o_dec2003,A++,True,,,20.161,19.723,19.832,19.891,18.841
0074o_jul2012,A+,True,,,21.2013,20.4653,20.1513,20.9913,19.7113
0075_dec2003,A++,True,,,20.164,19.706,19.838,20.134,18.654
0075_jul2012,A,True,,,20.407,19.8323,19.467,19.867,18.667
0075o_aug2004a,A+,True,,,21.604,20.319,20.502,21.514,19.864
0075o_jul2012,A,True,,,20.507,19.7198,19.377,20.357,18.797
0076_aug2004a,A+,True,,,21.61,20.33,20.48,20.75,19.88
0076_oct2006b,A++,True,,,21.163,19.98,20.161,19.753,19.363
0076o_aug2004a,A,True,,,21.5,19.86,20.49,19.75,19.06
0076o_oct2006b,A++,True,,,21.194,19.993,20.16,20.524,19.434
0077_aug2004a,A+,True,,,21.48,20.35,20.43,20.54,19.44
0077o_aug2004a,A+,True,,,21.58,20.36,20.51,20.29,19.41
0078_aug2004a,A+,True,,,21.4929,20.3642,20.3729,21.2129,20.2529
0078_nov2006c,C,True,Noise,Inconsistent photometry,21.456,19.636,20.372,21.416,20.276
0078o_aug2004a,A,True,,,21.3585,20.0528,20.4385,20.9685,19.8785
0078o_nov2006c,C,True,Noise,Inconsistent photometry,21.183,19.499,20.157,21.113,19.873
0079_aug2004a,A,True,,,21.4509,20.0013,20.3109,20.5009,19.5309
0079_oct2006b,A++,True,,,21.2,19.968,20.198,19.54,19.42
0079o_aug2004a,A,True,,,21.2619,20.0239,20.2319,20.5019,19.3119
0079o_oct2006b,A++,True,,,21.181,19.977,20.189,19.291,19.401
0080_aug2004a,A,True,,,21.016,20.2183,20.196,20.236,19.056
0080_oct2005b,A+,True,,,21.66,20.151,20.559,20.98,19.62
0080o_aug2004a,B,True,seeing>2,Seeing,20.9876,20.2618,20.2676,20.4676,18.9976
0080o_oct2005b,A+,True,,,21.674,20.174,20.551,20.484,19.614
0081_aug2004a,A,True,,,21.202,20.3615,20.152,20.732,19.312
0081_oct2006b,A++,True,,,21.179,19.981,20.14,20.769,19.439
0081o_aug2004a,A,True,,,21.38,20.11,20.35,20.5,19.52
0081o_oct2006b,A++,True,,,21.165,19.973,20.121,19.775,19.405
0082_aug2004a,A,True,,,21.53,20.26,20.34,21.29,20.21
0082o_aug2004a,A+,True,,,21.63,20.37,20.48,21.29,20.53
0083_aug2004a,A+,True,,,21.59,20.24,20.4,21.29,20.11
0083_nov2012,A+,True,,,21.5975,20.6218,20.4875,20.4775,20.0375
0083o_aug2004a,A+,True,,,21.61,20.27,20.48,21.54,20.36
0083o_nov2012,A+,True,,,21.5769,20.6233,20.4869,21.4669,20.1369
0084_aug2004a,A,True,,,21.62,20.31,20.49,21.04,19.98
0084o_aug2004a,A,True,,,21.4,20.31,20.45,20.79,19.56
0085_aug2004a,A+,True,,,21.512,20.261,20.436,21.002,19.782
0085_oct2012,A+,True,,,21.5,20.57,20.45,20.25,19.74
0085o_aug2004a,A+,True,,,21.546,20.119,20.45,20.756,19.846
0085o_oct2012,A+,True,,,21.5,20.56,20.48,20.0,19.74
0086_aug2004a,A+,True,,,21.5688,20.1309,20.3888,20.9988,19.7188
0086_oct2009,A+,True,,,20.48,19.47,19.89,19.75,18.94
0086o_aug2004a,A+,True,,,21.5041,20.2265,20.3841,20.9941,19.8241
0086o_oct2009,A+,True,,,20.47,19.48,19.85,20.25,18.97
0087_aug2004a,A,True,,,21.432,20.168,20.486,21.272,20.282
0087_nov2012,A,True,,,21.64,20.63,20.49,21.75,20.34
0087o_aug2004a,A,True,,,20.99,20.165,20.32,20.52,19.69
0087o_nov2012,A,True,,,21.5779,20.5697,20.5279,21.6979,20.3979
0088_aug2004a,A++,True,,,21.588,20.246,20.47,20.988,19.908
0088o_aug2004a,A++,True,,,21.6,20.203,20.466,19.99,19.82
0089_aug2004a,A++,True,,,21.593,20.117,20.527,20.523,19.893
0089_oct2012,A++,True,,,21.5455,20.5313,20.4655,20.0255,19.8255
0089o_aug2004a,A++,True,,,21.594,20.09,20.516,21.274,19.834
0089o_oct2012,A++,True,,,21.5375,20.4491,20.4774,20.0175,19.7975
0090_aug2004a,A++,True,,,21.563,20.193,20.445,20.753,19.793
