 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 776776 science WASP33b   2:26:10.50 +37:36:56.1  2000.00 23:27 1.373  WFC    5.1  180  i                                
 776777 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:27 1.374  WFC    5.1  180  i                                
 776778 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:27 1.375  WFC    5.1  180  i                                
 776779 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:28 1.376  WFC    5.1  180  i                                
 776780 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:28 1.377  WFC    5.1  180  i                                
 776781 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:28 1.378  WFC    5.1  180  i                                
 776782 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:28 1.380  WFC    5.1  180  i                                
 776783 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:29 1.381  WFC    5.1  180  i                                
 776784 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:29 1.382  WFC    5.1  180  i                                
 776785 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:29 1.383  WFC    5.1  180  i                                
 776786 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:29 1.384  WFC    5.1  180  i                                
 776787 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:30 1.385  WFC    5.1  180  i                                
 776788 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:30 1.386  WFC    5.1  180  i                                
 776789 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:30 1.388  WFC    5.1  180  i                                
 776790 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:30 1.389  WFC    5.1  180  i                                
 776791 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:31 1.390  WFC    5.1  180  i                                
 776792 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:31 1.391  WFC    5.1  180  i                                
 776793 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:31 1.392  WFC    5.1  180  i                                
 776794 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:31 1.394  WFC    5.1  180  i                                
 776795 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:32 1.395  WFC    5.1  180  i                                
 776796 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:32 1.396  WFC    5.0  180  i                                
 776797 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:32 1.397  WFC    5.1  180  i                                
 776798 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:32 1.398  WFC    5.1  180  i                                
 776799 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:33 1.399  WFC    5.1  180  i                                
 776800 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:33 1.401  WFC    5.1  180  i                                
 776801 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:33 1.403  WFC    5.1  180  i                                
 776802 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:34 1.404  WFC    5.1  180  i                                
 776803 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:34 1.405  WFC    5.1  180  i                                
 776804 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:34 1.407  WFC    5.1  180  i                                
 776805 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:34 1.408  WFC    5.1  180  i                                
 776806 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:35 1.409  WFC    5.1  180  i                                
 776807 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:35 1.410  WFC    5.1  180  i                                
 776808 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:35 1.411  WFC    5.1  180  i                                
 776809 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:35 1.413  WFC    5.1  180  i                                
 776811 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:36 1.415  WFC    5.1  180  i                                
 776812 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:36 1.416  WFC    5.1  180  i                                
 776813 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:36 1.418  WFC    5.1  180  i                                
 776814 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:37 1.419  WFC    5.1  180  i                                
 776815 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:37 1.420  WFC    5.0  180  i                                
 776816 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:37 1.421  WFC    5.1  180  i                                
 776817 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:37 1.423  WFC    5.1  180  i                                
 776818 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:38 1.424  WFC    5.1  180  i                                
 776819 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:38 1.425  WFC    5.1  180  i                                
 776820 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:38 1.426  WFC    5.1  180  i                                
 776821 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:38 1.428  WFC    5.1  180  i                                
 776822 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:39 1.429  WFC    5.1  180  i                                
 776823 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:39 1.430  WFC    5.1  180  i                                
 776824 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:39 1.432  WFC    5.1  180  i                                
 776825 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:39 1.433  WFC    5.1  180  i                                
 776826 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:40 1.434  WFC    5.1  180  i                                
 776827 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:40 1.435  WFC    5.1  180  i                                
 776828 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:40 1.437  WFC    4.6  180  i                                
 776829 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:40 1.438  WFC    5.1  180  i                                
 776830 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:41 1.439  WFC    5.1  180  i                                
 776831 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:41 1.440  WFC    5.1  180  i                                
 776832 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:41 1.442  WFC    4.5  180  i                                
 776833 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:41 1.443  WFC    5.1  180  i                                
 776834 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:42 1.444  WFC    5.1  180  i                                
 776835 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:42 1.446  WFC    5.1  180  i                                
 776836 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:42 1.447  WFC    5.1  180  i                                
 776837 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:42 1.448  WFC    5.1  180  i                                
 776838 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:43 1.450  WFC    5.1  180  i                                
 776839 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:43 1.451  WFC    5.1  180  i                                
 776840 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:43 1.452  WFC    5.1  180  i                                
 776841 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:43 1.454  WFC    5.0  180  i                                
 776842 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:44 1.455  WFC    4.6  180  i                                
 776843 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:44 1.456  WFC    5.1  180  i                                
 776844 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:44 1.458  WFC    5.0  180  i                                
 776845 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:44 1.459  WFC    5.1  180  i                                
 776846 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:45 1.460  WFC    5.1  180  i                                
 776847 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:45 1.462  WFC    5.1  180  i                                
 776848 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:45 1.463  WFC    5.1  180  i                                
 776849 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:45 1.464  WFC    5.1  180  i                                
 776850 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:46 1.466  WFC    5.1  180  i                                
 776851 science WASP33b   2:26:10.50 +37:36:56.1  2000.00 23:46 1.467  WFC    5.1  180  i                                
 776852 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:46 1.468  WFC    5.1  180  i                                
 776853 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:46 1.470  WFC    5.1  180  i                                
 776854 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:47 1.471  WFC    5.1  180  i                                
 776855 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:47 1.473  WFC    4.6  180  i                                
 776856 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:47 1.474  WFC    5.1  180  i                                
 776857 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:47 1.475  WFC    4.5  180  i                                
 776858 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:48 1.477  WFC    5.1  180  i                                
 776859 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:48 1.478  WFC    4.6  180  i                                
 776860 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:48 1.479  WFC    5.1  180  i                                
 776861 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:48 1.481  WFC    5.1  180  i                                
 776862 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:49 1.482  WFC    5.1  180  i                                
 776863 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:49 1.484  WFC    5.1  180  i                                
 776864 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:49 1.485  WFC    5.1  180  i                                
 776865 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:49 1.486  WFC    5.1  180  i                                
 776866 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:50 1.488  WFC    5.1  180  i                                
 776867 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:50 1.489  WFC    4.5  180  i                                
 776868 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:50 1.491  WFC    5.1  180  i                                
 776869 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:51 1.492  WFC    5.1  180  i                                
 776870 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:51 1.494  WFC    5.1  180  i                                
 776871 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:51 1.495  WFC    4.5  180  i                                
 776872 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:51 1.496  WFC    5.1  180  i                                
 776873 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:52 1.498  WFC    5.1  180  i                                
 776874 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:52 1.499  WFC    4.5  180  i                                
 776875 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:52 1.501  WFC    5.0  180  i                                
 776876 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:52 1.502  WFC    5.1  180  i                                
 776877 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:53 1.504  WFC    5.1  180  i                                
 776878 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:53 1.505  WFC    5.1  180  i                                
 776879 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:53 1.507  WFC    5.1  180  i                                
 776880 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:53 1.508  WFC    5.1  180  i                                
 776881 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:54 1.510  WFC    5.1  180  i                                
 776882 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:54 1.511  WFC    5.1  180  i                                
 776883 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:54 1.513  WFC    5.1  180  i                                
 776884 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:54 1.514  WFC    5.1  180  i                                
 776885 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:55 1.516  WFC    5.1  180  i                                
 776886 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:55 1.517  WFC    5.1  180  i                                
 776887 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:55 1.519  WFC    5.1  180  i                                
 776888 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:55 1.520  WFC    5.1  180  i                                
 776889 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:56 1.522  WFC    5.1  180  i                                
 776890 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:56 1.523  WFC    5.1  180  i                                
 776891 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:56 1.525  WFC    5.2  180  i                                
 776892 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 23:56 1.526  WFC    5.1  180  i                                
 776893 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:57 1.528  WFC    4.6  180  i                                
 776894 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:57 1.529  WFC    5.1  180  i                                
 776895 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:57 1.531  WFC    5.1  180  i                                
 776896 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:57 1.532  WFC    5.1  180  i                                
 776897 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:58 1.534  WFC    5.1  180  i                                
 776898 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:58 1.535  WFC    5.1  180  i                                
 776899 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:58 1.537  WFC    5.1  180  i                                
 776900 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:58 1.538  WFC    5.1  180  i                                
 776901 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 23:59 1.540  WFC    5.1  180  i                                
 776902 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:59 1.542  WFC    5.1  180  i                                
 776903 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 23:59 1.543  WFC    4.5  180  i                                
 776904 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 23:59 1.545  WFC    5.1  180  i                                
 776905 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 00:00 1.546  WFC    4.6  180  i                                
 776906 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 00:00 1.548  WFC    5.1  180  i                                
 776907 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:00 1.550  WFC    5.1  180  i                                
 776908 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 00:00 1.551  WFC    5.1  180  i                                
 776909 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 00:01 1.553  WFC    5.1  180  i                                
 776910 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 00:01 1.554  WFC    5.1  180  i                                
 776911 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:02 1.560  WFC    5.1  180  i                                
 776912 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:02 1.562  WFC    5.1  180  i                                
 776913 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 00:03 1.565  WFC    5.1  180  i                                
 776914 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:03 1.567  WFC    5.1  180  i                                
 776915 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:06 1.589  WFC    5.0  180  i                                
 776916 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 00:06 1.591  WFC    5.1  180  i                                
 776917 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:08 1.599  WFC    5.1  180  i                                
 776918 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 00:08 1.601  WFC    5.1  180  i                                
 776919 science WASP33b   2:26:10.49 +37:36:55.7  2000.00 00:14 1.641  WFC    5.1  180  i                                
 776920 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:14 1.643  WFC    5.1  180  i                                
 776922 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 00:17 1.668  WFC    5.1  180  i                                
 776923 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 00:18 1.670  WFC    5.1  180  i                                
 776924 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:03 1.106  WFC   20.1  180  i                                
 776925 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:03 1.105  WFC   19.5  180  i                                
 776926 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:04 1.104  WFC   20.1  180  i                                
 776927 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:04 1.103  WFC   20.1  180  i                                
 776928 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:05 1.103  WFC   20.1  180  i                                
 776929 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:05 1.102  WFC   20.1  180  i                                
 776930 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:05 1.101  WFC   20.1  180  i                                
 776931 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:06 1.100  WFC   20.1  180  i                                
 776932 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:06 1.100  WFC   20.1  180  i                                
 776933 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:07 1.099  WFC   20.1  180  i                                
 776934 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:07 1.098  WFC   19.5  180  i                                
 776935 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:08 1.097  WFC   20.1  180  i                                
 776936 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:08 1.096  WFC   20.1  180  i                                
 776937 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:08 1.096  WFC   20.1  180  i                                
 776938 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:09 1.095  WFC   20.1  180  i                                
 776939 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:09 1.094  WFC   20.0  180  i                                
 776940 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:10 1.093  WFC   20.1  180  i                                
 776941 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:10 1.093  WFC   20.1  180  i                                
 776942 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:10 1.092  WFC   20.1  180  i                                
 776943 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:11 1.091  WFC   20.1  180  i                                
 776944 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:13 1.087  WFC   20.1  180  i                                
 776945 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:14 1.087  WFC   20.1  180  i                                
 776946 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:14 1.086  WFC   20.1  180  i                                
 776947 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:14 1.085  WFC   20.1  180  i                                
 776948 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:15 1.085  WFC   20.1  180  i                                
 776949 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:15 1.084  WFC   20.1  180  i                                
 776950 science GYCnc i   9:09:54.99 +18:49:42.1  2000.00 01:16 1.083  WFC   20.1  180  i                                
 776951 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:16 1.083  WFC   20.1  180  i                                
 776952 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:17 1.082  WFC   20.0  180  i                                
 776953 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:17 1.081  WFC   20.1  180  i                                
 776954 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:18 1.080  WFC   20.1  180  i                                
 776955 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:18 1.080  WFC   19.5  180  i                                
 776956 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:18 1.079  WFC   19.6  180  i                                
 776957 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:19 1.078  WFC   20.1  180  i                                
 776958 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:19 1.078  WFC   20.1  180  i                                
 776959 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:20 1.077  WFC   20.1  180  i                                
 776960 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:20 1.077  WFC   20.1  180  i                                
 776961 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:20 1.076  WFC   20.1  180  i                                
 776962 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:21 1.075  WFC   20.1  180  i                                
 776963 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 01:21 1.075  WFC   20.1  180  i                                
 776964 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 01:22 1.074  WFC   20.1  180  i                                
 776965 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:22 1.074  WFC   20.1  180  i                                
 776966 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:22 1.073  WFC   19.5  180  i                                
 776967 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:23 1.072  WFC   20.1  180  i                                
 776968 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:23 1.072  WFC   20.1  180  i                                
 776969 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:24 1.071  WFC   20.1  180  i                                
 776970 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:24 1.071  WFC   20.1  180  i                                
 776971 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:25 1.070  WFC   20.1  180  i                                
 776972 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:25 1.069  WFC   20.1  180  i                                
 776973 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 01:25 1.069  WFC   20.1  180  i                                
 776974 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:26 1.068  WFC   20.1  180  i                                
 776975 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:26 1.068  WFC   20.1  180  i                                
 776976 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:27 1.067  WFC   20.1  180  i                                
 776977 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:27 1.067  WFC   20.1  180  i                                
 776978 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:27 1.066  WFC   20.1  180  i                                
 776979 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:28 1.065  WFC   20.1  180  i                                
 776980 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:28 1.065  WFC   20.1  180  i                                
 776981 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:29 1.064  WFC   20.1  180  i                                
 776982 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:29 1.064  WFC   20.1  180  i                                
 776983 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:29 1.063  WFC   19.5  180  i                                
 776984 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:30 1.063  WFC   20.1  180  i                                
 776985 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:30 1.062  WFC   20.1  180  i                                
 776986 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:31 1.062  WFC   20.1  180  i                                
 776987 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:31 1.061  WFC   20.1  180  i                                
 776988 science GYCnc i   9:09:54.99 +18:49:41.8  2000.00 01:31 1.061  WFC   20.1  180  i                                
 776989 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:32 1.060  WFC   20.1  180  i                                
 776990 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 01:32 1.060  WFC   20.1  180  i                                
 776991 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:33 1.059  WFC   20.1  180  i                                
 776992 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:33 1.058  WFC   19.5  180  i                                
 776993 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:34 1.058  WFC   20.1  180  i                                
 776994 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:34 1.057  WFC   20.1  180  i                                
 776995 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:34 1.057  WFC   20.1  180  i                                
 776996 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:35 1.056  WFC   20.1  180  i                                
 776997 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:35 1.056  WFC   19.6  180  i                                
 776998 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:36 1.055  WFC   20.1  180  i                                
 776999 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 01:36 1.055  WFC   20.1  180  i                                
 777000 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 01:36 1.054  WFC   20.1  180  i                                
 777001 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:37 1.054  WFC   19.6  180  i                                
 777002 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:37 1.054  WFC   20.1  180  i                                
 777003 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:38 1.053  WFC   20.1  180  i                                
 777004 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:38 1.053  WFC   20.1  180  i                                
 777005 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:38 1.052  WFC   20.1  180  i                                
 777006 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:39 1.052  WFC   20.1  180  i                                
 777007 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:39 1.051  WFC   20.1  180  i                                
 777008 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:40 1.051  WFC   20.1  180  i                                
 777009 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:40 1.050  WFC   19.6  180  i                                
 777010 science GYCnc i   9:09:55.00 +18:49:41.9  2000.00 01:40 1.050  WFC   19.6  180  i                                
 777011 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:41 1.049  WFC   20.1  180  i                                
 777012 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:41 1.049  WFC   20.1  180  i                                
 777013 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:42 1.048  WFC   20.1  180  i                                
 777014 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 01:42 1.048  WFC   20.1  180  i                                
 777015 science GYCnc i   9:09:55.00 +18:49:42.2  2000.00 01:43 1.048  WFC   20.1  180  i                                
 777016 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:43 1.047  WFC   20.1  180  i                                
 777017 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:43 1.047  WFC   19.5  180  i                                
 777018 science GYCnc i   9:09:54.99 +18:49:42.0  2000.00 01:44 1.046  WFC   20.1  180  i                                
 777019 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:44 1.046  WFC   20.1  180  i                                
 777020 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:45 1.045  WFC   19.6  180  i                                
 777021 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:45 1.045  WFC   20.1  180  i                                
 777022 science GYCnc i   9:09:55.00 +18:49:41.8  2000.00 01:45 1.045  WFC   20.1  180  i                                
 777023 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:46 1.044  WFC   19.5  180  i                                
 777024 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:46 1.044  WFC   20.1  180  i                                
 777025 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:47 1.043  WFC   20.1  180  i                                
 777026 science GYCnc i   9:09:55.00 +18:49:42.0  2000.00 01:47 1.043  WFC   20.1  180  i                                
 777027 science GYCnc i   9:09:54.99 +18:49:41.9  2000.00 01:47 1.043  WFC   20.1  180  i                                
 777028 science GYCnc i   9:09:55.00 +18:49:42.1  2000.00 01:48 1.042  WFC   20.1  180  i                                
