 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 776267 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 20:58 1.034  WFC    5.1  180  i                                
 776268 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 20:58 1.034  WFC    5.1  180  i                                
 776269 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 20:59 1.034  WFC    5.1  180  i                                
 776270 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 20:59 1.035  WFC    5.1  180  i                                
 776271 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 20:59 1.035  WFC    5.1  180  i                                
 776272 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 20:59 1.035  WFC    5.1  180  i                                
 776273 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:00 1.035  WFC    5.1  180  i                                
 776274 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:00 1.035  WFC    5.1  180  i                                
 776275 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:00 1.036  WFC    5.1  180  i                                
 776276 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:00 1.036  WFC    5.1  180  i                                
 776277 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:01 1.036  WFC    5.1  180  i                                
 776278 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:01 1.036  WFC    5.1  180  i                                
 776279 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:01 1.036  WFC    5.1  180  i                                
 776280 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:01 1.037  WFC    5.1  180  i                                
 776281 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:02 1.037  WFC    4.5  180  i                                
 776282 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:02 1.037  WFC    5.1  180  i                                
 776283 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:02 1.037  WFC    4.6  180  i                                
 776284 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:02 1.037  WFC    5.1  180  i                                
 776285 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:03 1.038  WFC    5.1  180  i                                
 776286 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:03 1.038  WFC    5.1  180  i                                
 776287 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:03 1.038  WFC    5.1  180  i                                
 776288 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:04 1.038  WFC    5.1  180  i                                
 776289 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:04 1.039  WFC    5.1  180  i                                
 776290 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:04 1.039  WFC    5.1  180  i                                
 776291 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:04 1.039  WFC    5.1  180  i                                
 776292 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:05 1.039  WFC    5.1  180  i                                
 776293 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:05 1.039  WFC    5.1  180  i                                
 776294 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:05 1.040  WFC    5.1  180  i                                
 776295 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:05 1.040  WFC    5.1  180  i                                
 776296 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:06 1.040  WFC    5.1  180  i                                
 776297 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:06 1.040  WFC    5.1  180  i                                
 776298 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:06 1.041  WFC    5.1  180  i                                
 776299 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:06 1.041  WFC    5.1  180  i                                
 776300 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:07 1.041  WFC    5.1  180  i                                
 776301 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:07 1.041  WFC    5.1  180  i                                
 776302 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:07 1.041  WFC    5.1  180  i                                
 776303 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:07 1.042  WFC    5.1  180  i                                
 776304 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:08 1.042  WFC    5.1  180  i                                
 776305 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:08 1.042  WFC    4.5  180  i                                
 776306 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:08 1.042  WFC    5.1  180  i                                
 776307 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:08 1.043  WFC    5.1  180  i                                
 776308 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:09 1.043  WFC    5.1  180  i                                
 776309 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:09 1.043  WFC    5.1  180  i                                
 776310 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:09 1.043  WFC    5.1  180  i                                
 776311 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:09 1.044  WFC    5.1  180  i                                
 776312 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:10 1.044  WFC    5.1  180  i                                
 776313 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:10 1.044  WFC    5.1  180  i                                
 776314 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:10 1.044  WFC    5.1  180  i                                
 776315 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:10 1.045  WFC    5.1  180  i                                
 776316 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:11 1.045  WFC    5.1  180  i                                
 776317 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:11 1.045  WFC    5.1  180  i                                
 776318 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:11 1.045  WFC    4.0  180  i                                
 776319 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:11 1.046  WFC    5.1  180  i                                
 776320 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:12 1.046  WFC    5.1  180  i                                
 776321 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:12 1.046  WFC    4.6  180  i                                
 776322 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:12 1.046  WFC    5.1  180  i                                
 776323 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:12 1.047  WFC    5.1  180  i                                
 776324 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:13 1.047  WFC    5.1  180  i                                
 776325 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:13 1.047  WFC    5.1  180  i                                
 776326 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:13 1.047  WFC    5.1  180  i                                
 776327 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:13 1.048  WFC    5.1  180  i                                
 776328 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:14 1.048  WFC    5.1  180  i                                
 776329 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:14 1.048  WFC    5.1  180  i                                
 776330 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:14 1.048  WFC    5.1  180  i                                
 776331 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:14 1.049  WFC    5.1  180  i                                
 776332 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:15 1.049  WFC    5.1  180  i                                
 776333 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:15 1.049  WFC    5.1  180  i                                
 776334 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:15 1.049  WFC    5.1  180  i                                
 776335 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:15 1.050  WFC    5.1  180  i                                
 776336 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:16 1.050  WFC    5.1  180  i                                
 776337 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:16 1.050  WFC    5.1  180  i                                
 776338 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:16 1.050  WFC    5.1  180  i                                
 776339 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:16 1.051  WFC    5.1  180  i                                
 776340 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:17 1.051  WFC    5.1  180  i                                
 776341 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:17 1.051  WFC    5.1  180  i                                
 776342 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:17 1.052  WFC    4.6  180  i                                
 776343 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:17 1.052  WFC    5.1  180  i                                
 776344 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:18 1.052  WFC    5.1  180  i                                
 776345 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:18 1.052  WFC    5.1  180  i                                
 776346 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:18 1.053  WFC    5.1  180  i                                
 776347 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:18 1.053  WFC    5.1  180  i                                
 776348 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:19 1.053  WFC    5.0  180  i                                
 776349 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:19 1.054  WFC    4.6  180  i                                
 776350 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:19 1.054  WFC    5.1  180  i                                
 776351 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:19 1.054  WFC    5.1  180  i                                
 776352 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:20 1.054  WFC    5.1  180  i                                
 776353 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:20 1.055  WFC    5.1  180  i                                
 776354 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:20 1.055  WFC    5.1  180  i                                
 776355 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:20 1.055  WFC    4.6  180  i                                
 776356 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:21 1.056  WFC    5.1  180  i                                
 776357 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:21 1.056  WFC    5.1  180  i                                
 776358 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:21 1.056  WFC    5.1  180  i                                
 776359 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:21 1.056  WFC    5.1  180  i                                
 776360 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:22 1.057  WFC    5.0  180  i                                
 776361 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:22 1.057  WFC    5.1  180  i                                
 776362 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:22 1.057  WFC    5.1  180  i                                
 776363 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:22 1.058  WFC    5.1  180  i                                
 776364 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:23 1.058  WFC    5.1  180  i                                
 776365 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:23 1.058  WFC    5.1  180  i                                
 776366 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:23 1.058  WFC    5.1  180  i                                
 776367 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:24 1.059  WFC    5.1  180  i                                
 776369 science WASP33b   2:26:10.50 +37:36:55.7  2000.00 21:25 1.060  WFC    5.1  180  i                                
 776370 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:25 1.061  WFC    4.6  180  i                                
 776371 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:25 1.061  WFC    5.1  180  i                                
 776372 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:26 1.061  WFC    5.1  180  i                                
 776373 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:26 1.062  WFC    5.1  180  i                                
 776374 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:26 1.062  WFC    5.1  180  i                                
 776375 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:26 1.062  WFC    5.1  180  i                                
 776376 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:27 1.063  WFC    5.1  180  i                                
 776377 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:27 1.063  WFC    5.1  180  i                                
 776378 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:27 1.063  WFC    5.1  180  i                                
 776379 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:27 1.064  WFC    5.1  180  i                                
 776380 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:28 1.064  WFC    5.1  180  i                                
 776381 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:28 1.064  WFC    5.1  180  i                                
 776382 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:28 1.065  WFC    5.1  180  i                                
 776383 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:28 1.065  WFC    5.1  180  i                                
 776384 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:29 1.065  WFC    5.1  180  i                                
 776385 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:29 1.066  WFC    5.1  180  i                                
 776386 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:29 1.066  WFC    5.1  180  i                                
 776387 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:30 1.066  WFC    5.1  180  i                                
 776388 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:30 1.066  WFC    5.0  180  i                                
 776389 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:30 1.067  WFC    5.0  180  i                                
 776390 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:30 1.067  WFC    5.1  180  i                                
 776391 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:31 1.067  WFC    5.1  180  i                                
 776392 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:31 1.068  WFC    5.1  180  i                                
 776393 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:31 1.068  WFC    5.1  180  i                                
 776394 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:31 1.068  WFC    5.1  180  i                                
 776395 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:32 1.069  WFC    5.1  180  i                                
 776396 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:32 1.069  WFC    5.1  180  i                                
 776397 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:32 1.069  WFC    5.1  180  i                                
 776398 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:32 1.070  WFC    5.1  180  i                                
 776399 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:33 1.070  WFC    5.1  180  i                                
 776400 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:33 1.070  WFC    5.1  180  i                                
 776401 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:33 1.071  WFC    5.1  180  i                                
 776402 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:33 1.071  WFC    5.1  180  i                                
 776403 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:34 1.071  WFC    5.1  180  i                                
 776404 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:34 1.072  WFC    5.1  180  i                                
 776405 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:34 1.072  WFC    5.1  180  i                                
 776406 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:34 1.073  WFC    5.1  180  i                                
 776407 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:35 1.073  WFC    5.1  180  i                                
 776408 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:35 1.073  WFC    5.1  180  i                                
 776409 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:35 1.074  WFC    5.1  180  i                                
 776410 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:35 1.074  WFC    5.1  180  i                                
 776411 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:36 1.074  WFC    5.1  180  i                                
 776412 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:36 1.075  WFC    5.0  180  i                                
 776413 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:36 1.075  WFC    5.1  180  i                                
 776414 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:36 1.075  WFC    5.0  180  i                                
 776415 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:37 1.076  WFC    5.1  180  i                                
 776416 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:37 1.076  WFC    5.1  180  i                                
 776417 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:37 1.076  WFC    5.1  180  i                                
 776418 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:37 1.077  WFC    4.5  180  i                                
 776419 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:38 1.077  WFC    5.1  180  i                                
 776420 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:38 1.077  WFC    5.1  180  i                                
 776421 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:38 1.078  WFC    5.1  180  i                                
 776422 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:38 1.078  WFC    5.1  180  i                                
 776423 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:39 1.079  WFC    5.1  180  i                                
 776424 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:39 1.079  WFC    5.1  180  i                                
 776425 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:39 1.079  WFC    5.1  180  i                                
 776426 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:39 1.080  WFC    5.1  180  i                                
 776427 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:40 1.080  WFC    5.1  180  i                                
 776428 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:40 1.080  WFC    5.1  180  i                                
 776429 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:40 1.081  WFC    5.1  180  i                                
 776430 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:40 1.081  WFC    5.1  180  i                                
 776431 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:41 1.082  WFC    5.1  180  i                                
 776432 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:41 1.082  WFC    5.1  180  i                                
 776433 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:41 1.082  WFC    5.1  180  i                                
 776434 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:41 1.083  WFC    5.1  180  i                                
 776435 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:42 1.083  WFC    4.5  180  i                                
 776436 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:42 1.083  WFC    4.6  180  i                                
 776437 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:42 1.084  WFC    5.1  180  i                                
 776438 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:42 1.084  WFC    5.1  180  i                                
 776439 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:43 1.085  WFC    4.6  180  i                                
 776440 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:43 1.085  WFC    5.1  180  i                                
 776441 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:43 1.085  WFC    5.1  180  i                                
 776442 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:43 1.086  WFC    5.1  180  i                                
 776443 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:44 1.086  WFC    5.1  180  i                                
 776444 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:44 1.086  WFC    5.1  180  i                                
 776445 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:44 1.087  WFC    5.1  180  i                                
 776446 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:44 1.087  WFC    5.1  180  i                                
 776447 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:45 1.088  WFC    5.1  180  i                                
 776448 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:45 1.088  WFC    5.1  180  i                                
 776449 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:45 1.088  WFC    5.1  180  i                                
 776450 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:45 1.089  WFC    5.1  180  i                                
 776451 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:46 1.089  WFC    5.0  180  i                                
 776452 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:46 1.090  WFC    5.1  180  i                                
 776453 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:46 1.090  WFC    5.1  180  i                                
 776454 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:46 1.090  WFC    5.0  180  i                                
 776455 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:47 1.091  WFC    5.1  180  i                                
 776456 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:47 1.091  WFC    5.1  180  i                                
 776457 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:47 1.092  WFC    5.1  180  i                                
 776458 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:47 1.092  WFC    5.1  180  i                                
 776459 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:48 1.092  WFC    5.1  180  i                                
 776460 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:48 1.093  WFC    5.1  180  i                                
 776461 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:48 1.093  WFC    4.5  180  i                                
 776462 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:48 1.094  WFC    5.1  180  i                                
 776463 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:49 1.094  WFC    5.1  180  i                                
 776464 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:49 1.094  WFC    5.1  180  i                                
 776465 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:49 1.095  WFC    5.1  180  i                                
 776466 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:49 1.095  WFC    4.6  180  i                                
 776467 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:50 1.096  WFC    5.1  180  i                                
 776468 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:50 1.096  WFC    5.1  180  i                                
 776469 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:50 1.097  WFC    5.1  180  i                                
 776470 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:50 1.097  WFC    5.1  180  i                                
 776471 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:51 1.097  WFC    5.1  180  i                                
 776472 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:51 1.098  WFC    5.1  180  i                                
 776473 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:51 1.098  WFC    5.1  180  i                                
 776474 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:51 1.099  WFC    5.1  180  i                                
 776475 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:52 1.099  WFC    4.5  180  i                                
 776476 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:52 1.100  WFC    5.1  180  i                                
 776477 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:52 1.100  WFC    5.1  180  i                                
 776478 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:52 1.100  WFC    5.1  180  i                                
 776479 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:53 1.101  WFC    5.1  180  i                                
 776480 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 21:53 1.101  WFC    5.1  180  i                                
 776481 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:53 1.102  WFC    5.1  180  i                                
 776482 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:54 1.102  WFC    5.1  180  i                                
 776483 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:54 1.103  WFC    4.6  180  i                                
 776484 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:54 1.103  WFC    5.1  180  i                                
 776485 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 21:54 1.103  WFC    4.6  180  i                                
 776486 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 21:55 1.104  WFC    5.1  180  i                                
 776487 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 21:55 1.104  WFC    5.0  180  i                                
 776489 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:04 1.121  WFC    5.0  180  i                                
 776490 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:04 1.122  WFC    5.1  180  i                                
 776491 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:05 1.122  WFC    5.1  180  i                                
 776492 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:05 1.123  WFC    4.5  180  i                                
 776493 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:05 1.123  WFC    5.2  180  i                                
 776494 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:05 1.124  WFC    5.1  180  i                                
 776495 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:06 1.124  WFC   -1.0  180  i                                
 776496 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:06 1.125  WFC    0.0  180  i                                
 776497 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:06 1.125  WFC    5.1  180  i                                
 776499 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:12 1.137  WFC    5.1  180  i                                
 776500 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:12 1.137  WFC    5.1  180  i                                
 776501 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:17 1.148  WFC    5.1  180  i                                
 776502 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:17 1.149  WFC    5.1  180  i                                
 776503 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:18 1.150  WFC    5.1  180  i                                
 776504 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:18 1.150  WFC    5.1  180  i                                
 776505 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:18 1.151  WFC    5.0  180  i                                
 776506 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:18 1.151  WFC    5.1  180  i                                
 776507 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:19 1.152  WFC    5.1  180  i                                
 776508 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:19 1.152  WFC    5.1  180  i                                
 776509 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:19 1.153  WFC    5.1  180  i                                
 776510 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:19 1.154  WFC    5.1  180  i                                
 776511 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:20 1.154  WFC    5.1  180  i                                
 776512 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:20 1.155  WFC    5.1  180  i                                
 776513 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:20 1.155  WFC    5.1  180  i                                
 776514 science WASP33b   2:26:10.49 +37:36:56.0  2000.00 22:20 1.156  WFC    5.1  180  i                                
 776515 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:21 1.156  WFC    5.1  180  i                                
 776516 science WASP33b   2:26:10.49 +37:36:55.9  2000.00 22:21 1.157  WFC    5.1  180  i                                
 776517 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:21 1.158  WFC    5.1  180  i                                
 776518 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:21 1.158  WFC    5.1  180  i                                
 776519 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:22 1.159  WFC    5.1  180  i                                
 776520 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:22 1.159  WFC    5.1  180  i                                
 776521 science WASP33b   2:26:10.50 +37:36:55.9  2000.00 22:22 1.160  WFC    5.1  180  i                                
 776522 science WASP33b   2:26:10.50 +37:36:56.0  2000.00 22:22 1.161  WFC    5.1  180  i                                
