 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 540174 onc i             5:35:30.00 -05:23:00.0 2000.00  03:52 1.422  WFC   30.1  180  i                                
 540175 onc V             5:35:30.00 -05:23:00.1 2000.00  03:53 1.429  WFC   60.1  180  V                                
 540176 onc i             5:35:30.00 -05:23:00.0 2000.00  03:55 1.437  WFC   30.1  180  i                                
 540177 onc V             5:35:29.99 -05:23:00.1 2000.00  03:57 1.444  WFC   59.6  180  V                                
 540178 onc i             5:35:30.00 -05:22:59.9 2000.00  03:59 1.452  WFC   30.1  180  i                                
 540179 onc V             5:35:30.00 -05:22:59.9 2000.00  04:01 1.460  WFC   60.1  180  V                                
 540180 onc i             5:35:30.00 -05:23:00.0 2000.00  04:03 1.468  WFC   30.1  180  i                                
 540181 onc V             5:35:30.00 -05:23:00.0 2000.00  04:04 1.477  WFC   60.1  180  V                                
 540182 onc i             5:35:30.00 -05:23:00.1 2000.00  04:06 1.486  WFC   30.1  180  i                                
 540183 onc V             5:35:29.98 -05:23:00.6 2000.00  04:08 1.495  WFC   60.1  180  V                                
 540184 onc i             5:35:29.95 -05:22:59.1 2000.00  04:10 1.504  WFC   30.1  180  i                                
 540185 onc V             5:35:29.98 -05:23:00.8 2000.00  04:12 1.513  WFC   60.1  180  V                                
 540186 onc i             5:35:30.00 -05:22:59.9 2000.00  04:14 1.523  WFC   30.1  180  i                                
 540187 onc V             5:35:30.00 -05:23:00.0 2000.00  04:15 1.534  WFC   60.1  180  V                                
 540188 onc i             5:35:30.00 -05:23:00.1 2000.00  04:18 1.544  WFC   30.0  180  i                                
 540189 onc V             5:35:30.00 -05:22:59.9 2000.00  04:19 1.554  WFC   60.1  180  V                                
 540190 onc i             5:35:30.00 -05:22:59.9 2000.00  04:21 1.565  WFC   30.1  180  i                                
 540191 onc V             5:35:30.00 -05:23:00.1 2000.00  04:23 1.575  WFC   60.1  180  V                                
 540192 onc i             5:35:29.99 -05:22:59.9 2000.00  04:25 1.586  WFC   30.1  180  i                                
 540193 onc V             5:35:30.01 -05:23:00.8 2000.00  04:26 1.597  WFC   59.6  180  V                                
 540194 onc i             5:35:30.00 -05:22:59.7 2000.00  04:29 1.609  WFC   29.6  180  i                                
 540195 onc V             5:35:30.00 -05:23:00.0 2000.00  04:30 1.621  WFC   60.1  180  V                                
 540196 onc i             5:35:30.00 -05:22:59.9 2000.00  04:32 1.633  WFC   30.0  180  i                                
 540197 onc V             5:35:30.00 -05:22:59.9 2000.00  04:34 1.646  WFC   60.1  180  V                                
 540198 onc i             5:35:30.00 -05:23:00.0 2000.00  04:36 1.658  WFC   30.1  180  i                                
 540199 onc V             5:35:30.00 -05:23:00.0 2000.00  04:37 1.671  WFC   60.1  180  V                                
 540200 onc i             5:35:30.00 -05:23:00.0 2000.00  04:40 1.684  WFC   30.1  180  i                                
 540201 onc V             5:35:30.00 -05:23:00.0 2000.00  04:41 1.698  WFC   60.0  180  V                                
 540202 onc i             0:00:00.00 +00:00:00.0 2000.00  04:43 1.712  WFC   30.1  180  i                                
 540203 onc V             0:00:00.00 +00:00:00.0 2000.00  04:45 1.726  WFC   60.1  180  V                                
 540204 onc i             5:35:29.99 -05:22:59.9 2000.00  04:47 1.741  WFC   30.1  180  i                                
 540205 SA101-427         9:57:25.99 -00:17:16.0 2000.00  04:52 1.212  WFC   10.1  180  V                                
 540206 SA101-427         9:57:25.99 -00:17:16.0 2000.00  05:03 1.193  WFC   10.1  180  i                                
 540207 SA101-427         9:57:26.00 -00:17:16.0 2000.00  05:10 1.184  WFC   10.1  180  g                                
 540208 dot16-1           9:18:40.79 +26:49:12.0 2000.00  05:15 1.002  WFC  499.9  180  i                                
 540209 dot16-2           9:18:40.79 +26:49:12.0 2000.00  05:24 1.001  WFC  499.8  180  i                                
 540210 dot16-3           9:18:40.79 +26:49:11.8 2000.00  05:34 1.001  WFC  499.2  180  i                                
 540211 dot16-4           9:18:40.78 +26:49:11.9 2000.00  05:43 1.003  WFC  499.2  180  i                                
 540212 dot15-1           8:45:47.99 +45:57:00.0 2000.00  06:03 1.077  WFC  399.8  180  i                                
 540213 dot15-2           8:45:47.99 +45:57:00.1 2000.00  06:11 1.084  WFC  399.9  180  i                                
 540214 dot15-3           8:45:47.99 +45:57:00.0 2000.00  06:18 1.093  WFC  399.8  180  i                                
 540215 dot15-4           8:45:47.99 +45:57:00.0 2000.00  06:26 1.102  WFC  399.8  180  i                                
