INT OBSERVING LOG (ISAAC NEWTON GROUP, LA PALMA) generated 2004 08 19 09:34

TELESCOPE             INT
DATE                  20040817
OBSERVER/S            Amornrat Aungwerojwit
PROGRAMME             P10
PROPOSAL REF          ITP7               
TELESCOPE OPERATOR    none
SUPPORT ASTRONOMER    none

TEL STATION / FOCUS    / 
INSTRUMENT/S          WFC

SUNSET (UT)           19:57
EVENING TWILIGHT (UT) 21:14
MORNING TWILIGHT (UT) 05:18
SUNRISE (UT)          06:35
%ILLUM. LUNAR DISK    4
DARK TIME (HRS)       08:04
TWILIGHT TIME (HRS)   02:34
MOONRISE (UT)         No moonrise within sunset-sunrise
MOONSET (UT)          21:08

 UT     AirT  Hum   Wspd  Gust  Wdir  Press   LocT  int.T   Mirr  LocRH int.RH
 416459 intphas_4692o i  19:15:31.30 +14:09:00.0 J2000.00 21:44 1.062  WFC   10.1  180  i                                
 416460 intphas_4693 Ha  19:15:12.08 +12:36:00.0 J2000.00 21:44 1.068  WFC  120.0  180  Halpha                           
 416461 intphas_4693 r   19:15:12.08 +12:35:59.9 J2000.00 21:47 1.066  WFC   29.6  180  r                                
 416462 intphas_4693 i   19:15:12.07 +12:35:59.9 J2000.00 21:48 1.065  WFC    9.5  180  i                                
 416463 intphas_4693o Ha 19:15:32.57 +12:41:00.0 J2000.00 21:49 1.063  WFC  120.1  180  Halpha                           
 416464 intphas_4693o r  19:15:32.58 +12:41:00.0 J2000.00 21:52 1.061  WFC   29.5  180  r                                
 416465 intphas_4693o i  19:15:32.57 +12:40:59.9 J2000.00 21:53 1.060  WFC    9.0  180  i                                
 416466 intphas_4698 Ha  19:15:12.60 +11:07:59.9 J2000.00 21:54 1.068  WFC  120.0  180  Halpha                           
 416467 intphas_4698 r   19:15:12.59 +11:08:00.0 J2000.00 21:57 1.066  WFC   30.1  180  r                                
 416468 intphas_4698 i   19:15:12.59 +11:08:00.0 J2000.00 21:58 1.065  WFC    9.5  180  i                                
 416469 intphas_4698o Ha 19:15:32.99 +11:13:00.0 J2000.00 21:59 1.063  WFC  120.0  180  Halpha                           
 416470 intphas_4698o r  19:15:32.99 +11:12:59.9 J2000.00 22:02 1.062  WFC   30.1  180  r                                
 416471 intphas_4698o i  19:15:32.99 +11:13:00.0 J2000.00 22:03 1.061  WFC   10.1  180  i                                
 416472 intphas_4703 Ha  19:15:33.83 +20:29:00.1 J2000.00 22:04 1.021  WFC  120.1  180  Halpha                           
 416473 intphas_4703 r   19:15:33.83 +20:28:59.8 J2000.00 22:07 1.019  WFC   30.1  180  r                                
 416474 intphas_4703 i   19:15:33.84 +20:28:59.9 J2000.00 22:08 1.019  WFC   10.1  180  i                                
 416475 intphas_4703o Ha 19:15:55.20 +20:33:59.8 J2000.00 22:09 1.018  WFC  120.0  180  Halpha                           
 416476 intphas_4703o r  19:15:55.20 +20:33:59.9 J2000.00 22:12 1.017  WFC   30.1  180  r                                
 416477 intphas_4703o i  19:15:55.19 +20:33:59.9 J2000.00 22:13 1.016  WFC   10.1  180  i                                
 416478 intphas_4704 Ha  19:15:41.52 +19:00:59.7 J2000.00 22:14 1.020  WFC  120.0  180  Halpha                           
 416479 intphas_4704 r   19:15:41.51 +19:00:59.9 J2000.00 22:16 1.019  WFC   30.1  180  r                                
 416480 intphas_4704 i   19:15:41.52 +19:00:59.8 J2000.00 22:18 1.019  WFC   10.1  180  i                                
 416481 intphas_4704o Ha 19:16:02.69 +19:05:59.8 J2000.00 22:19 1.018  WFC  120.0  180  Halpha                           
 416482 intphas_4704o r  19:16:02.69 +19:06:00.1 J2000.00 22:21 1.017  WFC   30.1  180  r                                
 416483 intphas_4704o i  19:16:02.69 +19:05:59.8 J2000.00 22:22 1.017  WFC   10.1  180  i                                
 416484 intphas_4705 Ha  19:15:47.34 +17:33:00.0 J2000.00 22:23 1.022  WFC  120.0  180  Halpha                           
 416485 intphas_4705 r   19:15:47.35 +17:33:00.0 J2000.00 22:26 1.021  WFC   30.1  180  r                                
 416486 intphas_4705 i   19:15:47.34 +17:33:00.0 J2000.00 22:27 1.021  WFC   10.1  180  i                                
 416487 intphas_4705o Ha 19:16:08.34 +17:37:59.9 J2000.00 22:28 1.020  WFC  120.0  180  Halpha                           
 416488 intphas_4705o r  19:16:08.34 +17:38:00.0 J2000.00 22:31 1.020  WFC   30.1  180  r                                
 416489 intphas_4705o i  19:16:08.34 +17:37:59.9 J2000.00 22:32 1.020  WFC    9.5  180  i                                
 416490 intphas_4706 Ha  19:15:51.59 +16:04:59.8 J2000.00 22:33 1.025  WFC  120.0  180  Halpha                           
 416491 intphas_4706 r   19:15:51.58 +16:04:59.9 J2000.00 22:36 1.025  WFC   30.1  180  r                                
 416492 intphas_4706 i   19:15:51.59 +16:04:59.9 J2000.00 22:37 1.025  WFC   10.1  180  i                                
 416493 intphas_4706o Ha 19:16:12.41 +16:09:59.9 J2000.00 22:38 1.025  WFC  120.0  180  Halpha                           
 416494 intphas_4706o r  19:16:12.41 +16:10:00.0 J2000.00 22:41 1.025  WFC   29.5  180  r                                
 416495 intphas_4706o i  19:16:12.41 +16:10:00.0 J2000.00 22:42 1.025  WFC   10.1  180  i                                
 416496 intphas_4707 Ha  19:15:54.27 +14:37:00.0 J2000.00 22:43 1.031  WFC  120.0  180  Halpha                           
 416497 intphas_4707 r   19:15:54.27 +14:36:59.9 J2000.00 22:45 1.031  WFC   30.1  180  r                                
 416498 intphas_4707 i   19:15:54.28 +14:36:59.9 J2000.00 22:47 1.031  WFC   10.1  180  i                                
 416499 intphas_4707o Ha 19:16:14.96 +14:42:00.0 J2000.00 22:48 1.031  WFC  120.0  180  Halpha                           
 416500 intphas_4707o r  19:16:14.95 +14:41:59.9 J2000.00 22:50 1.032  WFC   30.1  180  r                                
 416501 intphas_4707o i  19:16:14.96 +14:42:00.0 J2000.00 22:52 1.032  WFC   10.1  180  i                                
 416502 intphas_4708 Ha  19:15:55.77 +13:09:00.0 J2000.00 22:52 1.040  WFC  120.0  180  Halpha                           
