 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 771741 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:33 1.003  WFC   10.1  180  i                                
 771742 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:33 1.003  WFC   10.1  180  i                                
 771743 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:33 1.003  WFC   10.1  180  i                                
 771744 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:33 1.003  WFC    9.6  180  i                                
 771745 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:34 1.003  WFC   10.1  180  i                                
 771746 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:34 1.003  WFC   10.1  180  i                                
 771747 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:34 1.002  WFC    9.6  180  i                                
 771748 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:35 1.002  WFC   10.1  180  i                                
 771749 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:35 1.002  WFC   10.1  180  i                                
 771750 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:35 1.002  WFC   10.1  180  i                                
 771751 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:35 1.002  WFC    9.5  180  i                                
 771752 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:36 1.002  WFC   10.1  180  i                                
 771753 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:36 1.002  WFC    9.5  180  i                                
 771754 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:36 1.002  WFC   10.1  180  i                                
 771755 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:37 1.002  WFC   10.1  180  i                                
 771756 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:37 1.002  WFC   10.1  180  i                                
 771757 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:37 1.002  WFC   10.1  180  i                                
 771758 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:38 1.001  WFC   10.1  180  i                                
 771759 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:39 1.001  WFC   10.1  180  i                                
 771760 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:39 1.001  WFC   10.1  180  i                                
 771761 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:39 1.001  WFC   10.1  180  i                                
 771762 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:40 1.001  WFC   10.1  180  i                                
 771763 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:40 1.001  WFC   10.1  180  i                                
 771764 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:40 1.001  WFC   10.1  180  i                                
 771765 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:40 1.001  WFC   10.1  180  i                                
 771766 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:41 1.001  WFC   10.1  180  i                                
 771767 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:41 1.001  WFC   10.1  180  i                                
 771768 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:41 1.001  WFC   10.1  180  i                                
 771769 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:42 1.001  WFC   10.1  180  i                                
 771770 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:42 1.001  WFC   10.1  180  i                                
 771771 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:42 1.001  WFC   10.1  180  i                                
 771772 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:43 1.001  WFC   10.1  180  i                                
 771773 WASP12b science   6:30:39.00 +29:39:57.7  2000.00 01:43 1.001  WFC   10.1  180  i                                
 771774 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:43 1.001  WFC   10.1  180  i                                
 771775 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:43 1.001  WFC   10.1  180  i                                
 771776 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:44 1.001  WFC   10.1  180  i                                
 771777 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:44 1.001  WFC    9.6  180  i                                
 771778 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:44 1.001  WFC    9.6  180  i                                
 771779 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:45 1.001  WFC    9.5  180  i                                
 771780 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:45 1.001  WFC   10.1  180  i                                
 771781 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:45 1.000  WFC    9.5  180  i                                
 771782 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 01:45 1.000  WFC   10.1  180  i                                
 771783 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:46 1.000  WFC   10.1  180  i                                
 771784 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:46 1.000  WFC   10.1  180  i                                
 771785 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:46 1.000  WFC   10.1  180  i                                
 771786 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:47 1.000  WFC   10.1  180  i                                
 771787 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:47 1.000  WFC   10.1  180  i                                
 771788 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:47 1.000  WFC   10.1  180  i                                
 771789 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:47 1.000  WFC   10.1  180  i                                
 771790 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:48 1.000  WFC   10.1  180  i                                
 771791 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:48 1.000  WFC   10.1  180  i                                
 771792 WASP12b science   6:30:38.99 +29:39:57.5  2000.00 01:48 1.000  WFC   10.1  180  i                                
 771793 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:49 1.000  WFC   10.1  180  i                                
 771794 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:49 1.000  WFC   10.1  180  i                                
 771795 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:49 1.000  WFC   10.1  180  i                                
 771796 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:49 1.000  WFC   10.1  180  i                                
 771797 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:50 1.000  WFC    9.6  180  i                                
 771798 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:50 1.000  WFC   10.1  180  i                                
 771799 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:50 1.000  WFC    9.5  180  i                                
 771800 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:51 1.000  WFC   10.1  180  i                                
 771801 WASP12b science   6:30:38.99 +29:39:58.1  2000.00 01:51 1.000  WFC   10.1  180  i                                
 771802 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:51 1.000  WFC   10.1  180  i                                
 771803 WASP12b science   6:30:38.99 +29:39:58.3  2000.00 01:51 1.000  WFC   10.1  180  i                                
 771804 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:52 1.000  WFC   10.1  180  i                                
 771805 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:52 1.000  WFC   10.1  180  i                                
 771806 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:52 1.000  WFC   10.1  180  i                                
 771807 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:53 1.000  WFC   10.1  180  i                                
 771808 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:53 1.000  WFC   10.1  180  i                                
 771809 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:53 1.000  WFC   10.1  180  i                                
 771810 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:54 1.000  WFC   10.1  180  i                                
 771811 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:54 1.000  WFC   10.1  180  i                                
 771812 WASP12b science   6:30:39.00 +29:39:57.7  2000.00 01:54 1.000  WFC   10.1  180  i                                
 771813 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:54 1.000  WFC   10.1  180  i                                
 771814 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:55 1.000  WFC   10.1  180  i                                
 771815 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:55 1.000  WFC   10.1  180  i                                
 771816 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:55 1.000  WFC   10.1  180  i                                
 771817 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:56 1.000  WFC   10.1  180  i                                
 771818 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:56 1.000  WFC   10.1  180  i                                
 771819 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:56 1.000  WFC   10.1  180  i                                
 771820 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:56 1.000  WFC   10.1  180  i                                
 771821 WASP12b science   6:30:39.00 +29:39:57.7  2000.00 01:57 1.000  WFC   10.1  180  i                                
 771822 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:57 1.000  WFC   10.1  180  i                                
 771823 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:57 1.000  WFC   10.1  180  i                                
 771824 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:58 1.000  WFC   10.1  180  i                                
 771825 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:58 1.000  WFC   10.1  180  i                                
 771826 WASP12b science   6:30:38.99 +29:39:58.1  2000.00 01:58 1.000  WFC   10.1  180  i                                
 771827 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 01:58 1.000  WFC   10.1  180  i                                
 771828 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 01:59 1.000  WFC   10.1  180  i                                
 771829 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 01:59 1.000  WFC   10.1  180  i                                
 771830 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 01:59 1.001  WFC   10.1  180  i                                
 771831 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:00 1.001  WFC   10.1  180  i                                
 771832 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:00 1.001  WFC   10.1  180  i                                
 771833 WASP12b science   6:30:38.99 +29:39:57.8  2000.00 02:00 1.001  WFC   10.1  180  i                                
 771834 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:01 1.001  WFC   10.1  180  i                                
 771835 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:01 1.001  WFC   10.1  180  i                                
 771836 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:01 1.001  WFC   10.1  180  i                                
 771837 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:01 1.001  WFC   10.1  180  i                                
 771838 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:02 1.001  WFC   10.0  180  i                                
 771839 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:02 1.001  WFC   10.1  180  i                                
 771840 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:02 1.001  WFC   10.1  180  i                                
 771841 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:03 1.001  WFC   10.1  180  i                                
 771842 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:03 1.001  WFC    9.6  180  i                                
 771843 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:03 1.001  WFC   10.1  180  i                                
 771844 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:03 1.001  WFC   10.1  180  i                                
 771845 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:04 1.001  WFC   10.1  180  i                                
 771846 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:04 1.001  WFC   10.1  180  i                                
 771847 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:04 1.001  WFC   10.1  180  i                                
 771848 WASP12b science   6:30:38.99 +29:39:57.8  2000.00 02:05 1.001  WFC   10.0  180  i                                
 771849 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:05 1.001  WFC   10.1  180  i                                
 771850 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:05 1.001  WFC   10.0  180  i                                
 771851 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:05 1.001  WFC   10.1  180  i                                
 771852 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:06 1.001  WFC   10.1  180  i                                
 771853 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:06 1.002  WFC   10.1  180  i                                
 771854 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:06 1.002  WFC   10.1  180  i                                
 771855 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:07 1.002  WFC   10.1  180  i                                
 771856 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:07 1.002  WFC   10.1  180  i                                
 771857 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:07 1.002  WFC   10.1  180  i                                
 771858 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:08 1.002  WFC   10.1  180  i                                
 771859 WASP12b science   6:30:38.99 +29:39:58.1  2000.00 02:09 1.002  WFC    9.6  180  i                                
 771860 WASP12b science   6:30:39.00 +29:39:57.8  2000.00 02:09 1.002  WFC   10.1  180  i                                
 771861 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:09 1.002  WFC   10.1  180  i                                
 771862 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:09 1.002  WFC   10.1  180  i                                
 771863 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:10 1.002  WFC   10.1  180  i                                
 771864 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:10 1.002  WFC   10.1  180  i                                
 771865 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:10 1.003  WFC   10.1  180  i                                
 771866 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:11 1.003  WFC   10.1  180  i                                
 771867 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:11 1.003  WFC   10.1  180  i                                
 771868 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:11 1.003  WFC   10.1  180  i                                
 771869 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:11 1.003  WFC   10.1  180  i                                
 771870 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:12 1.003  WFC   10.1  180  i                                
 771871 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:12 1.003  WFC   10.0  180  i                                
 771872 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:12 1.003  WFC   10.1  180  i                                
 771873 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:13 1.003  WFC   10.1  180  i                                
 771874 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:13 1.003  WFC   10.1  180  i                                
 771875 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:13 1.003  WFC   10.1  180  i                                
 771876 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:14 1.003  WFC   10.1  180  i                                
 771877 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:14 1.004  WFC   10.1  180  i                                
 771878 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:14 1.004  WFC   10.1  180  i                                
 771879 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:14 1.004  WFC    9.6  180  i                                
 771880 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:15 1.004  WFC   10.1  180  i                                
 771881 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:15 1.004  WFC   10.1  180  i                                
 771882 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:15 1.004  WFC    9.5  180  i                                
 771883 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:16 1.004  WFC   10.1  180  i                                
 771884 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:16 1.004  WFC   10.1  180  i                                
 771885 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:16 1.004  WFC   10.1  180  i                                
 771886 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:16 1.004  WFC   10.1  180  i                                
 771887 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:17 1.005  WFC   10.1  180  i                                
 771888 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:17 1.005  WFC   10.1  180  i                                
 771889 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:17 1.005  WFC    9.5  180  i                                
 771890 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:18 1.005  WFC   10.1  180  i                                
 771891 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:18 1.005  WFC   10.1  180  i                                
 771892 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:18 1.005  WFC   10.0  180  i                                
 771893 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:18 1.005  WFC   10.1  180  i                                
 771894 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:19 1.005  WFC   10.1  180  i                                
 771895 WASP12b science   6:30:38.99 +29:39:57.8  2000.00 02:19 1.005  WFC   10.1  180  i                                
 771896 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:19 1.006  WFC    9.0  180  i                                
 771897 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:20 1.006  WFC    9.6  180  i                                
 771898 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:20 1.006  WFC   10.1  180  i                                
 771899 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:20 1.006  WFC   10.1  180  i                                
 771900 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:20 1.006  WFC   10.1  180  i                                
 771901 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:21 1.006  WFC   10.1  180  i                                
 771902 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:21 1.006  WFC   10.1  180  i                                
 771903 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:21 1.006  WFC   10.1  180  i                                
 771904 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:22 1.007  WFC   10.1  180  i                                
 771905 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:22 1.007  WFC   10.1  180  i                                
 771906 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:22 1.007  WFC   10.1  180  i                                
 771907 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:23 1.007  WFC   10.1  180  i                                
 771908 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:23 1.007  WFC   10.1  180  i                                
 771909 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:23 1.007  WFC   10.1  180  i                                
 771910 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:23 1.007  WFC   10.1  180  i                                
 771911 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:24 1.007  WFC   10.1  180  i                                
 771912 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:24 1.008  WFC   10.1  180  i                                
 771913 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:24 1.008  WFC   10.1  180  i                                
 771914 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:25 1.008  WFC   10.1  180  i                                
 771915 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:25 1.008  WFC    9.6  180  i                                
 771916 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 02:25 1.008  WFC    9.6  180  i                                
 771917 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:25 1.008  WFC   10.1  180  i                                
 771918 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:26 1.008  WFC    9.5  180  i                                
 771919 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:26 1.009  WFC   10.1  180  i                                
 771920 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:26 1.009  WFC   10.1  180  i                                
 771921 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:27 1.009  WFC   10.1  180  i                                
 771922 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:27 1.009  WFC   10.1  180  i                                
 771923 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:27 1.009  WFC   10.1  180  i                                
 771924 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:27 1.009  WFC   10.1  180  i                                
 771925 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:28 1.009  WFC   10.1  180  i                                
 771926 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:28 1.010  WFC    9.5  180  i                                
 771927 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:28 1.010  WFC    9.6  180  i                                
 771928 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:29 1.010  WFC   10.1  180  i                                
 771929 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:29 1.010  WFC   10.1  180  i                                
 771930 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:29 1.010  WFC    9.6  180  i                                
 771931 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:29 1.010  WFC   10.1  180  i                                
 771932 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:30 1.011  WFC    9.5  180  i                                
 771933 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:30 1.011  WFC    9.6  180  i                                
 771934 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:30 1.011  WFC   10.1  180  i                                
 771935 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:31 1.011  WFC   10.1  180  i                                
 771936 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:31 1.011  WFC   10.1  180  i                                
 771937 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:31 1.011  WFC   10.1  180  i                                
 771938 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:32 1.012  WFC   10.1  180  i                                
 771939 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:32 1.012  WFC   10.1  180  i                                
 771940 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:32 1.012  WFC   10.1  180  i                                
 771941 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:32 1.012  WFC   10.1  180  i                                
 771942 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:33 1.012  WFC   10.1  180  i                                
 771943 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:33 1.012  WFC   10.1  180  i                                
 771944 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:33 1.013  WFC   10.1  180  i                                
 771945 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:34 1.013  WFC   10.1  180  i                                
 771946 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:34 1.013  WFC   10.1  180  i                                
 771947 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:34 1.013  WFC   10.1  180  i                                
 771948 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:34 1.013  WFC   10.1  180  i                                
 771949 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 02:35 1.014  WFC   10.1  180  i                                
 771950 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:35 1.014  WFC   10.1  180  i                                
 771951 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:35 1.014  WFC    9.5  180  i                                
 771952 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:36 1.014  WFC   10.1  180  i                                
 771953 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:36 1.014  WFC   10.1  180  i                                
 771954 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:36 1.014  WFC   10.1  180  i                                
 771955 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:36 1.015  WFC   10.1  180  i                                
 771956 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:37 1.015  WFC   10.1  180  i                                
 771958 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:55 1.029  WFC   10.1  180  i                                
 771960 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:58 1.032  WFC   10.1  180  i                                
 771961 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:58 1.032  WFC   10.1  180  i                                
 771962 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:58 1.033  WFC   10.1  180  i                                
 771963 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 02:58 1.033  WFC   10.1  180  i                                
 771964 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 02:59 1.033  WFC   10.1  180  i                                
 771965 WASP12b science   6:30:39.00 +29:39:58.1  2000.00 02:59 1.034  WFC   10.1  180  i                                
 771966 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 02:59 1.034  WFC   10.1  180  i                                
 771967 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:00 1.034  WFC   10.1  180  i                                
 771968 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:00 1.034  WFC   10.1  180  i                                
 771969 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:00 1.035  WFC   10.1  180  i                                
 771970 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:00 1.035  WFC   10.1  180  i                                
 771971 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:01 1.035  WFC   10.1  180  i                                
 771972 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:01 1.036  WFC   10.1  180  i                                
 771973 WASP12b science   6:30:39.00 +29:39:57.8  2000.00 03:01 1.036  WFC   10.4  180  i                                
 771974 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:02 1.036  WFC   10.1  180  i                                
 771975 WASP12b science   6:30:38.99 +29:39:58.1  2000.00 03:02 1.037  WFC   10.1  180  i                                
 771976 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:02 1.037  WFC   10.1  180  i                                
 771977 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:02 1.037  WFC   10.1  180  i                                
 771978 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:03 1.038  WFC   10.1  180  i                                
 771979 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:03 1.038  WFC   10.1  180  i                                
 771980 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:03 1.038  WFC   10.1  180  i                                
 771981 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:04 1.038  WFC   10.1  180  i                                
 771982 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:04 1.039  WFC   10.1  180  i                                
 771983 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:04 1.039  WFC   10.1  180  i                                
 771984 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:04 1.039  WFC   10.1  180  i                                
 771985 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:05 1.040  WFC   10.1  180  i                                
 771986 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:05 1.040  WFC    9.6  180  i                                
 771987 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:05 1.040  WFC   10.1  180  i                                
 771988 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:06 1.041  WFC   10.1  180  i                                
 771989 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:06 1.041  WFC   10.1  180  i                                
 771990 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:06 1.041  WFC   10.1  180  i                                
 771991 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 03:07 1.042  WFC   10.1  180  i                                
 771992 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 03:07 1.042  WFC   10.1  180  i                                
 771993 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 03:07 1.042  WFC   10.1  180  i                                
 771994 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:07 1.043  WFC   10.1  180  i                                
 771995 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 03:08 1.043  WFC   10.1  180  i                                
