 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 772249 WASP12b science   6:30:39.00 +29:39:57.8  2000.00 04:22 1.187  WFC   10.1  180  i                                
 772250 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:22 1.188  WFC   10.1  180  i                                
 772251 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:22 1.188  WFC   10.1  180  i                                
 772252 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:23 1.189  WFC   10.1  180  i                                
 772253 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:23 1.190  WFC   10.0  180  i                                
 772254 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:23 1.191  WFC   10.1  180  i                                
 772255 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:24 1.192  WFC   10.1  180  i                                
 772256 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:24 1.193  WFC   10.1  180  i                                
 772257 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:24 1.194  WFC   10.1  180  i                                
 772258 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:24 1.194  WFC   10.1  180  i                                
 772259 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:25 1.195  WFC   10.1  180  i                                
 772260 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:25 1.196  WFC   10.1  180  i                                
 772261 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:25 1.197  WFC   10.1  180  i                                
 772262 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:26 1.198  WFC   10.1  180  i                                
 772263 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:26 1.199  WFC   10.1  180  i                                
 772264 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:26 1.200  WFC   10.1  180  i                                
 772265 WASP12b science   6:30:39.00 +29:39:57.8  2000.00 04:27 1.201  WFC   10.1  180  i                                
 772266 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:27 1.202  WFC   10.1  180  i                                
 772267 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:27 1.203  WFC   10.1  180  i                                
 772268 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:27 1.203  WFC   10.1  180  i                                
 772269 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:28 1.204  WFC   10.1  180  i                                
 772270 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:28 1.205  WFC   10.1  180  i                                
 772271 WASP12b science   6:30:39.00 +29:39:58.0  2000.00 04:28 1.206  WFC    9.6  180  i                                
 772272 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:29 1.207  WFC   10.1  180  i                                
 772273 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:29 1.208  WFC   10.1  180  i                                
 772274 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:29 1.209  WFC   10.1  180  i                                
 772275 WASP12b science   6:30:39.00 +29:39:57.9  2000.00 04:29 1.210  WFC   10.1  180  i                                
 772276 WASP12b science   6:30:38.99 +29:39:58.0  2000.00 04:30 1.211  WFC   10.1  180  i                                
 772277 WASP12b science   6:30:38.99 +29:39:57.9  2000.00 04:30 1.211  WFC   10.1  180  i                                
 772278 WASP12b science   0:00:00.00 +00:00:00.0  2000.00 04:30 1.212  WFC    9.5  180  i                                
 772279 WASP12b science   0:00:00.00 +00:00:00.0  2000.00 04:31 1.213  WFC   10.1  180  i                                
 772280 WASP12b science   0:00:00.00 +00:00:00.0  2000.00 04:31 1.214  WFC   10.1  180  i                                
 772281 WASP12b science   0:00:00.00 +00:00:00.0  2000.00 04:31 1.215  WFC   10.1  180  i                                
 772282 WASP12b science   0:00:00.00 +00:00:00.0  2000.00 04:31 1.215  WFC   10.1  180  i                                
 772283 WASP12b science   0:00:00.00 +00:00:00.0  2000.00 04:32 1.217  WFC   10.1  180  i                                
 772285 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:49 4.321  WFC    0.0  180  i                                
 772286 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:49 4.321  WFC    0.0  180  i                                
 772287 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:49 4.321  WFC    0.0  180  i                                
 772288 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:49 4.321  WFC    0.0  180  i                                
 772289 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:50 4.321  WFC    0.0  180  i                                
 772290 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:50 4.321  WFC    0.0  180  i                                
 772291 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:50 4.321  WFC    0.0  180  i                                
 772292 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:50 4.321  WFC    0.0  180  i                                
 772293 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:50 4.321  WFC    0.0  180  i                                
 772294 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:50 4.321  WFC    0.0  180  i                                
 772295 WASP12b-bias      0:00:00.00 +00:00:00.0  2000.00 05:50 4.321  WFC    0.0  180  i                                
 772296 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772297 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772298 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772299 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772300 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772301 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772302 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772303 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772304 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772305 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
 772306 GY-Cnc-bias       0:00:00.00 +00:00:00.0  2000.00 05:52 4.321  WFC    0.0  180  i                                
