 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 754543 WASP-1            0:20:40.08 +32:01:13.7  2000.00 04:53 1.074  WFC   85.0  180  i                                
 754544 WASP-1            0:20:40.08 +32:01:13.8  2000.00 04:55 1.077  WFC   85.1  180  i                                
 754545 WASP-1            0:20:40.07 +32:01:13.8  2000.00 04:57 1.080  WFC   85.1  180  i                                
 754546 WASP-1            0:20:40.08 +32:01:13.7  2000.00 04:59 1.084  WFC   85.0  180  i                                
 754547 WASP-1            0:20:40.08 +32:01:13.8  2000.00 05:01 1.087  WFC   85.0  180  i                                
 754548 WASP-1            0:20:40.08 +32:01:13.8  2000.00 05:03 1.091  WFC   84.5  180  i                                
 754549 WASP-1            0:20:40.07 +32:01:13.7  2000.00 05:04 1.094  WFC   85.0  180  i                                
 754550 WASP-1            0:20:40.08 +32:01:13.7  2000.00 05:06 1.097  WFC   85.0  180  i                                
 754551 WASP-1            0:20:40.08 +32:01:13.8  2000.00 05:10 1.104  WFC   85.0  180  i                                
 754552 WASP-1            0:20:40.07 +32:01:13.7  2000.00 05:12 1.108  WFC   85.0  180  i                                
 754553 WASP-1            0:20:40.07 +32:01:13.7  2000.00 05:14 1.111  WFC   85.0  180  i                                
 754554 WASP-1            0:20:40.07 +32:01:13.7  2000.00 05:17 1.116  WFC    4.5  180  i                                
 754555 M31               0:42:44.29 +41:16:08.9  2000.00 05:18 1.096  WFC    5.1  180  i                                
 754556 M31               0:42:44.30 +41:16:08.9  2000.00 05:22 1.105  WFC  300.0  180  i                                
 754558 M31               0:42:44.30 +41:16:09.0  2000.00 05:34 1.130  WFC  599.2  180  r                                
 754559 M31               0:42:44.28 +41:16:09.0  2000.00 05:46 1.148  WFC  300.0  180  r                                
 754560 M31               0:42:44.29 +41:16:09.0  2000.00 05:53 1.161  WFC  199.9  180  r                                
 754561 M31               0:42:44.30 +41:16:08.9  2000.00 05:57 1.171  WFC  239.9  180  i                                
 754562 M31               0:42:44.29 +41:16:09.0  2000.00 06:02 1.181  WFC  180.0  180  i                                
 754563 M31               0:42:44.29 +41:16:09.0  2000.00 06:06 1.189  WFC  120.0  180  i                                
 754564 Flat field        4:29:44.99 +54:15:36.0  2000.00 06:10 1.141  WFC   60.0  180  r                                
 754565 Flat field        4:29:45.00 +54:15:36.0  2000.00 06:12 1.139  WFC   25.1  180  r                                
 754566 Flat field        4:29:45.00 +54:15:35.9  2000.00 06:14 1.138  WFC    9.5  180  r                                
 754567 Flat field        4:29:44.99 +54:15:35.9  2000.00 06:15 1.137  WFC   12.1  180  r                                
 754568 Flat field        4:29:45.00 +54:15:36.0  2000.00 06:16 1.136  WFC   12.1  180  i                                
 754569 Flat field        4:29:45.00 +54:15:35.9  2000.00 06:18 1.134  WFC    6.1  180  i                                
 754570 Flat field        4:29:44.99 +54:15:36.0  2000.00 06:19 1.134  WFC    2.1  180  i                                
 754571 Flat field        4:29:47.28 +54:15:56.2  2000.00 06:20 1.133  WFC    2.1  180  i                                
 754572 Flat field        4:29:46.13 +54:15:46.1  2000.00 06:21 1.132  WFC    2.1  180  i                                
 754573 Flat field        4:29:46.71 +54:16:01.3  2000.00 06:22 1.131  WFC    2.1  180  i                                
 754574 Flat field        4:29:46.71 +54:16:01.0  2000.00 06:23 1.131  WFC    2.1  180  r                                
 754576 Flat field        4:29:47.28 +54:15:56.1  2000.00 06:24 1.130  WFC    2.1  180  r                                
 754577 Flat field        4:29:47.28 +54:15:55.9  2000.00 06:25 1.129  WFC    2.1  180  i                                
