INT OBSERVING LOG (ISAAC NEWTON GROUP, LA PALMA) generated 2004 08 21 07:26

TELESCOPE             INT
DATE                  20040820
OBSERVER/S            Amornrat
PROGRAMME             IPHAS
PROPOSAL REF          IPHAS     
TELESCOPE OPERATOR    none
SUPPORT ASTRONOMER    none

TEL STATION / FOCUS    / 
INSTRUMENT/S          WFC

SUNSET (UT)           19:54
EVENING TWILIGHT (UT) 21:10
MORNING TWILIGHT (UT) 05:21
SUNRISE (UT)          06:36
%ILLUM. LUNAR DISK    24
DARK TIME (HRS)       08:11
TWILIGHT TIME (HRS)   02:31
MOONRISE (UT)         No moonrise within sunset-sunrise
MOONSET (UT)          22:38

 UT     AirT  Hum   Wspd  Gust  Wdir  Press   LocT  int.T   Mirr  LocRH int.RH
        degC   %    km/s  km/s  deg   mbar    degC   degC   degC    %     %
20:00  14.2   18    22.4  23.2  273   772.9   14.2  17.8    16.6   18    17 
21:00  13.3   14    24.9  25.6  277   772.9   13.3  15.7    16.6   14    11 
22:00  12.8   23    23.6  24.5  289   773.3   12.8  14.6    16.6   23    18 
23:00  13.7   30    24.2  24.9  282   773.7   13.7  14.9    16.3   30    29 
00:00  13.8   27    27.6  28.5  273   773.6   13.8  14.8    16.4   27    26 
01:00  14.1   25    30.8  31.8  276   773.4   14.1  15.0    16.3   25    25 
02:00  13.7   25    17.9  20.1  306   773.1   13.7  15.0    16.2   25    24 
03:00  13.4   27    19.2  20.9  301   772.4   13.4  14.6    16.1   27    26 
04:00  13.5   26    11.9  12.2  317   772.1   13.5  14.7    16.2   26    26 
05:00  14.2   22     3.7   3.9   23   772.0   14.2  14.3    16.1   22    23 
06:00  13.6   21     0.0   0.0  278   771.7   13.6  14.3    16.1   21    22 

TIME LOST weather           00:00
TIME LOST Technical         01:15
TIME LOST Other             00:00

WEATHER CONDITIONS (eg transparancy, dust, %cloud cover, seeing):
Clear, seeing < 1" during the night 

COMMENTS (causes of time lost, setup information eg CCD windows):
filter wheel doesn't move, can't change filter from INT wide-field camera window



 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 417448 Bias              8:19:59.99 +19:59:59.9 A        12:02 1.018  WFC    0.0  180  R                                
 417449 Flat field       17:00:00.00 +41:00:00.0 J2000.00 19:59 1.024  WFC    3.4  180  Halpha                           
 417450 Flat field       17:00:00.88 +41:00:09.9 J2000.00 20:01 1.024  WFC    3.8  180  Halpha                           
 417451 Flat field       17:00:00.88 +40:59:50.0 J2000.00 20:02 1.024  WFC    4.6  180  Halpha                           
 417452 Flat field       16:59:59.11 +40:59:49.9 J2000.00 20:03 1.024  WFC    5.5  180  Halpha                           
 417453 Flat field       16:59:59.11 +41:00:09.9 J2000.00 20:05 1.024  WFC    8.3  180  Halpha                           
 417454 Flat field       17:00:00.00 +41:00:00.0 J2000.00 20:09 1.023  WFC    3.5  180  r                                
 417455 Flat field       17:00:00.88 +41:00:10.0 J2000.00 20:10 1.023  WFC    4.0  180  r                                
 417456 Flat field       16:59:59.11 +41:00:10.0 J2000.00 20:11 1.023  WFC    5.5  180  r                                
 417457 Flat field       16:59:58.23 +41:00:09.9 J2000.00 20:12 1.023  WFC    6.2  180  r                                
 417458 Flat field       17:00:00.88 +40:59:50.0 J2000.00 20:14 1.023  WFC    9.3  180  r                                
 417459 Flat field       16:59:59.99 +41:00:00.0 J2000.00 20:15 1.023  WFC   12.7  180  i                                
 417460 Flat field       17:00:00.88 +41:00:10.0 J2000.00 20:16 1.023  WFC   17.9  180  i                                
 417461 Flat field       17:00:00.88 +40:59:49.9 J2000.00 20:18 1.023  WFC   26.1  180  i                                
 417462 Flat field       16:59:59.11 +41:00:09.9 J2000.00 20:19 1.023  WFC   34.7  180  i                                
 417463 Flat field       16:59:59.11 +40:59:49.9 J2000.00 20:21 1.024  WFC   54.9  180  i                                
 417464 Focus run        17:20:23.28 +57:56:31.0 J2000.00 20:35 1.145  WFC   10.1  180  r                                
 417465 ST_Draco Ha      17:20:23.28 +57:54:01.1 J2000.00 20:47 1.146  WFC  120.0  180  Halpha                           
 417466 ST_Draco r       17:20:23.28 +57:54:01.1 J2000.00 20:50 1.146  WFC   30.1  180  r                                
 417467 ST_Draco i       17:20:23.28 +57:54:01.0 J2000.00 20:51 1.146  WFC    9.5  180  i                                
 417468 ST_PG1633 Ha     16:35:35.03 +09:46:48.9 J2000.00 20:54 1.098  WFC  120.0  180  Halpha                           
 417469 ST_PG1633 r      16:35:35.04 +09:46:48.9 J2000.00 20:56 1.101  WFC   30.0  180  r                                
 417470 ST_PG1633 i      16:35:35.04 +09:46:48.9 J2000.00 20:57 1.102  WFC    9.5  180  i                                
 417471 ST_L111_773 Ha   19:37:15.59 +00:13:17.0 J2000.00 21:03 1.272  WFC  120.1  180  Halpha                           
 417472 ST_L111_773 r    19:37:15.60 +00:13:16.9 J2000.00 21:06 1.267  WFC   30.1  180  r                                
 417473 ST_L111_773 i    19:37:15.60 +00:13:16.9 J2000.00 21:07 1.264  WFC   10.1  180  i                                
 417474 intphas_4827o Ha 19:22:08.17 +16:10:00.1 J2000.00 21:09 1.089  WFC  119.5  180  Halpha                           
 417475 intphas_4827o r  19:22:08.18 +16:09:59.9 J2000.00 21:11 1.086  WFC   29.6  180  r                                
 417476 intphas_4827o i  19:22:08.17 +16:09:59.9 J2000.00 21:12 1.085  WFC   10.1  180  i                                
 417477 intphas_4828 Ha  19:21:47.85 +10:12:59.8 J2000.00 21:13 1.116  WFC  120.0  180  Halpha                           
 417478 intphas_4828 r   19:21:47.85 +10:13:00.0 J2000.00 21:16 1.113  WFC   30.1  180  r                                
 417479 intphas_4828 i   19:21:47.86 +10:13:00.0 J2000.00 21:17 1.112  WFC   10.1  180  i                                
 417480 intphas_4828o Ha 19:22:08.18 +10:18:00.0 J2000.00 21:18 1.109  WFC  120.0  180  Halpha                           
 417481 intphas_4828o r  19:22:08.18 +10:17:59.9 J2000.00 21:21 1.106  WFC   30.1  180  r                                
 417482 intphas_4828o i  19:22:08.19 +10:17:59.9 J2000.00 21:22 1.104  WFC   10.1  180  i                                
 417483 intphas_4829 Ha  19:21:48.49 +11:41:00.0 J2000.00 21:23 1.092  WFC  120.0  180  Halpha                           
 417484 intphas_4829 r   19:21:48.50 +11:40:59.9 J2000.00 21:26 1.090  WFC   30.0  180  r                                
 417485 intphas_4829 i   19:21:48.49 +11:41:00.0 J2000.00 21:27 1.088  WFC   10.1  180  i                                
 417486 intphas_4829o Ha 19:22:08.92 +11:46:00.0 J2000.00 21:28 1.086  WFC  120.0  180  Halpha                           
 417487 intphas_4829o r  19:22:08.93 +11:46:00.0 J2000.00 21:31 1.083  WFC   30.0  180  r                                
 417488 intphas_4829o i  19:22:08.93 +11:45:59.9 J2000.00 21:32 1.082  WFC   10.1  180  i                                
 417489 intphas_4830 Ha  19:21:48.57 +14:37:00.1 J2000.00 21:33 1.064  WFC  119.0  180  Halpha                           
 417490 intphas_4830 r   19:21:48.57 +14:37:00.0 J2000.00 21:36 1.062  WFC   30.1  180  r                                
 417491 intphas_4830 i   19:21:48.56 +14:36:59.9 J2000.00 21:37 1.061  WFC   10.1  180  i                                
 417492 intphas_4830o Ha 19:22:09.24 +14:42:00.0 J2000.00 21:38 1.059  WFC  120.0  180  Halpha                           
 417493 intphas_4830o r  19:22:09.24 +14:41:59.9 J2000.00 21:40 1.057  WFC   30.1  180  r                                
 417494 intphas_4830o i  19:22:09.25 +14:42:00.0 J2000.00 21:42 1.056  WFC   10.1  180  i                                
 417495 intphas_4831 Ha  19:21:48.79 +13:08:59.8 J2000.00 21:42 1.062  WFC  120.0  180  Halpha                           
 417496 intphas_4831 r   19:21:48.79 +13:09:00.0 J2000.00 21:45 1.060  WFC   30.1  180  r                                
 417497 intphas_4831 i   19:21:48.80 +13:09:00.0 J2000.00 21:46 1.059  WFC   10.1  180  i                                
 417498 intphas_4831o Ha 19:22:09.35 +13:14:00.0 J2000.00 21:47 1.057  WFC  120.0  180  Halpha                           
 417499 intphas_4831o r  19:22:09.35 +13:13:59.9 J2000.00 21:50 1.056  WFC   30.1  180  r                                
 417500 intphas_4831o i  19:22:09.34 +13:14:00.0 J2000.00 21:51 1.055  WFC   10.1  180  i                                
 417501 intphas_4835 Ha  19:22:24.13 +19:34:00.0 J2000.00 21:52 1.027  WFC  120.1  180  Halpha                           
 417502 intphas_4835 r   19:22:24.12 +19:33:59.9 J2000.00 21:55 1.026  WFC   30.0  180  r                                
 417503 intphas_4835 i   19:22:24.13 +19:33:59.8 J2000.00 21:56 1.025  WFC   10.1  180  i                                
 417504 intphas_4835o Ha 19:22:45.37 +19:38:59.9 J2000.00 21:57 1.024  WFC  120.0  180  Halpha                           
 417505 intphas_4835o r  19:22:45.37 +19:38:59.9 J2000.00 22:00 1.023  WFC   30.1  180  r                                
 417506 intphas_4835o i  19:22:45.37 +19:38:59.9 J2000.00 22:01 1.022  WFC   10.1  180  i                                
 417507 intphas_4836 Ha  19:22:28.41 +18:05:59.9 J2000.00 22:02 1.026  WFC  120.0  180  Halpha                           
 417508 intphas_4836 r   19:22:28.41 +18:06:00.0 J2000.00 22:05 1.025  WFC   30.1  180  r                                
 417509 intphas_4836 i   19:22:28.41 +18:05:59.9 J2000.00 22:06 1.025  WFC   10.1  180  i                                
 417510 intphas_4836o Ha 19:22:49.47 +18:11:00.0 J2000.00 22:07 1.024  WFC  120.0  180  Halpha                           
 417511 intphas_4836o r  19:22:49.46 +18:11:00.0 J2000.00 22:10 1.023  WFC   30.1  180  r                                
 417512 intphas_4836o i  19:22:49.46 +18:11:00.0 J2000.00 22:11 1.022  WFC   10.1  180  i                                
 417513 intphas_4840 Ha  19:22:31.06 +16:38:00.0 J2000.00 22:12 1.027  WFC  120.0  180  Halpha                           
 417514 intphas_4840 r   19:22:31.06 +16:38:00.0 J2000.00 22:14 1.026  WFC   30.1  180  r                                
 417515 intphas_4840 i   19:22:31.06 +16:38:00.0 J2000.00 22:16 1.026  WFC   10.1  180  i                                
 417516 intphas_4840o Ha 19:22:51.94 +16:43:00.0 J2000.00 22:16 1.025  WFC  120.0  180  Halpha                           
 417517 intphas_4840o r  19:22:51.94 +16:42:59.9 J2000.00 22:19 1.025  WFC   30.1  180  r                                
 417518 intphas_4840o i  19:22:51.94 +16:43:00.0 J2000.00 22:20 1.024  WFC   10.1  180  i                                
 417519 intphas_4842 Ha  19:22:32.05 +10:45:59.9 J2000.00 22:21 1.053  WFC  120.0  180  Halpha                           
 417520 intphas_4842 r   19:22:32.05 +10:46:00.0 J2000.00 22:24 1.052  WFC   30.1  180  r                                
 417521 intphas_4842 i   19:22:32.05 +10:46:00.0 J2000.00 22:25 1.052  WFC   10.1  180  i                                
