 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 692312 Bias              0:00:00.00 +00:00:00.0  2009.69 15:14 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692313 Bias              0:00:00.00 +00:00:00.0  2009.69 15:15 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692314 Bias              0:00:00.00 +00:00:00.0  2009.69 15:15 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692315 Bias              0:00:00.00 +00:00:00.0  2009.69 15:16 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692316 Bias              0:00:00.00 +00:00:00.0  2009.69 15:16 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692317 Bias              0:00:00.00 +00:00:00.0  2009.69 15:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692318 Bias              0:00:00.00 +00:00:00.0  2009.69 15:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692319 Bias              0:00:00.00 +00:00:00.0  2009.69 15:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692320 Bias              0:00:00.00 +00:00:00.0  2009.69 15:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692321 Bias              0:00:00.00 +00:00:00.0  2009.69 15:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692322 Bias              0:00:00.00 +00:00:00.0  2009.69 15:19 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692323 Bias              0:00:00.00 +00:00:00.0  2009.69 15:19 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692324 Bias              0:00:00.00 +00:00:00.0  2009.69 15:20 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692325 Bias              0:00:00.00 +00:00:00.0  2009.69 15:20 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692326 Bias              0:00:00.00 +00:00:00.0  2009.69 15:21 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692327 Bias              0:00:00.00 +00:00:00.0  2009.69 15:21 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692328 Bias              0:00:00.00 +00:00:00.0  2009.69 15:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692329 Bias              0:00:00.00 +00:00:00.0  2009.69 15:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692330 Bias              0:00:00.00 +00:00:00.0  2009.69 15:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692331 Bias              0:00:00.00 +00:00:00.0  2009.69 15:23 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692332 Bias              0:00:00.00 +00:00:00.0  2009.69 15:23 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692333 Bias              0:00:00.00 +00:00:00.0  2009.69 15:24 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692334 Bias              0:00:00.00 +00:00:00.0  2009.69 15:24 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692335 Bias              0:00:00.00 +00:00:00.0  2009.69 15:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692336 Bias              0:00:00.00 +00:00:00.0  2009.69 15:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692337 Bias              0:00:00.00 +00:00:00.0  2009.69 15:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692338 Bias              0:00:00.00 +00:00:00.0  2009.69 15:26 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692339 Bias              0:00:00.00 +00:00:00.0  2009.69 15:26 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692340 Bias              0:00:00.00 +00:00:00.0  2009.69 15:27 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692341 Bias              0:00:00.00 +00:00:00.0  2009.69 15:27 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692342 Bias              0:00:00.00 +00:00:00.0  2009.69 15:28 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692343 Bias              0:00:00.00 +00:00:00.0  2009.69 15:28 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692344 Bias              0:00:00.00 +00:00:00.0  2009.69 15:29 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692345 Bias              0:00:00.00 +00:00:00.0  2009.69 15:29 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692346 Bias              0:00:00.00 +00:00:00.0  2009.69 15:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692347 Bias              0:00:00.00 +00:00:00.0  2009.69 15:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692348 Bias              0:00:00.00 +00:00:00.0  2009.69 15:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692349 Bias              0:00:00.00 +00:00:00.0  2009.69 15:31 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692350 Bias              0:00:00.00 +00:00:00.0  2009.69 15:32 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692351 Bias              0:00:00.00 +00:00:00.0  2009.69 15:32 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692352 Bias              0:00:00.00 +00:00:00.0  2009.69 15:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692353 Bias              0:00:00.00 +00:00:00.0  2009.69 15:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692354 Bias              0:00:00.00 +00:00:00.0  2009.69 15:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692355 Bias              0:00:00.00 +00:00:00.0  2009.69 15:34 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692356 Bias              0:00:00.00 +00:00:00.0  2009.69 15:34 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692357 Bias              0:00:00.00 +00:00:00.0  2009.69 15:35 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692358 Bias              0:00:00.00 +00:00:00.0  2009.69 15:35 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692359 Bias              0:00:00.00 +00:00:00.0  2009.69 15:36 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692360 Bias              0:00:00.00 +00:00:00.0  2009.69 15:36 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692361 Bias              0:00:00.00 +00:00:00.0  2009.69 15:37 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692362 Bias              0:00:00.00 +00:00:00.0  2009.69 15:37 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692363 Bias              0:00:00.00 +00:00:00.0  2009.69 15:38 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692364 Bias              0:00:00.00 +00:00:00.0  2009.69 15:38 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692365 Bias              0:00:00.00 +00:00:00.0  2009.69 15:38 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692366 Bias              0:00:00.00 +00:00:00.0  2009.69 15:39 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692367 Bias              0:00:00.00 +00:00:00.0  2009.69 15:39 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692368 Bias              0:00:00.00 +00:00:00.0  2009.69 15:40 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692369 Bias              0:00:00.00 +00:00:00.0  2009.69 15:40 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692370 Bias              0:00:00.00 +00:00:00.0  2009.69 15:41 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692371 Bias              0:00:00.00 +00:00:00.0  2009.69 15:41 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692372 Bias              0:00:00.00 +00:00:00.0  2009.69 15:42 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692373 Bias              0:00:00.00 +00:00:00.0  2009.69 15:42 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692374 Bias              0:00:00.00 +00:00:00.0  2009.69 15:43 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692375 Bias              0:00:00.00 +00:00:00.0  2009.69 15:43 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692376 Bias              0:00:00.00 +00:00:00.0  2009.69 15:43 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692377 Bias              0:00:00.00 +00:00:00.0  2009.69 15:44 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692378 Bias              0:00:00.00 +00:00:00.0  2009.69 15:44 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692379 Bias              0:00:00.00 +00:00:00.0  2009.69 15:45 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692380 Bias              0:00:00.00 +00:00:00.0  2009.69 15:45 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692381 Bias              0:00:00.00 +00:00:00.0  2009.69 15:46 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692382 Bias              0:00:00.00 +00:00:00.0  2009.69 15:46 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692383 Bias              0:00:00.00 +00:00:00.0  2009.69 15:47 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692384 Bias              0:00:00.00 +00:00:00.0  2009.69 15:47 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692385 Bias              0:00:00.00 +00:00:00.0  2009.69 15:48 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692386 Bias              0:00:00.00 +00:00:00.0  2009.69 15:48 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692387 Bias              0:00:00.00 +00:00:00.0  2009.69 15:48 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692388 Bias              0:00:00.00 +00:00:00.0  2009.69 15:49 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692389 Bias              0:00:00.00 +00:00:00.0  2009.69 15:49 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692390 Bias              0:00:00.00 +00:00:00.0  2009.69 15:50 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692391 Bias              0:00:00.00 +00:00:00.0  2009.69 15:50 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692392 Bias              0:00:00.00 +00:00:00.0  2009.69 15:51 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692393 Bias              0:00:00.00 +00:00:00.0  2009.69 15:51 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692394 Bias              0:00:00.00 +00:00:00.0  2009.69 15:52 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692395 Bias              0:00:00.00 +00:00:00.0  2009.69 15:52 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692396 Bias              0:00:00.00 +00:00:00.0  2009.69 15:53 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692397 Bias              0:00:00.00 +00:00:00.0  2009.69 15:53 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692398 Bias              0:00:00.00 +00:00:00.0  2009.69 15:53 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692399 Bias              0:00:00.00 +00:00:00.0  2009.69 15:54 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692400 Bias              0:00:00.00 +00:00:00.0  2009.69 15:54 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692401 Bias              0:00:00.00 +00:00:00.0  2009.69 15:55 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692402 Bias              0:00:00.00 +00:00:00.0  2009.69 15:55 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692403 Bias              0:00:00.00 +00:00:00.0  2009.69 15:56 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692404 Bias              0:00:00.00 +00:00:00.0  2009.69 15:56 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692405 Bias              0:00:00.00 +00:00:00.0  2009.69 15:57 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692406 Bias              0:00:00.00 +00:00:00.0  2009.69 15:57 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692407 Bias              0:00:00.00 +00:00:00.0  2009.69 15:57 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692408 Bias              0:00:00.00 +00:00:00.0  2009.69 15:58 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692409 Bias              0:00:00.00 +00:00:00.0  2009.69 15:58 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692410 Bias              0:00:00.00 +00:00:00.0  2009.69 15:59 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692411 Bias              0:00:00.00 +00:00:00.0  2009.69 15:59 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692412 Bias              0:00:00.00 +00:00:00.0  2009.69 16:00 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692413 Bias              0:00:00.00 +00:00:00.0  2009.69 16:00 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692414 Bias              0:00:00.00 +00:00:00.0  2009.69 16:01 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692415 Bias              0:00:00.00 +00:00:00.0  2009.69 16:01 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692416 Bias              0:00:00.00 +00:00:00.0  2009.69 16:01 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692417 Bias              0:00:00.00 +00:00:00.0  2009.69 16:02 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692418 Bias              0:00:00.00 +00:00:00.0  2009.69 16:02 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692419 Bias              0:00:00.00 +00:00:00.0  2009.69 16:03 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692420 Bias              0:00:00.00 +00:00:00.0  2009.69 16:03 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692421 Bias              0:00:00.00 +00:00:00.0  2009.69 16:04 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692422 Bias              0:00:00.00 +00:00:00.0  2009.69 16:04 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692423 Bias              0:00:00.00 +00:00:00.0  2009.69 16:05 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692424 Bias              0:00:00.00 +00:00:00.0  2009.69 16:05 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692425 Bias              0:00:00.00 +00:00:00.0  2009.69 16:05 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692426 Bias              0:00:00.00 +00:00:00.0  2009.69 16:06 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692427 Bias              0:00:00.00 +00:00:00.0  2009.69 16:06 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692428 Bias              0:00:00.00 +00:00:00.0  2009.69 16:07 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692429 Bias              0:00:00.00 +00:00:00.0  2009.69 16:07 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692430 Bias              0:00:00.00 +00:00:00.0  2009.69 16:08 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692431 Bias              0:00:00.00 +00:00:00.0  2009.69 16:08 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692432 Bias              0:00:00.00 +00:00:00.0  2009.69 16:09 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692433 Bias              0:00:00.00 +00:00:00.0  2009.69 16:09 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692434 Bias              0:00:00.00 +00:00:00.0  2009.69 16:09 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692435 Bias              0:00:00.00 +00:00:00.0  2009.69 16:10 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692436 Bias              0:00:00.00 +00:00:00.0  2009.69 16:10 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692437 Bias              0:00:00.00 +00:00:00.0  2009.69 16:11 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692438 Bias              0:00:00.00 +00:00:00.0  2009.69 16:11 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692439 Bias              0:00:00.00 +00:00:00.0  2009.69 16:12 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692440 Bias              0:00:00.00 +00:00:00.0  2009.69 16:12 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692441 Bias              0:00:00.00 +00:00:00.0  2009.69 16:13 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692442 Bias              0:00:00.00 +00:00:00.0  2009.69 16:13 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692443 Bias              0:00:00.00 +00:00:00.0  2009.69 16:14 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692444 Bias              0:00:00.00 +00:00:00.0  2009.69 16:14 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692445 Bias              0:00:00.00 +00:00:00.0  2009.69 16:14 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692446 Bias              0:00:00.00 +00:00:00.0  2009.69 16:15 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692447 Bias              0:00:00.00 +00:00:00.0  2009.69 16:15 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692448 Bias              0:00:00.00 +00:00:00.0  2009.69 16:16 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692449 Bias              0:00:00.00 +00:00:00.0  2009.69 16:16 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692450 Bias              0:00:00.00 +00:00:00.0  2009.69 16:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692451 Bias              0:00:00.00 +00:00:00.0  2009.69 16:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692452 Bias              0:00:00.00 +00:00:00.0  2009.69 16:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692453 Bias              0:00:00.00 +00:00:00.0  2009.69 16:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692454 Bias              0:00:00.00 +00:00:00.0  2009.69 16:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692455 Bias              0:00:00.00 +00:00:00.0  2009.69 16:19 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692456 Bias              0:00:00.00 +00:00:00.0  2009.69 16:19 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692457 Bias              0:00:00.00 +00:00:00.0  2009.69 16:20 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692458 Bias              0:00:00.00 +00:00:00.0  2009.69 16:20 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692459 Bias              0:00:00.00 +00:00:00.0  2009.69 16:21 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692460 Bias              0:00:00.00 +00:00:00.0  2009.69 16:21 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692461 Bias              0:00:00.00 +00:00:00.0  2009.69 16:21 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692462 Bias              0:00:00.00 +00:00:00.0  2009.69 16:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692463 Bias              0:00:00.00 +00:00:00.0  2009.69 16:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692464 Bias              0:00:00.00 +00:00:00.0  2009.69 16:23 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692465 Bias              0:00:00.00 +00:00:00.0  2009.69 16:23 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692466 Bias              0:00:00.00 +00:00:00.0  2009.69 16:24 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692467 Bias              0:00:00.00 +00:00:00.0  2009.69 16:24 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692468 Bias              0:00:00.00 +00:00:00.0  2009.69 16:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692469 Bias              0:00:00.00 +00:00:00.0  2009.69 16:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692470 Bias              0:00:00.00 +00:00:00.0  2009.69 16:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692471 Bias              0:00:00.00 +00:00:00.0  2009.69 16:26 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692472 Bias              0:00:00.00 +00:00:00.0  2009.69 16:26 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692473 Bias              0:00:00.00 +00:00:00.0  2009.69 16:27 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692474 Bias              0:00:00.00 +00:00:00.0  2009.69 16:27 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692475 Bias              0:00:00.00 +00:00:00.0  2009.69 16:28 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692476 Bias              0:00:00.00 +00:00:00.0  2009.69 16:28 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692477 Bias              0:00:00.00 +00:00:00.0  2009.69 16:29 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692478 Bias              0:00:00.00 +00:00:00.0  2009.69 16:29 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692479 Bias              0:00:00.00 +00:00:00.0  2009.69 16:29 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692480 Bias              0:00:00.00 +00:00:00.0  2009.69 16:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692481 Bias              0:00:00.00 +00:00:00.0  2009.69 16:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692482 Bias              0:00:00.00 +00:00:00.0  2009.69 16:31 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692483 Bias              0:00:00.00 +00:00:00.0  2009.69 16:31 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692484 Bias              0:00:00.00 +00:00:00.0  2009.69 16:32 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692485 Bias              0:00:00.00 +00:00:00.0  2009.69 16:32 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692486 Bias              0:00:00.00 +00:00:00.0  2009.69 16:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692487 Bias              0:00:00.00 +00:00:00.0  2009.69 16:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692488 Bias              0:00:00.00 +00:00:00.0  2009.69 16:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692489 Bias              0:00:00.00 +00:00:00.0  2009.69 16:34 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692490 Bias              0:00:00.00 +00:00:00.0  2009.69 16:34 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692491 Bias              0:00:00.00 +00:00:00.0  2009.69 16:35 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692492 Bias              0:00:00.00 +00:00:00.0  2009.69 16:35 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692493 Bias              0:00:00.00 +00:00:00.0  2009.69 16:36 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692494 Bias              0:00:00.00 +00:00:00.0  2009.69 16:36 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692495 Bias              0:00:00.00 +00:00:00.0  2009.69 16:37 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692496 Bias              0:00:00.00 +00:00:00.0  2009.69 16:37 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692497 Bias              0:00:00.00 +00:00:00.0  2009.69 16:37 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692498 Bias              0:00:00.00 +00:00:00.0  2009.69 16:38 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692499 Bias              0:00:00.00 +00:00:00.0  2009.69 16:38 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692500 Bias              0:00:00.00 +00:00:00.0  2009.69 16:39 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692501 Bias              0:00:00.00 +00:00:00.0  2009.69 16:39 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692502 Bias              0:00:00.00 +00:00:00.0  2009.69 16:40 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692503 Bias              0:00:00.00 +00:00:00.0  2009.69 16:40 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692504 Bias              0:00:00.00 +00:00:00.0  2009.69 16:41 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692505 Bias              0:00:00.00 +00:00:00.0  2009.69 16:41 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692506 Bias              0:00:00.00 +00:00:00.0  2009.69 16:41 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692507 Bias              0:00:00.00 +00:00:00.0  2009.69 16:42 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
