 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 692508 Bias              0:00:00.00 +00:00:00.0  2009.69 16:42 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692509 Bias              0:00:00.00 +00:00:00.0  2009.69 16:43 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692510 Bias              0:00:00.00 +00:00:00.0  2009.69 16:43 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692511 Bias              0:00:00.00 +00:00:00.0  2009.69 16:44 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692512 Bias              0:00:00.00 +00:00:00.0  2009.69 16:44 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692513 Bias              0:00:00.00 +00:00:00.0  2009.69 16:45 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692514 Bias              0:00:00.00 +00:00:00.0  2009.69 16:45 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692515 Bias              0:00:00.00 +00:00:00.0  2009.69 16:45 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692516 Bias              0:00:00.00 +00:00:00.0  2009.69 16:46 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692517 Bias              0:00:00.00 +00:00:00.0  2009.69 16:46 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692518 Bias              0:00:00.00 +00:00:00.0  2009.69 16:47 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692519 Bias              0:00:00.00 +00:00:00.0  2009.69 16:47 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692520 Bias              0:00:00.00 +00:00:00.0  2009.69 16:48 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692521 Bias              0:00:00.00 +00:00:00.0  2009.69 16:48 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692522 Bias              0:00:00.00 +00:00:00.0  2009.69 16:49 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692523 Bias              0:00:00.00 +00:00:00.0  2009.69 16:49 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692524 Bias              0:00:00.00 +00:00:00.0  2009.69 16:49 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692525 Bias              0:00:00.00 +00:00:00.0  2009.69 16:50 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692526 Bias              0:00:00.00 +00:00:00.0  2009.69 16:50 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692527 Bias              0:00:00.00 +00:00:00.0  2009.69 16:51 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692528 Bias              0:00:00.00 +00:00:00.0  2009.69 16:51 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692529 Bias              0:00:00.00 +00:00:00.0  2009.69 16:52 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692530 Bias              0:00:00.00 +00:00:00.0  2009.69 16:52 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692531 Bias              0:00:00.00 +00:00:00.0  2009.69 16:53 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692532 Bias              0:00:00.00 +00:00:00.0  2009.69 16:53 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692533 Bias              0:00:00.00 +00:00:00.0  2009.69 16:53 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692534 Bias              0:00:00.00 +00:00:00.0  2009.69 16:54 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692535 Bias              0:00:00.00 +00:00:00.0  2009.69 16:54 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692536 Bias              0:00:00.00 +00:00:00.0  2009.69 16:55 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692537 Bias              0:00:00.00 +00:00:00.0  2009.69 16:55 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692538 Bias              0:00:00.00 +00:00:00.0  2009.69 16:56 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692539 Bias              0:00:00.00 +00:00:00.0  2009.69 16:56 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692540 Bias              0:00:00.00 +00:00:00.0  2009.69 16:57 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692541 Bias              0:00:00.00 +00:00:00.0  2009.69 16:57 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692542 Bias              0:00:00.00 +00:00:00.0  2009.69 16:57 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692543 Bias              0:00:00.00 +00:00:00.0  2009.69 16:58 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692544 Bias              0:00:00.00 +00:00:00.0  2009.69 16:58 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692545 Bias              0:00:00.00 +00:00:00.0  2009.69 16:59 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692546 Bias              0:00:00.00 +00:00:00.0  2009.69 16:59 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692547 Bias              0:00:00.00 +00:00:00.0  2009.69 17:00 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692548 Bias              0:00:00.00 +00:00:00.0  2009.69 17:00 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692549 Bias              0:00:00.00 +00:00:00.0  2009.69 17:01 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692550 Bias              0:00:00.00 +00:00:00.0  2009.69 17:01 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692551 Bias              0:00:00.00 +00:00:00.0  2009.69 17:01 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692552 Bias              0:00:00.00 +00:00:00.0  2009.69 17:02 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692553 Bias              0:00:00.00 +00:00:00.0  2009.69 17:02 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692554 Bias              0:00:00.00 +00:00:00.0  2009.69 17:03 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692555 Bias              0:00:00.00 +00:00:00.0  2009.69 17:03 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692556 Bias              0:00:00.00 +00:00:00.0  2009.69 17:04 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692557 Bias              0:00:00.00 +00:00:00.0  2009.69 17:04 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692558 Bias              0:00:00.00 +00:00:00.0  2009.69 17:05 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692559 Bias              0:00:00.00 +00:00:00.0  2009.69 17:05 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692560 Bias              0:00:00.00 +00:00:00.0  2009.69 17:05 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692561 Bias              0:00:00.00 +00:00:00.0  2009.69 17:06 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692562 Bias              0:00:00.00 +00:00:00.0  2009.69 17:06 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692563 Bias              0:00:00.00 +00:00:00.0  2009.69 17:07 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692564 Bias              0:00:00.00 +00:00:00.0  2009.69 17:07 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692565 Bias              0:00:00.00 +00:00:00.0  2009.69 17:08 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692566 Bias              0:00:00.00 +00:00:00.0  2009.69 17:08 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692567 Bias              0:00:00.00 +00:00:00.0  2009.69 17:09 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692568 Bias              0:00:00.00 +00:00:00.0  2009.69 17:09 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692569 Bias              0:00:00.00 +00:00:00.0  2009.69 17:10 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692570 Bias              0:00:00.00 +00:00:00.0  2009.69 17:10 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692571 Bias              0:00:00.00 +00:00:00.0  2009.69 17:10 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692572 Bias              0:00:00.00 +00:00:00.0  2009.69 17:11 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692573 Bias              0:00:00.00 +00:00:00.0  2009.69 17:11 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692574 Bias              0:00:00.00 +00:00:00.0  2009.69 17:12 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692575 Bias              0:00:00.00 +00:00:00.0  2009.69 17:12 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692576 Bias              0:00:00.00 +00:00:00.0  2009.69 17:13 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692577 Bias              0:00:00.00 +00:00:00.0  2009.69 17:13 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692578 Bias              0:00:00.00 +00:00:00.0  2009.69 17:13 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692579 Bias              0:00:00.00 +00:00:00.0  2009.69 17:14 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692580 Bias              0:00:00.00 +00:00:00.0  2009.69 17:14 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692581 Bias              0:00:00.00 +00:00:00.0  2009.69 17:15 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692582 Bias              0:00:00.00 +00:00:00.0  2009.69 17:15 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692583 Bias              0:00:00.00 +00:00:00.0  2009.69 17:16 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692584 Bias              0:00:00.00 +00:00:00.0  2009.69 17:16 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692585 Bias              0:00:00.00 +00:00:00.0  2009.69 17:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692586 Bias              0:00:00.00 +00:00:00.0  2009.69 17:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692587 Bias              0:00:00.00 +00:00:00.0  2009.69 17:17 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692588 Bias              0:00:00.00 +00:00:00.0  2009.69 17:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692589 Bias              0:00:00.00 +00:00:00.0  2009.69 17:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692590 Bias              0:00:00.00 +00:00:00.0  2009.69 17:19 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692591 Bias              0:00:00.00 +00:00:00.0  2009.69 17:19 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692592 Bias              0:00:00.00 +00:00:00.0  2009.69 17:20 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692593 Bias              0:00:00.00 +00:00:00.0  2009.69 17:20 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692594 Bias              0:00:00.00 +00:00:00.0  2009.69 17:21 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692595 Bias              0:00:00.00 +00:00:00.0  2009.69 17:21 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692596 Bias              0:00:00.00 +00:00:00.0  2009.69 17:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692597 Bias              0:00:00.00 +00:00:00.0  2009.69 17:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692598 Bias              0:00:00.00 +00:00:00.0  2009.69 17:22 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692599 Bias              0:00:00.00 +00:00:00.0  2009.69 17:23 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692600 Bias              0:00:00.00 +00:00:00.0  2009.69 17:23 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692601 Bias              0:00:00.00 +00:00:00.0  2009.69 17:24 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692602 Bias              0:00:00.00 +00:00:00.0  2009.69 17:24 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692603 Bias              0:00:00.00 +00:00:00.0  2009.69 17:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692604 Bias              0:00:00.00 +00:00:00.0  2009.69 17:25 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692605 Bias              0:00:00.00 +00:00:00.0  2009.69 17:26 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692606 Bias              0:00:00.00 +00:00:00.0  2009.69 17:26 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692607 Bias              0:00:00.00 +00:00:00.0  2009.69 17:26 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692608 Bias              0:00:00.00 +00:00:00.0  2009.69 17:27 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692609 Bias              0:00:00.00 +00:00:00.0  2009.69 17:27 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692610 Bias              0:00:00.00 +00:00:00.0  2009.69 17:28 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692611 Bias              0:00:00.00 +00:00:00.0  2009.69 17:28 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692612 Bias              0:00:00.00 +00:00:00.0  2009.69 17:29 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692613 Bias              0:00:00.00 +00:00:00.0  2009.69 17:29 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692614 Bias              0:00:00.00 +00:00:00.0  2009.69 17:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692615 Bias              0:00:00.00 +00:00:00.0  2009.69 17:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692616 Bias              0:00:00.00 +00:00:00.0  2009.69 17:30 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692617 Bias              0:00:00.00 +00:00:00.0  2009.69 17:31 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692618 Bias              0:00:00.00 +00:00:00.0  2009.69 17:31 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692619 Bias              0:00:00.00 +00:00:00.0  2009.69 17:32 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692620 Bias              0:00:00.00 +00:00:00.0  2009.69 17:32 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692621 Bias              0:00:00.00 +00:00:00.0  2009.69 17:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692622 Bias              0:00:00.00 +00:00:00.0  2009.69 17:33 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692623 Bias              0:00:00.00 +00:00:00.0  2009.69 17:34 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692624 Bias              0:00:00.00 +00:00:00.0  2009.69 17:34 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692625 Bias              0:00:00.00 +00:00:00.0  2009.69 17:35 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692626 Bias              0:00:00.00 +00:00:00.0  2009.69 17:35 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692627 Bias              0:00:00.00 +00:00:00.0  2009.69 17:35 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692628 Bias              0:00:00.00 +00:00:00.0  2009.69 17:36 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692629 Bias              0:00:00.00 +00:00:00.0  2009.69 17:36 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692630 Bias              0:00:00.00 +00:00:00.0  2009.69 17:37 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692631 Bias              0:00:00.00 +00:00:00.0  2009.69 17:37 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692632 Bias              0:00:00.00 +00:00:00.0  2009.69 17:38 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692633 Bias              0:00:00.00 +00:00:00.0  2009.69 17:38 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692634 Bias              0:00:00.00 +00:00:00.0  2009.69 17:39 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692635 Bias              0:00:00.00 +00:00:00.0  2009.69 17:39 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692636 Bias              0:00:00.00 +00:00:00.0  2009.69 17:39 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692637 Bias              0:00:00.00 +00:00:00.0  2009.69 17:40 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692638 Bias              0:00:00.00 +00:00:00.0  2009.69 17:40 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692639 Bias              0:00:00.00 +00:00:00.0  2009.69 17:41 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692640 Bias              0:00:00.00 +00:00:00.0  2009.69 17:41 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692641 Bias              0:00:00.00 +00:00:00.0  2009.69 17:42 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692642 Bias              0:00:00.00 +00:00:00.0  2009.69 19:18 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692644 Bias              0:00:00.00 +00:00:00.0  2009.69 19:49 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692645 Bias              0:00:00.00 +00:00:00.0  2009.69 19:49 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692646 Bias              0:00:00.00 +00:00:00.0  2009.69 19:50 1.000  IDS    0.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692647 Flat field        0:00:00.00 +00:00:00.0  2009.69 19:51 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692648 Flat field        0:00:00.00 +00:00:00.0  2009.69 19:51 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692649 Flat field        0:00:00.00 +00:00:00.0  2009.69 19:52 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692650 Flat field        0:00:00.00 +00:00:00.0  2009.69 19:52 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692651 Flat field        0:00:00.00 +00:00:00.0  2009.69 19:53 1.000  IDS   15.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692652 HD166620         18:09:37.53 +38:27:23.4  2000.00 20:14 1.015  IDS   60.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692653 Arc              18:09:37.53 +38:27:23.4  2000.00 20:15 1.015  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692654 NQHer            18:11:33.47 +18:19:23.9  2000.00 20:19 1.018  IDS  120.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692655 Arc              18:11:33.48 +18:19:23.9  2000.00 20:21 1.018  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692656 RXSJ160438+7022  16:04:40.24 +70:22:22.7  2000.00 20:25 1.457  IDS  800.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692657 Arc              16:04:40.74 +70:22:22.7  2000.00 20:39 1.469  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692658 RXSJ174104+8424  17:41:33.44 +84:24:14.5  2000.00 20:55 1.790  IDS 1500.0  120  Clear+Clear   1.0  34.1 6499.4   
 692659 Arc              17:41:33.12 +84:24:13.9  2000.00 21:20 1.796  IDS   10.0  120  Clear+Clear   1.0  34.1 6499.4   
 692660 GJ1227           18:22:26.83 +62:02:48.8  2000.00 21:27 1.235  IDS 1500.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692661 Arc              18:22:26.88 +62:02:48.5  2000.00 21:53 1.249  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692662 RXSJ194206+6546  19:42:06.46 +65:46:51.0  2000.00 21:56 1.256  IDS  800.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692663 Arc              19:42:06.47 +65:46:51.3  2000.00 22:10 1.258  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692664 G125-14          19:31:12.71 +36:08:11.7  2000.00 22:15 1.044  IDS 2500.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692665 Arc              19:31:12.70 +36:08:11.8  2000.00 22:58 1.068  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692666 RXSJ195542+6632  19:55:42.29 +66:32:05.0  2000.00 23:00 1.298  IDS 1000.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692667 Arc              19:55:42.30 +66:32:04.8  2000.00 23:18 1.306  IDS   10.0   -0  Clear+Clear   1.0  34.1 6499.4   
 692668 RXSJ195758+6642  19:57:58.44 +66:42:51.1  2000.00 23:21 1.316  IDS  700.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692669 Arc              19:57:58.43 +66:42:51.3  2000.00 23:33 1.323  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692671 Arc              20:03:47.91 +64:25:47.4  2000.00 23:59 1.314  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692672 RXSJ200348+6425  20:03:47.96 +64:25:47.5  2000.00 00:01 1.327  IDS  800.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692673 Arc              20:03:47.99 +64:25:47.4  2000.00 00:15 1.339  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692674 RXSJ203903+6407  20:39:05.88 +64:07:06.2  2000.00 00:18 1.294  IDS  600.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692675 Arc              20:39:06.07 +64:07:06.0  2000.00 00:29 1.301  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692677 Arc              20:54:06.67 +60:18:03.2  2000.00 01:15 1.305  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692678 205405+6018      20:54:06.81 +60:18:03.1  2000.00 01:18 1.349  IDS 2100.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692679 Arc              20:54:06.80 +60:18:03.2  2000.00 01:54 1.392  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692680 RXSJ211024+7046  21:10:27.11 +70:45:58.3  2000.00 01:57 1.515  IDS  800.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692681 Arc              21:10:27.11 +70:45:58.3  2000.00 02:10 1.530  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692682 RXSJ214719+6116  21:47:20.76 +61:16:19.3  2000.00 02:13 1.342  IDS 1000.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692683 Arc              21:47:20.84 +61:16:18.8  2000.00 02:31 1.362  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692685 Arc              23:36:44.12 +62:04:32.0  2000.00 03:00 1.242  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692686 1RXS189583       23:36:44.12 +62:04:31.9  2000.00 03:01 1.253  IDS 1000.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692687 Arc              23:36:44.10 +62:04:31.8  2000.00 03:19 1.264  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692688 TYC4496-780-1     0:13:42.01 +77:02:22.4  2000.00 03:22 1.529  IDS  600.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692689 Arc               0:13:42.02 +77:02:22.7  2000.00 03:32 1.532  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692691 BD7819            0:39:41.96 +79:05:43.1  2000.00 03:36 1.583  IDS  600.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692692 Arc               0:39:41.85 +79:05:43.2  2000.00 03:47 1.586  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692693 RXSJ003904+7919   0:39:07.94 +79:19:19.4  2000.00 03:52 1.605  IDS 1500.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692694 Arc               0:39:07.94 +79:19:19.5  2000.00 04:18 1.615  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692695 RXSJ010112+5708   1:01:14.31 +57:08:41.4  2000.00 04:22 1.202  IDS 2000.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692696 Arc               1:01:14.35 +57:08:40.8  2000.00 04:56 1.226  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692697 RXSJ025620+6141   2:56:19.87 +61:41:22.5  2000.00 04:58 1.194  IDS 1500.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692698 Arc               2:56:19.75 +61:41:22.3  2000.00 05:24 1.198  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692699 RXSJ030926+6732   3:09:26.57 +67:32:54.4  2000.00 05:27 1.290  IDS 1500.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692700 Arc               3:09:26.58 +67:32:54.1  2000.00 05:52 1.295  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692701 RXSJ034458+6344   3:44:58.28 +63:44:31.6  2000.00 05:55 1.225  IDS 1400.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692702 Arc               3:44:58.17 +63:44:31.7  2000.00 06:19 1.229  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692703 HD3651            0:39:22.52 +21:15:07.0  2000.00 06:23 1.630  IDS   60.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692704 Arc               0:39:22.55 +21:15:06.9  2000.00 06:25 1.642  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692705 HD19445           3:08:25.71 +26:19:40.2  2000.00 06:28 1.060  IDS  120.0   -0  Clear+Clear   0.9  34.1 6499.4   
 692706 Arc               3:08:25.70 +26:19:40.2  2000.00 06:31 1.063  IDS   10.0   -0  Clear+Clear   0.9  34.1 6499.4   
