 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 682947 TRES3B           17:52:25.52 +37:31:50.9  2000.00 02:36 1.429  WFC   60.1  180  I                                
 682948 TRES3B           17:52:25.52 +37:31:51.0  2000.00 02:38 1.437  WFC   60.1  180  I                                
 682949 TRES3B           17:52:25.52 +37:31:51.0  2000.00 02:40 1.445  WFC   60.1  180  I                                
 682950 TRES3B           17:52:25.52 +37:31:51.0  2000.00 02:41 1.453  WFC   60.0  180  I                                
 682951 TRES3B           17:52:25.85 +37:31:50.9  2000.00 02:43 1.462  WFC   60.1  180  I                                
 682952 TRES3B           17:52:25.85 +37:31:50.9  2000.00 02:44 1.471  WFC   60.0  180  I                                
 682953 TRES3B           17:52:25.86 +37:31:51.0  2000.00 02:46 1.479  WFC   60.0  180  I                                
 682954 TRES3B           17:52:25.85 +37:31:51.0  2000.00 02:47 1.488  WFC   60.1  180  I                                
 682955 TRES3B           17:52:25.85 +37:31:50.9  2000.00 02:49 1.496  WFC   60.1  180  I                                
 682956 TRES3B           17:52:25.94 +37:31:51.7  2000.00 02:51 1.506  WFC   60.1  180  I                                
 682957 TRES3B           17:52:25.94 +37:31:52.0  2000.00 02:52 1.515  WFC   60.1  180  I                                
 682958 TRES3B           17:52:25.94 +37:31:52.0  2000.00 02:54 1.524  WFC   60.0  180  I                                
 682959 TRES3B           17:52:25.94 +37:31:51.9  2000.00 02:55 1.534  WFC   60.0  180  I                                
 682960 TRES3B           17:52:25.94 +37:31:51.9  2000.00 02:57 1.543  WFC   59.6  180  I                                
 682961 TRES3B           17:52:26.19 +37:31:52.0  2000.00 02:59 1.554  WFC   59.5  180  I                                
 682962 TRES3B           17:52:26.19 +37:31:52.0  2000.00 03:00 1.564  WFC   60.1  180  I                                
 682963 TRES3B           17:52:26.19 +37:31:51.9  2000.00 03:02 1.574  WFC   60.1  180  I                                
 682964 TRES3B           17:52:26.19 +37:31:52.0  2000.00 03:03 1.584  WFC   60.1  180  I                                
 682965 TRES3B           17:52:26.19 +37:31:52.0  2000.00 03:05 1.594  WFC   60.0  180  I                                
 682966 TRES3B           17:52:26.19 +37:31:52.0  2000.00 03:06 1.605  WFC   60.1  180  I                                
 682967 TRES3B           17:52:26.19 +37:31:51.9  2000.00 03:08 1.616  WFC   60.1  180  I                                
 682968 TRES3B           17:52:26.19 +37:31:52.0  2000.00 03:09 1.627  WFC   60.1  180  I                                
 682969 TRES3B           17:52:26.19 +37:31:52.0  2000.00 03:11 1.638  WFC   60.1  180  I                                
 682970 TRES3B           17:52:26.19 +37:31:51.9  2000.00 03:12 1.649  WFC   60.0  180  I                                
 682971 TRES3B           17:52:26.27 +37:31:52.7  2000.00 03:14 1.662  WFC   60.1  180  I                                
 682972 TRES3B           17:52:26.27 +37:31:52.9  2000.00 03:16 1.674  WFC   60.1  180  I                                
 682973 TRES3B           17:52:26.27 +37:31:52.9  2000.00 03:17 1.686  WFC   60.1  180  I                                
 682974 TRES3B           17:52:26.28 +37:31:53.0  2000.00 03:19 1.697  WFC   60.0  180  I                                
 682975 TRES3B           17:52:26.28 +37:31:52.9  2000.00 03:20 1.710  WFC   60.0  180  I                                
 682976 TRES3B           17:52:26.61 +37:31:51.9  2000.00 03:22 1.724  WFC   60.1  180  I                                
 682977 TRES3B           17:52:26.61 +37:31:51.9  2000.00 03:24 1.737  WFC   60.0  180  I                                
 682978 TRES3B           17:52:26.61 +37:31:52.0  2000.00 03:25 1.750  WFC   59.0  180  I                                
 682979 TRES3B           17:52:26.61 +37:31:51.9  2000.00 03:27 1.764  WFC   60.0  180  I                                
 682980 TRES3B           17:52:26.61 +37:31:51.9  2000.00 03:28 1.776  WFC   60.1  180  I                                Might be too close to lower shutter limit
 682981 TRES3B           17:52:26.61 +37:31:52.0  2000.00 03:30 1.789  WFC   60.0  180  I                                Might be too close to lower shutter limit
 682982 TRES3B           17:52:26.61 +37:31:51.9  2000.00 03:31 1.803  WFC   60.0  180  I                                Might be too close to lower shutter limit (opening lower shutter after this observation)
 682983 TRES3B           17:52:27.03 +37:31:53.0  2000.00 03:37 1.854  WFC   60.1  180  I                                
 682984 TRES3B           17:52:27.03 +37:31:53.0  2000.00 03:38 1.869  WFC   59.6  180  I                                
 682985 TRES3B           17:52:27.03 +37:31:53.0  2000.00 03:40 1.884  WFC   60.0  180  I                                
 682986 TRES3B           17:52:27.28 +37:31:52.9  2000.00 03:42 1.902  WFC   60.1  180  I                                
 682987 TRES3B           17:52:27.28 +37:31:52.9  2000.00 03:43 1.919  WFC   60.0  180  I                                
 682988 TRES3B           17:52:27.28 +37:31:52.9  2000.00 03:45 1.934  WFC   60.1  180  I                                
 682989 TRES3B           17:52:27.29 +37:31:52.9  2000.00 03:46 1.951  WFC   60.2  180  I                                
 682990 TRES3B           17:52:27.28 +37:31:53.0  2000.00 03:48 1.968  WFC   60.1  180  I                                
 682991 TRES3B           17:52:27.54 +37:31:52.9  2000.00 03:49 1.987  WFC   60.0  180  I                                
 682992 TRES3B           17:52:27.54 +37:31:53.0  2000.00 03:51 2.005  WFC   60.1  180  I                                
 682993 TRES3B           17:52:27.54 +37:31:52.9  2000.00 03:52 2.022  WFC   60.1  180  I                                
 682994 TRES3B           17:52:27.53 +37:31:53.0  2000.00 03:54 2.040  WFC   60.1  180  I                                
 682995 TRES3B           17:52:27.54 +37:31:52.9  2000.00 03:55 2.059  WFC   60.1  180  I                                
 682996 TRES3B           17:52:27.53 +37:31:53.0  2000.00 03:58 2.088  WFC   60.1  180  I                                
 682997 TRES3B           17:52:27.53 +37:31:53.0  2000.00 03:59 2.108  WFC   60.0  180  I                                
 682998 TRES3B           17:52:27.53 +37:31:52.9  2000.00 04:01 2.127  WFC   60.1  180  I                                
 682999 TRES3B           17:52:27.53 +37:31:52.9  2000.00 04:02 2.148  WFC   59.5  180  I                                
 683000 TRES3B           17:52:27.54 +37:31:53.0  2000.00 04:04 2.169  WFC   60.1  180  I                                
 683001 MABLANK1          0:59:59.99 +00:06:59.9  2000.00 04:10 1.303  WFC   60.1  180  I                                
 683002 MABLANK1          1:00:01.00 +00:06:44.7  2000.00 04:13 1.293  WFC   59.5  180  I                                
 683003 MABLANK1          1:00:00.99 +00:07:14.7  2000.00 04:15 1.288  WFC   60.1  180  I                                
 683004 MABLANK1          0:59:59.00 +00:06:45.1  2000.00 04:17 1.283  WFC   60.1  180  I                                
 683005 MABLANK1          0:59:59.00 +00:07:14.8  2000.00 04:19 1.278  WFC   60.1  180  I                                
 683006 MABLANK1          1:00:02.00 +00:06:29.6  2000.00 04:20 1.273  WFC   60.1  180  I                                
 683007 MABLANK1          1:00:01.99 +00:07:29.8  2000.00 04:22 1.268  WFC   60.1  180  I                                
 683008 MABLANK1          0:59:57.99 +00:06:29.9  2000.00 04:24 1.264  WFC   60.1  180  I                                
 683009 MABLANK1          0:59:58.00 +00:07:29.7  2000.00 04:25 1.259  WFC   60.1  180  I                                
 683010 MABLANK1          1:00:03.00 +00:06:15.2  2000.00 04:27 1.255  WFC   60.1  180  I                                
 683011 MABLANK1          1:00:03.00 +00:07:44.8  2000.00 04:29 1.250  WFC   60.1  180  I                                
 683012 MABLANK1          0:59:56.99 +00:06:14.7  2000.00 04:30 1.246  WFC   60.1  180  I                                
 683013 MABLANK1          0:59:57.00 +00:07:44.7  2000.00 04:32 1.242  WFC   60.1  180  I                                
 683014 MABLANK1          1:00:03.99 +00:06:00.2  2000.00 04:34 1.239  WFC   60.0  180  I                                
 683015 MABLANK1          1:00:03.99 +00:07:59.6  2000.00 04:36 1.234  WFC   60.1  180  I                                
 683016 MABLANK1          0:59:56.00 +00:06:00.1  2000.00 04:37 1.231  WFC   60.1  180  I                                
 683017 MABLANK1          0:59:55.99 +00:07:59.6  2000.00 04:39 1.226  WFC   60.1  180  I                                
 683018 MABLANK1          1:00:05.00 +00:05:45.1  2000.00 04:41 1.224  WFC   60.1  180  I                                
 683019 MABLANK1          1:00:05.00 +00:08:15.2  2000.00 04:43 1.219  WFC   60.0  180  I                                
 683020 MABLANK1          0:59:55.00 +00:05:45.1  2000.00 04:44 1.216  WFC   59.5  180  I                                
 683021 MABLANK1          0:59:55.00 +00:08:15.1  2000.00 04:46 1.212  WFC   60.1  180  I                                
 683022 MABLANK1          1:00:06.00 +00:05:30.0  2000.00 04:48 1.210  WFC   60.1  180  I                                
 683023 MABLANK1          1:00:06.00 +00:08:30.3  2000.00 04:49 1.206  WFC   59.5  180  I                                
 683024 MABLANK1          0:59:53.99 +00:05:30.1  2000.00 04:51 1.203  WFC   59.5  180  I                                
 683025 MABLANK1          0:59:54.00 +00:08:29.9  2000.00 04:53 1.200  WFC   60.1  180  I                                
 683026 MABLANK1          1:00:07.01 +00:05:15.1  2000.00 04:55 1.198  WFC   60.1  180  I                                
 683027 MABLANK1          1:00:07.00 +00:08:45.3  2000.00 04:56 1.194  WFC   59.6  180  I                                
 683028 MABLANK1          0:59:52.99 +00:05:14.8  2000.00 04:58 1.192  WFC   59.5  180  I                                
 683029 MABLANK1          0:59:52.99 +00:08:45.0  2000.00 05:00 1.188  WFC   59.5  180  I                                
 683030 MABLANK1          1:00:08.00 +00:04:59.8  2000.00 05:01 1.187  WFC   60.1  180  I                                
 683031 MABLANK1          1:00:08.00 +00:08:59.7  2000.00 05:03 1.183  WFC   60.1  180  I                                
 683032 MABLANK1          0:59:52.00 +00:04:59.8  2000.00 05:05 1.181  WFC   60.1  180  I                                
 683033 MABLANK1          0:59:52.00 +00:08:59.7  2000.00 05:07 1.178  WFC   59.5  180  I                                
 683034 MABLANK1          1:00:08.99 +00:04:44.8  2000.00 05:09 1.176  WFC   60.1  180  I                                
 683035 MABLANK1          1:00:08.99 +00:09:14.9  2000.00 05:11 1.173  WFC   60.0  180  I                                
 683036 MABLANK1          0:59:51.00 +00:04:44.9  2000.00 05:13 1.171  WFC   60.1  180  I                                
 683037 MABLANK1          0:59:50.99 +00:09:15.1  2000.00 05:14 1.168  WFC   60.0  180  I                                
 683038 MABLANK1          1:00:10.00 +00:04:29.7  2000.00 05:18 1.165  WFC   60.1  180  I                                
 683039 MABLANK1          1:00:10.00 +00:09:29.9  2000.00 05:20 1.162  WFC   60.1  180  I                                
 683040 MABLANK1          0:00:00.00 +00:00:00.0  2000.00 05:21 1.161  WFC   60.1  180  I                                
 683041 MABLANK1          0:59:49.99 +00:09:30.1  2000.00 05:23 1.159  WFC   60.1  180  I                                
 683042 MABLANK1          1:00:11.00 +00:04:14.9  2000.00 05:25 1.158  WFC   60.0  180  I                                
 683043 MABLANK1          1:00:10.99 +00:09:45.3  2000.00 05:27 1.156  WFC   60.1  180  I                                
 683044 MABLANK1          0:59:48.99 +00:04:14.9  2000.00 05:28 1.155  WFC   60.1  180  I                                
 683045 MABLANK1          0:59:48.99 +00:09:44.8  2000.00 05:30 1.152  WFC   60.0  180  I                                
 683046 MABLANK1          1:00:12.00 +00:03:59.9  2000.00 05:32 1.152  WFC   60.1  180  I                                
 683047 MABLANK1          1:00:12.00 +00:09:59.7  2000.00 05:34 1.150  WFC   60.0  180  I                                
 683048 MABLANK1          0:59:47.99 +00:03:59.7  2000.00 05:35 1.150  WFC   60.0  180  I                                
 683049 MABLANK1          0:59:48.00 +00:09:59.8  2000.00 05:37 1.147  WFC   60.1  180  I                                
 683050 MABLANK1          1:00:12.99 +00:03:44.6  2000.00 05:39 1.147  WFC   59.6  180  I                                
 683051 MABLANK1          1:00:13.00 +00:10:15.1  2000.00 05:41 1.145  WFC   60.1  180  I                                
 683052 MABLANK1          0:59:47.00 +00:03:44.7  2000.00 05:43 1.145  WFC   60.1  180  I                                
 683053 MABLANK1          0:59:46.99 +00:10:14.8  2000.00 05:44 1.143  WFC   60.1  180  I                                
 683054 Flat field       23:15:48.00 +11:26:32.0  2000.00 05:55 1.128  WFC   30.1  180  I                                
 683055 Flat field       23:15:48.00 +11:26:32.0  2000.00 05:57 1.131  WFC   15.1  180  I                                
 683056 Flat field       23:15:47.99 +11:26:32.0  2000.00 05:58 1.134  WFC   10.1  180  I                                
 683057 Flat field       23:15:48.00 +11:26:32.0  2000.00 05:59 1.136  WFC    8.1  180  I                                
 683058 Flat field       23:15:48.00 +11:26:31.9  2000.00 06:01 1.139  WFC    6.1  180  I                                
 683059 Flat field       23:15:48.00 +11:26:31.9  2000.00 06:02 1.141  WFC    4.1  180  I                                
 683060 Flat field       23:15:47.99 +11:26:32.0  2000.00 06:03 1.143  WFC    3.1  180  I                                
 683061 Flat field       23:15:48.00 +11:26:32.0  2000.00 06:04 1.146  WFC    2.1  180  I                                
 683062 Flat field       23:15:48.00 +11:26:32.0  2000.00 06:05 1.147  WFC    2.1  180  I                                
 683063 Flat field       23:15:48.00 +11:26:31.9  2000.00 06:05 1.149  WFC    2.1  180  I                                
 683064 Flat field       23:15:49.35 +11:26:52.3  2000.00 06:06 1.150  WFC    2.8  180  I                                
 683065 Flat field       23:15:49.36 +11:26:51.9  2000.00 06:07 1.151  WFC    2.1  180  I                                
 683066 Flat field       23:15:45.96 +11:27:02.0  2000.00 06:08 1.153  WFC    2.1  180  I                                
 683067 Flat field       23:15:45.96 +11:27:02.0  2000.00 06:08 1.154  WFC    1.2  180  I                                
 683068 Bias              0:00:00.00 +00:00:00.0  2000.00 06:28 2.394  WFC    0.0  180  HeI 5870                         
 683069 Bias              0:00:00.00 +00:00:00.0  2000.00 06:29 2.394  WFC    0.0  180  HeI 5870                         
 683070 Bias              0:00:00.00 +00:00:00.0  2000.00 06:29 2.394  WFC    0.0  180  HeI 5870                         
 683071 Bias              0:00:00.00 +00:00:00.0  2000.00 06:30 2.394  WFC    0.0  180  HeI 5870                         
 683072 Bias              0:00:00.00 +00:00:00.0  2000.00 06:30 2.394  WFC    0.0  180  HeI 5870                         
 683073 Bias              0:00:00.00 +00:00:00.0  2000.00 06:31 2.394  WFC    0.0  180  HeI 5870                         
 683074 Bias              0:00:00.00 +00:00:00.0  2000.00 06:31 2.394  WFC    0.0  180  HeI 5870                         
 683075 Bias              0:00:00.00 +00:00:00.0  2000.00 06:32 2.394  WFC    0.0  180  HeI 5870                         
 683076 Bias              0:00:00.00 +00:00:00.0  2000.00 06:32 2.394  WFC    0.0  180  HeI 5870                         
 683077 Bias              0:00:00.00 +00:00:00.0  2000.00 06:33 2.394  WFC    0.0  180  HeI 5870                         
 683078 Bias              0:00:00.00 +00:00:00.0  2000.00 06:33 2.394  WFC    0.0  180  HeI 5870                         
 683079 Bias              0:00:00.00 +00:00:00.0  2000.00 06:34 2.394  WFC    0.0  180  HeI 5870                         
 683080 Bias              0:00:00.00 +00:00:00.0  2000.00 06:34 2.394  WFC    0.0  180  HeI 5870                         
 683081 Bias              0:00:00.00 +00:00:00.0  2000.00 06:35 2.394  WFC    0.0  180  HeI 5870                         
 683082 Bias              0:00:00.00 +00:00:00.0  2000.00 06:35 2.394  WFC    0.0  180  HeI 5870                         
 683083 Bias              0:00:00.00 +00:00:00.0  2000.00 06:36 2.394  WFC    0.0  180  HeI 5870                         
 683084 Bias              0:00:00.00 +00:00:00.0  2000.00 06:36 2.394  WFC    0.0  180  HeI 5870                         
 683085 Bias              0:00:00.00 +00:00:00.0  2000.00 06:37 2.394  WFC    0.0  180  HeI 5870                         
 683086 Bias              0:00:00.00 +00:00:00.0  2000.00 06:37 2.394  WFC    0.0  180  HeI 5870                         
 683087 Bias              0:00:00.00 +00:00:00.0  2000.00 06:37 2.394  WFC    0.0  180  HeI 5870                         
 683088 Bias              0:00:00.00 +00:00:00.0  2000.00 06:38 2.394  WFC    0.0  180  HeI 5870                         
 683089 Bias              0:00:00.00 +00:00:00.0  2000.00 06:38 2.394  WFC    0.0  180  HeI 5870                         
 683090 Bias              0:00:00.00 +00:00:00.0  2000.00 06:39 2.394  WFC    0.0  180  HeI 5870                         
 683091 Bias              0:00:00.00 +00:00:00.0  2000.00 06:39 2.394  WFC    0.0  180  HeI 5870                         
 683092 Bias              0:00:00.00 +00:00:00.0  2000.00 06:40 2.394  WFC    0.0  180  HeI 5870                         
 683093 Bias              0:00:00.00 +00:00:00.0  2000.00 06:40 2.394  WFC    0.0  180  HeI 5870                         
 683094 Bias              0:00:00.00 +00:00:00.0  2000.00 06:41 2.394  WFC    0.0  180  HeI 5870                         
 683095 Bias              0:00:00.00 +00:00:00.0  2000.00 06:41 2.394  WFC    0.0  180  HeI 5870                         
 683096 Bias              0:00:00.00 +00:00:00.0  2000.00 06:42 2.394  WFC    0.0  180  HeI 5870                         
 683097 Bias              0:00:00.00 +00:00:00.0  2000.00 06:42 2.394  WFC    0.0  180  HeI 5870                         
