 Run     Object              RA           Dec    Equinox   UT    Airm Instr  Texp  Sky  Filters      Slit  Grat CenwA   Comments
                                                                              sec  PA   etc. 
 590588 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:07 1.055  WFC   29.6  180  CLEAR                            
 590589 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:08 1.056  WFC   30.1  180  CLEAR                            
 590590 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:09 1.056  WFC   30.1  180  CLEAR                            
 590591 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:10 1.057  WFC   29.5  180  CLEAR                            
 590592 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:11 1.057  WFC   30.1  180  CLEAR                            
 590593 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:12 1.058  WFC   30.1  180  CLEAR                            
 590594 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:13 1.058  WFC   30.1  180  CLEAR                            
 590595 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:14 1.059  WFC   30.1  180  CLEAR                            
 590596 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:15 1.060  WFC   30.1  180  CLEAR                            
 590597 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:16 1.060  WFC   30.1  180  CLEAR                            
 590598 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:17 1.061  WFC   30.1  180  CLEAR                            
 590599 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:18 1.062  WFC   30.1  180  CLEAR                            
 590600 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:19 1.062  WFC   30.1  180  CLEAR                            
 590601 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:20 1.063  WFC   29.6  180  CLEAR                            
 590602 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:21 1.064  WFC   30.1  180  CLEAR                            
 590603 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:22 1.064  WFC   30.0  180  CLEAR                            
 590604 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:23 1.065  WFC   30.1  180  CLEAR                            
 590605 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:24 1.066  WFC   30.1  180  CLEAR                            
 590606 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:25 1.067  WFC   30.1  180  CLEAR                            
 590607 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:26 1.067  WFC   29.5  180  CLEAR                            
 590608 FIELD24          21:07:33.99 +45:31:42.8  2000.00 21:27 1.068  WFC   30.1  180  CLEAR                            
 590609 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:28 1.069  WFC   30.1  180  CLEAR                            
 590610 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:29 1.070  WFC   30.1  180  CLEAR                            
 590611 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:30 1.071  WFC   30.1  180  CLEAR                            
 590612 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:31 1.072  WFC   30.1  180  CLEAR                            
 590613 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:32 1.072  WFC   30.1  180  CLEAR                            
 590614 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:33 1.073  WFC   30.2  180  CLEAR                            
 590615 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:34 1.074  WFC   30.1  180  CLEAR                            
 590616 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:35 1.075  WFC   30.1  180  CLEAR                            
 590617 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:36 1.076  WFC   30.1  180  CLEAR                            
 590618 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:37 1.077  WFC   30.0  180  CLEAR                            
 590619 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:38 1.078  WFC   30.1  180  CLEAR                            
 590620 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:40 1.079  WFC   30.1  180  CLEAR                            
 590621 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:41 1.080  WFC   29.5  180  CLEAR                            
 590622 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:42 1.081  WFC   30.1  180  CLEAR                            
 590623 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:43 1.082  WFC   30.0  180  CLEAR                            
 590624 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:44 1.083  WFC   30.1  180  CLEAR                            
 590625 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:45 1.084  WFC   30.1  180  CLEAR                            
 590626 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:46 1.085  WFC   30.1  180  CLEAR                            
 590627 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:47 1.086  WFC   30.1  180  CLEAR                            
 590628 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:48 1.087  WFC   30.1  180  CLEAR                            
 590629 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:49 1.089  WFC   30.1  180  CLEAR                            
 590630 FIELD24          21:07:33.99 +45:31:43.1  2000.00 21:50 1.090  WFC   30.1  180  CLEAR                            
 590631 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:51 1.091  WFC   30.1  180  CLEAR                            
 590632 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:52 1.092  WFC   29.6  180  CLEAR                            
 590633 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:53 1.093  WFC   29.5  180  CLEAR                            
 590634 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:54 1.094  WFC   30.1  180  CLEAR                            
 590635 FIELD24          21:07:33.99 +45:31:42.9  2000.00 21:55 1.096  WFC   30.1  180  CLEAR                            
 590636 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:56 1.097  WFC   30.1  180  CLEAR                            
 590637 FIELD24          21:07:33.99 +45:31:43.0  2000.00 21:57 1.098  WFC   30.1  180  CLEAR                            
 590638 FIELD24          21:07:34.00 +45:31:42.9  2000.00 21:58 1.099  WFC   30.1  180  CLEAR                            
 590639 FIELD24          21:07:34.00 +45:31:43.0  2000.00 21:59 1.100  WFC   29.5  180  CLEAR                            
 590640 FIELD24          21:07:34.00 +45:31:43.0  2000.00 22:00 1.102  WFC   30.1  180  CLEAR                            
 590641 FIELD24          21:07:34.00 +45:31:42.9  2000.00 22:01 1.103  WFC   30.1  180  CLEAR                            
 590642 FIELD24          21:07:34.00 +45:31:42.9  2000.00 22:02 1.104  WFC   30.1  180  CLEAR                            
 590643 FIELD24          21:07:34.00 +45:31:43.0  2000.00 22:03 1.106  WFC   30.1  180  CLEAR                            
 590644 FIELD24          21:07:34.00 +45:31:42.9  2000.00 22:04 1.107  WFC   29.6  180  CLEAR                            
 590645 GD246            23:12:35.00 +10:50:27.5  2000.00 22:07 1.056  WFC   20.1  180  U                                
 590646 GD246            23:12:35.00 +10:50:27.0  2000.00 22:10 1.055  WFC    5.1  180  g                                
 590647 GD246            23:12:34.99 +10:50:26.9  2000.00 22:11 1.055  WFC    5.1  180  r                                
 590648 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:15 1.147  WFC  160.0  180  r                                
 590650 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:20 1.144  WFC  160.0  180  g                                
 590651 FIELD25          23:52:36.99 +56:20:58.9  2000.00 22:24 1.141  WFC  239.9  180  U                                
 590652 FIELD25          23:52:37.00 +56:20:58.9  2000.00 22:30 1.139  WFC   29.5  180  CLEAR                            
 590653 FIELD25          23:52:36.99 +56:20:58.9  2000.00 22:31 1.138  WFC   30.1  180  CLEAR                            
 590654 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:32 1.138  WFC   30.1  180  CLEAR                            
 590655 FIELD25          23:52:37.00 +56:20:58.9  2000.00 22:33 1.137  WFC   30.0  180  CLEAR                            
 590656 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:34 1.137  WFC   30.1  180  CLEAR                            
 590657 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:35 1.136  WFC   30.1  180  CLEAR                            
 590658 FIELD25          23:52:36.99 +56:20:58.9  2000.00 22:36 1.136  WFC   30.1  180  CLEAR                            
 590659 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:37 1.136  WFC   30.1  180  CLEAR                            
 590660 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:38 1.135  WFC   29.5  180  CLEAR                            
 590661 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:39 1.135  WFC   30.1  180  CLEAR                            
 590662 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:40 1.134  WFC   30.1  180  CLEAR                            
 590663 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:41 1.134  WFC   30.1  180  CLEAR                            
 590664 FIELD25          23:52:37.00 +56:20:58.9  2000.00 22:42 1.134  WFC   29.6  180  CLEAR                            
 590665 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:43 1.133  WFC   30.1  180  CLEAR                            
 590666 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:44 1.133  WFC   30.1  180  CLEAR                            
 590667 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:45 1.133  WFC   30.1  180  CLEAR                            
 590668 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:46 1.132  WFC   30.1  180  CLEAR                            
 590669 FIELD25          23:52:36.99 +56:20:58.9  2000.00 22:47 1.132  WFC   30.1  180  CLEAR                            
 590670 FIELD25          23:52:36.99 +56:20:58.9  2000.00 22:48 1.132  WFC   30.1  180  CLEAR                            
 590671 FIELD25          23:52:37.00 +56:20:58.9  2000.00 22:49 1.131  WFC   30.1  180  CLEAR                            
 590672 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:50 1.131  WFC   30.1  180  CLEAR                            
 590673 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:51 1.131  WFC   30.1  180  CLEAR                            
 590674 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:52 1.131  WFC   30.1  180  CLEAR                            
 590675 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:53 1.130  WFC   30.1  180  CLEAR                            
 590676 FIELD25          23:52:37.00 +56:20:58.9  2000.00 22:54 1.130  WFC   30.1  180  CLEAR                            
 590677 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:55 1.130  WFC   29.5  180  CLEAR                            
 590678 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:56 1.130  WFC   30.1  180  CLEAR                            
 590679 FIELD25          23:52:36.99 +56:20:59.0  2000.00 22:57 1.130  WFC   30.1  180  CLEAR                            
 590680 FIELD25          23:52:37.00 +56:20:58.9  2000.00 22:58 1.130  WFC   30.1  180  CLEAR                            
 590681 FIELD25          23:52:37.00 +56:20:59.0  2000.00 22:59 1.129  WFC   30.1  180  CLEAR                            
 590682 FIELD25          23:52:36.99 +56:20:59.0  2000.00 23:00 1.129  WFC   30.1  180  CLEAR                            
 590683 FIELD25          23:52:36.99 +56:20:59.1  2000.00 23:01 1.129  WFC   30.1  180  CLEAR                            
 590684 FIELD25          23:52:36.99 +56:20:59.0  2000.00 23:02 1.129  WFC   30.1  180  CLEAR                            
