field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
2307,iphas_aug2008,2636,81,16,1,19,20,42,3,5,8,0,1,0,0.00272655487061,-0.00323963165283,0.0052547454834,0.0211273157699,0.0231034434019,0.0269318338621,newmerges/iphas_aug2008/intphas_2307_mercat.fits,newmerges/iphas_aug2008/intphas_2307o_mercat.fits
2307,iphas_jan2007,1443,656,112,12,146,252,258,9,54,49,2,6,4,0.129535198212,-0.0140061378479,0.130780220032,0.0352512368577,0.0450334972256,0.0456466633757,newmerges/iphas_jan2007/intphas_2307_mercat.fits,newmerges/iphas_jan2007/intphas_2307o_mercat.fits
2307,iphas_nov2005,2029,325,18,0,147,57,121,8,6,4,0,0,0,0.05029296875,-0.0286388397217,-0.0203881263733,0.0319757311757,0.0268549627691,0.0305377488186,newmerges/iphas_nov2005/intphas_2307_mercat.fits,newmerges/iphas_nov2005/intphas_2307o_mercat.fits
2307,iphas_oct2009,2477,71,7,0,23,13,35,4,1,2,0,0,0,0.00086784362793,-0.00154781341553,0.00100612640381,0.0219081705266,0.0180758648016,0.0244703666465,newmerges/iphas_oct2009/intphas_2307_mercat.fits,newmerges/iphas_oct2009/intphas_2307o_mercat.fits
2308,iphas_dec2005,3025,114,0,0,40,26,48,0,0,0,0,0,0,-0.0043249130249,-0.00833702087402,-0.0027060508728,0.0244947478433,0.0200481956587,0.0252288000871,newmerges/iphas_dec2005/intphas_2308_mercat.fits,newmerges/iphas_dec2005/intphas_2308o_mercat.fits
2308,iphas_oct2010,3025,114,0,0,40,26,48,0,0,0,0,0,0,-0.0043249130249,-0.00833702087402,-0.0027060508728,0.0244947478433,0.0200481956587,0.0252288000871,newmerges/iphas_dec2005/intphas_2308_mercat.fits,newmerges/iphas_dec2005/intphas_2308o_mercat.fits
2309,iphas_dec2005,3975,215,16,1,69,58,88,1,8,7,0,0,1,0.0136661529541,-0.00783443450928,0.00481033325195,0.0236347344559,0.0239153747688,0.027909340021,newmerges/iphas_dec2005/intphas_2309_mercat.fits,newmerges/iphas_dec2005/intphas_2309o_mercat.fits
2310,iphas_nov2003,3345,277,9,1,58,96,123,3,2,4,1,0,0,-0.00124359130859,-0.000619888305664,0.0101766586304,0.024584603144,0.0250749116941,0.0295171504105,newmerges/iphas_nov2003/intphas_2310_mercat.fits,newmerges/iphas_nov2003/intphas_2310o_mercat.fits
2311,iphas_dec2007,2925,129,7,2,15,53,61,5,1,1,0,1,1,0.0226535797119,0.00361394882202,-0.00276756286621,0.0203458558706,0.0234119641181,0.0271507696819,newmerges/iphas_dec2007/intphas_2311_mercat.fits,newmerges/iphas_dec2007/intphas_2311o_mercat.fits
2312,iphas_dec2005,2462,88,4,0,34,21,33,2,0,2,0,0,0,-0.00678014755249,-0.00835037231445,0.000843048095703,0.025638224988,0.0192417950324,0.0251468032528,newmerges/iphas_dec2005/intphas_2312_mercat.fits,newmerges/iphas_dec2005/intphas_2312o_mercat.fits
2313,iphas_dec2005,2462,88,4,0,34,21,33,2,0,2,0,0,0,-0.00678014755249,-0.00835037231445,0.000843048095703,0.025638224988,0.0192417950324,0.0251468032528,newmerges/iphas_dec2005/intphas_2312_mercat.fits,newmerges/iphas_dec2005/intphas_2312o_mercat.fits
2313,iphas_oct2006,2736,114,5,1,18,28,68,2,2,1,1,0,0,-0.0882587432861,-0.0721416473389,-0.00268363952637,0.0204677400859,0.0200250206635,0.026734768308,newmerges/iphas_oct2006/intphas_2313_mercat.fits,newmerges/iphas_oct2006/intphas_2313o_mercat.fits
2314,iphas_aug2008,1495,211,20,1,38,62,111,2,3,15,0,1,0,0.00341510772705,-0.000821113586426,-0.00665283203125,0.0232772117665,0.0277895643922,0.0337132434626,newmerges/iphas_aug2008/intphas_2314_mercat.fits,newmerges/iphas_aug2008/intphas_2314o_mercat.fits
2314,iphas_jan2007,1654,545,68,1,123,157,265,8,17,43,0,0,1,0.0732526779175,0.0301403999329,0.0206098556519,0.0281658807868,0.0326593781555,0.0422735820468,newmerges/iphas_jan2007/intphas_2314_mercat.fits,newmerges/iphas_jan2007/intphas_2314o_mercat.fits
2314,iphas_oct2009,2107,127,10,2,35,24,68,4,1,5,1,0,1,-0.00246524810791,-0.00122737884521,0.000431060791016,0.0236058649296,0.0205749258009,0.0280309917774,newmerges/iphas_oct2009/intphas_2314_mercat.fits,newmerges/iphas_oct2009/intphas_2314o_mercat.fits
2315,iphas_nov2003,2291,173,3,1,41,62,70,0,0,3,0,0,1,-0.00277614593506,-0.00425910949707,-0.00546455383301,0.0243653127195,0.0246290892336,0.0296552309812,newmerges/iphas_nov2003/intphas_2315_mercat.fits,newmerges/iphas_nov2003/intphas_2315o_mercat.fits
2316,iphas_dec2007,2168,178,16,6,19,54,105,5,3,8,2,1,3,0.0201873779297,-0.00210380554199,-0.0013370513916,0.02339011003,0.0239679289689,0.134372139957,newmerges/iphas_dec2007/intphas_2316_mercat.fits,newmerges/iphas_dec2007/intphas_2316o_mercat.fits
2317,iphas_dec2007,4019,199,8,3,26,82,91,4,2,2,2,1,0,0.00258255004883,0.00150966644287,-0.00115203857422,0.0217914280261,0.0267204511365,0.0272707467002,newmerges/iphas_dec2007/intphas_2317_mercat.fits,newmerges/iphas_dec2007/intphas_2317o_mercat.fits
2318,iphas_jan2006,1942,596,15,0,408,93,95,11,3,1,0,0,0,0.0228357315063,-0.058554649353,0.0291900634766,0.0465349618683,0.0301905014355,0.0298927054685,newmerges/iphas_jan2006/intphas_2318_mercat.fits,newmerges/iphas_jan2006/intphas_2318o_mercat.fits
2319,iphas_dec2007,3141,205,12,2,22,49,134,6,3,3,1,1,0,-0.00040340423584,-0.000345230102539,-0.00635242462158,0.0257125331832,0.0266430834948,0.0295706730257,newmerges/iphas_dec2007/intphas_2319_mercat.fits,newmerges/iphas_dec2007/intphas_2319o_mercat.fits
2320,iphas_dec2007,3249,133,15,4,12,46,75,6,6,3,1,2,1,0.00130081176758,0.00758934020996,-0.00313186645508,0.0218461044869,0.0293914278457,0.0288332995368,newmerges/iphas_dec2007/intphas_2320_mercat.fits,newmerges/iphas_dec2007/intphas_2320o_mercat.fits
2321,iphas_aug2008,1528,204,18,3,47,65,92,3,4,11,1,1,1,-0.0144805908203,-0.0111236572266,-0.0314273834229,0.0251801074855,0.0291916780957,0.0387656604636,newmerges/iphas_aug2008/intphas_2321_mercat.fits,newmerges/iphas_aug2008/intphas_2321o_mercat.fits
2321,iphas_jan2007,1870,565,59,1,152,158,255,10,9,40,0,0,1,0.0707459449768,0.0730600357056,-0.0175013542175,0.0303164159142,0.0304389852985,0.0399864244289,newmerges/iphas_jan2007/intphas_2321_mercat.fits,newmerges/iphas_jan2007/intphas_2321o_mercat.fits
2321,iphas_nov2005,1816,430,19,2,227,70,133,1,3,15,0,1,1,-0.0191059112549,-0.0207257270813,0.00997829437256,0.0370796888927,0.0274376040977,0.0333436894412,newmerges/iphas_nov2005/intphas_2321_mercat.fits,newmerges/iphas_nov2005/intphas_2321o_mercat.fits
2321,iphas_oct2009,1962,132,8,1,45,27,60,3,3,2,1,0,0,-0.00659942626953,-0.00319480895996,-0.00422763824463,0.025583270218,0.0216353795091,0.0267011267175,newmerges/iphas_oct2009/intphas_2321_mercat.fits,newmerges/iphas_oct2009/intphas_2321o_mercat.fits
2322,iphas_dec2007,3762,184,9,3,16,81,87,4,1,4,1,1,1,0.000168800354004,0.00708913803101,0.00186204910278,0.0209681704996,0.0269149355774,0.0285600618151,newmerges/iphas_dec2007/intphas_2322_mercat.fits,newmerges/iphas_dec2007/intphas_2322o_mercat.fits
2323,iphas_nov2003,2400,185,10,1,37,61,87,1,1,8,0,0,1,-0.00618171691895,-0.00310516357422,-0.00664758682251,0.0232742529723,0.0245406840022,0.0290822996109,newmerges/iphas_nov2003/intphas_2323_mercat.fits,newmerges/iphas_nov2003/intphas_2323o_mercat.fits
2324,iphas_dec2007,2791,114,14,2,12,64,38,4,4,6,0,0,2,-0.000587940216064,-0.00219535827637,-0.011791229248,0.0192733978537,0.0243500846607,0.0282745833368,newmerges/iphas_dec2007/intphas_2324_mercat.fits,newmerges/iphas_dec2007/intphas_2324o_mercat.fits
2325,iphas_dec2007,2555,140,9,2,17,62,61,4,2,3,1,1,0,-0.00288724899292,-0.00396251678467,-0.00566673278809,0.0231156152063,0.0252268408945,0.02803795654,newmerges/iphas_dec2007/intphas_2325_mercat.fits,newmerges/iphas_dec2007/intphas_2325o_mercat.fits
2326,iphas_dec2007,1834,57,5,1,9,27,21,2,1,2,1,0,0,0.0202078819275,-0.00426721572876,-0.00449562072754,0.0221850867247,0.0224149953092,0.0243822688597,newmerges/iphas_dec2007/intphas_2326_mercat.fits,newmerges/iphas_dec2007/intphas_2326o_mercat.fits
2327,iphas_dec2007,3227,156,9,2,16,75,65,6,1,2,2,0,0,-0.00161170959473,-0.000192642211914,-0.00730133056641,0.0213669590245,0.0241062081197,0.0254205739064,newmerges/iphas_dec2007/intphas_2327_mercat.fits,newmerges/iphas_dec2007/intphas_2327o_mercat.fits
2328,iphas_jan2006,2494,340,10,2,206,33,101,1,5,4,0,1,1,-0.00149345397949,0.0433664321899,0.0085391998291,0.0336180793718,0.0228383869419,0.0309696646138,newmerges/iphas_jan2006/intphas_2328_mercat.fits,newmerges/iphas_jan2006/intphas_2328o_mercat.fits
2329,iphas_dec2007,2520,178,21,3,42,54,82,7,11,3,0,3,0,0.0202684402466,0.0180168151855,-0.00374794006348,0.0235218669172,0.0327435380602,0.0272755939048,newmerges/iphas_dec2007/intphas_2329_mercat.fits,newmerges/iphas_dec2007/intphas_2329o_mercat.fits
2330,iphas_jan2007,2205,358,29,1,80,98,180,5,9,15,1,0,0,0.01220703125,0.00615978240967,0.0270190238953,0.0238734499077,0.0260334228881,0.0333594465919,newmerges/iphas_jan2007/intphas_2330_mercat.fits,newmerges/iphas_jan2007/intphas_2330o_mercat.fits
2330,iphas_nov2005,2577,321,18,0,151,48,122,12,2,4,0,0,0,0.00567817687988,-0.011155128479,0.00915336608887,0.0308639489312,0.0221143548825,0.029673820003,newmerges/iphas_nov2005/intphas_2330_mercat.fits,newmerges/iphas_nov2005/intphas_2330o_mercat.fits
2331,iphas_dec2007,1868,118,14,2,18,33,67,7,3,4,1,1,0,0.0135517120361,0.0247578620911,0.00772762298584,0.0226727228147,0.0258923191318,0.0294057458698,newmerges/iphas_dec2007/intphas_2331_mercat.fits,newmerges/iphas_dec2007/intphas_2331o_mercat.fits
2332,iphas_dec2007,2627,164,7,3,17,29,118,1,3,3,1,1,1,0.000633239746094,-0.000463008880615,0.00777912139893,0.0213877056364,0.0221980450108,0.0305011649123,newmerges/iphas_dec2007/intphas_2332_mercat.fits,newmerges/iphas_dec2007/intphas_2332o_mercat.fits
2332,iphas_nov2006d,2627,164,7,3,17,29,118,1,3,3,1,1,1,0.000633239746094,-0.000463008880615,0.00777912139893,0.0213877056364,0.0221980450108,0.0305011649123,newmerges/iphas_dec2007/intphas_2332_mercat.fits,newmerges/iphas_dec2007/intphas_2332o_mercat.fits
2333,iphas_nov2003,2223,239,3,0,53,66,120,1,0,2,0,0,0,-0.00153160095215,-0.0047550201416,-0.00228118896484,0.0256596643053,0.0226479386827,0.0308680303163,newmerges/iphas_nov2003/intphas_2333_mercat.fits,newmerges/iphas_nov2003/intphas_2333o_mercat.fits
2334,iphas_dec2007,2507,134,21,3,14,39,81,3,8,10,0,1,2,0.00346565246582,0.0111765861511,0.00168037414551,0.0199093862331,0.0259214302731,0.032497399915,newmerges/iphas_dec2007/intphas_2334_mercat.fits,newmerges/iphas_dec2007/intphas_2334o_mercat.fits
2335,iphas_oct2006,2088,160,4,0,28,17,115,1,1,2,0,0,0,0.244152545929,0.152816772461,0.0479459762573,0.0217798335053,0.0191450828864,0.0295088102047,newmerges/iphas_oct2006/intphas_2335_mercat.fits,newmerges/iphas_oct2006/intphas_2335o_mercat.fits
2336,iphas_dec2007,2272,118,16,4,22,37,59,7,6,3,1,1,2,-0.00425910949707,-0.0155835151672,0.00336742401123,0.0255497285671,0.0243835714903,0.0332851710801,newmerges/iphas_dec2007/intphas_2336_mercat.fits,newmerges/iphas_dec2007/intphas_2336o_mercat.fits
2337,iphas_nov2003,2376,140,1,1,20,47,73,1,0,0,1,0,0,0.000551223754883,1.19209289551e-05,-0.00224304199219,0.0226361444035,0.0220130254713,0.0265550817135,newmerges/iphas_nov2003/intphas_2337_mercat.fits,newmerges/iphas_nov2003/intphas_2337o_mercat.fits
2338,iphas_nov2005,2345,268,22,1,121,96,51,7,14,1,0,1,0,0.0234661102295,-0.100553512573,0.00714874267578,0.0310644541722,0.0299845918831,0.0246959586202,newmerges/iphas_nov2005/intphas_2338_mercat.fits,newmerges/iphas_nov2005/intphas_2338o_mercat.fits
2339,iphas_jan2006,2416,212,18,4,100,28,84,7,4,7,1,1,2,0.0040168762207,-0.00211524963379,0.00639724731445,0.0298132571914,0.0234439932621,0.0971495193083,newmerges/iphas_jan2006/intphas_2339_mercat.fits,newmerges/iphas_jan2006/intphas_2339o_mercat.fits
2339,iphas_nov2009,1430,123,12,1,15,25,83,1,2,9,0,0,1,-0.00972461700439,-0.00220823287964,-0.0111727714539,0.0220380069111,0.0210056076829,0.0328470059678,newmerges/iphas_nov2009/intphas_2339_mercat.fits,newmerges/iphas_nov2009/intphas_2339o_mercat.fits
2340,iphas_oct2006,2983,276,8,2,18,179,79,1,4,3,0,0,2,0.190160751343,0.213995933533,0.0834941864014,0.0196083113196,0.0341506364012,0.0278683020863,newmerges/iphas_oct2006/intphas_2340_mercat.fits,newmerges/iphas_oct2006/intphas_2340o_mercat.fits
2341,iphas_jan2006,2072,154,3,0,41,38,75,0,2,1,0,0,0,-0.00530910491943,-0.00296020507812,0.00255489349365,0.023025002041,0.024239381767,0.0275139453306,newmerges/iphas_jan2006/intphas_2341_mercat.fits,newmerges/iphas_jan2006/intphas_2341o_mercat.fits
2342,iphas_dec2007,2618,199,13,1,26,87,86,5,4,4,1,0,0,-0.0072193145752,-0.0190362930298,-0.00335884094238,0.0223738031605,0.0270338897477,0.0283399923844,newmerges/iphas_dec2007/intphas_2342_mercat.fits,newmerges/iphas_dec2007/intphas_2342o_mercat.fits
2343,iphas_nov2003,2353,198,7,0,51,46,101,3,0,4,0,0,0,-0.000969409942627,-0.00471305847168,-0.00474548339844,0.0244891612473,0.0241439309183,0.0288033839631,newmerges/iphas_nov2003/intphas_2343_mercat.fits,newmerges/iphas_nov2003/intphas_2343o_mercat.fits
2344,iphas_jan2007,2286,533,70,2,94,245,194,9,39,22,0,2,0,-0.0130109786987,-0.0261664390564,0.00062370300293,0.0251545841633,0.0379453078351,0.0343763891353,newmerges/iphas_jan2007/intphas_2344_mercat.fits,newmerges/iphas_jan2007/intphas_2344o_mercat.fits
2344,iphas_nov2005,2286,533,70,2,94,245,194,9,39,22,0,2,0,-0.0130109786987,-0.0261664390564,0.00062370300293,0.0251545841633,0.0379453078351,0.0343763891353,newmerges/iphas_jan2007/intphas_2344_mercat.fits,newmerges/iphas_jan2007/intphas_2344o_mercat.fits
2345,iphas_nov2003,2706,241,6,3,40,106,95,1,3,2,0,2,1,-0.00392818450928,0.00329113006592,0.00131225585938,0.0233438555291,0.0303823367314,0.0288676492225,newmerges/iphas_nov2003/intphas_2345_mercat.fits,newmerges/iphas_nov2003/intphas_2345o_mercat.fits
2346,iphas_dec2008,2107,96,5,1,48,12,36,1,2,2,0,0,1,-0.0783920288086,0.00334358215332,-0.0183601379395,0.0221306197178,0.0189580567921,0.0231600446541,newmerges/iphas_dec2008/intphas_2346_mercat.fits,newmerges/iphas_dec2008/intphas_2346o_mercat.fits
2346,iphas_oct2009,2378,58,3,0,11,16,31,0,1,2,0,0,0,0.0115432739258,0.0747509002686,0.00669956207275,0.0174570843914,0.0183654456394,0.0236088971127,newmerges/iphas_oct2009/intphas_2346_mercat.fits,newmerges/iphas_oct2009/intphas_2346o_mercat.fits
2347,iphas_dec2008,916,230,31,0,58,83,89,5,15,11,0,0,0,-0.0124521255493,-0.151272296906,0.104810714722,0.0280380317456,0.0354161603016,0.0349566976595,newmerges/iphas_dec2008/intphas_2347_mercat.fits,newmerges/iphas_dec2008/intphas_2347o_mercat.fits
2347,iphas_oct2009,2267,79,6,0,16,12,51,3,1,2,0,0,0,-0.00705909729004,-0.000594139099121,-0.00561237335205,0.0203697322687,0.0187512806842,0.0267552484826,newmerges/iphas_oct2009/intphas_2347_mercat.fits,newmerges/iphas_oct2009/intphas_2347o_mercat.fits
2348,iphas_dec2008,2267,79,6,0,16,12,51,3,1,2,0,0,0,-0.00705909729004,-0.000594139099121,-0.00561237335205,0.0203697322687,0.0187512806842,0.0267552484826,newmerges/iphas_oct2009/intphas_2347_mercat.fits,newmerges/iphas_oct2009/intphas_2347o_mercat.fits
2348,iphas_oct2009,2220,84,6,1,22,17,45,1,1,4,0,0,1,-0.00432205200195,-0.00607109069824,-0.00211811065674,0.0219315307731,0.0195412508538,0.0270827342962,newmerges/iphas_oct2009/intphas_2348_mercat.fits,newmerges/iphas_oct2009/intphas_2348o_mercat.fits
2349,iphas_oct2009,1752,82,10,2,30,15,37,3,5,2,1,1,0,0.0019359588623,0.00328636169434,0.00581073760986,0.0255521192879,0.0227869112641,0.0274127895521,newmerges/iphas_oct2009/intphas_2349_mercat.fits,newmerges/iphas_oct2009/intphas_2349o_mercat.fits
2350,iphas_dec2008,2946,111,13,2,12,50,49,1,6,6,0,2,0,-0.0146064758301,-0.0144948959351,-0.0130352973938,0.0146572675685,0.025727283316,0.0241661671778,newmerges/iphas_dec2008/intphas_2350_mercat.fits,newmerges/iphas_dec2008/intphas_2350o_mercat.fits
2350,iphas_oct2009,2094,147,12,1,37,21,89,2,5,5,1,0,0,0.0207042694092,0.00199699401855,0.00317335128784,0.0242665514692,0.0217395086209,0.0302831118943,newmerges/iphas_oct2009/intphas_2350_mercat.fits,newmerges/iphas_oct2009/intphas_2350o_mercat.fits
2351,iphas_nov2003,2226,199,7,0,51,54,94,2,3,2,0,0,0,-0.00637245178223,-0.00369358062744,-0.0065746307373,0.0258480434613,0.024538879786,0.0300131123922,newmerges/iphas_nov2003/intphas_2351_mercat.fits,newmerges/iphas_nov2003/intphas_2351o_mercat.fits
2352,iphas_jan2006,2988,238,4,1,103,30,105,1,1,2,0,1,0,-0.00149631500244,0.000166893005371,-4.57763671875e-05,0.0255191362609,0.0394889647908,0.0293183982313,newmerges/iphas_jan2006/intphas_2352_mercat.fits,newmerges/iphas_jan2006/intphas_2352o_mercat.fits
2353,iphas_oct2009,1468,75,5,0,32,14,29,4,0,1,0,0,0,-0.00607585906982,0.000663757324219,0.00402545928955,0.0237201175893,0.0188998479579,0.0232274302831,newmerges/iphas_oct2009/intphas_2353_mercat.fits,newmerges/iphas_oct2009/intphas_2353o_mercat.fits
2353,iphas_oct2010,2490,156,4,0,47,14,95,0,3,1,0,0,0,-0.000892639160156,-0.000301837921143,0.000805854797363,0.0234827671191,0.0208785838869,0.0309731764133,newmerges/iphas_oct2010/intphas_2353_mercat.fits,newmerges/iphas_oct2010/intphas_2353o_mercat.fits
2354,iphas_jan2007,1450,416,40,2,101,188,127,5,22,13,1,1,0,0.0225887298584,-0.0372848510742,0.0133943557739,0.0316974570152,0.0389178174386,0.0329028947838,newmerges/iphas_jan2007/intphas_2354_mercat.fits,newmerges/iphas_jan2007/intphas_2354o_mercat.fits
2355,iphas_oct2009,1921,118,7,1,42,17,59,0,2,5,0,1,0,0.00106620788574,0.0065975189209,0.00411701202393,0.0234154012891,0.0216079282134,0.0289395169397,newmerges/iphas_oct2009/intphas_2355_mercat.fits,newmerges/iphas_oct2009/intphas_2355o_mercat.fits
2355,iphas_oct2010,2787,163,6,0,39,37,87,3,1,2,0,0,0,-0.00387573242188,0.000557899475098,-0.00346755981445,0.0232077948188,0.0215533715621,0.0287689138354,newmerges/iphas_oct2010/intphas_2355_mercat.fits,newmerges/iphas_oct2010/intphas_2355o_mercat.fits
2356,iphas_oct2009,2113,119,7,0,36,18,65,3,1,3,0,0,0,0.00333786010742,0.00503301620483,0.0037956237793,0.0236402353989,0.0189408838583,0.0274177826042,newmerges/iphas_oct2009/intphas_2356_mercat.fits,newmerges/iphas_oct2009/intphas_2356o_mercat.fits
2357,iphas_nov2003,2916,260,5,0,61,84,115,2,1,2,0,0,0,-0.0108404159546,-0.00312900543213,-0.00989866256714,0.0240586556852,0.0253277329973,0.0284616805096,newmerges/iphas_nov2003/intphas_2357_mercat.fits,newmerges/iphas_nov2003/intphas_2357o_mercat.fits
2358,iphas_dec2008,755,209,29,1,65,50,94,5,2,22,0,0,1,-0.0804033279419,-0.0356383323669,-0.0413990020752,0.0315001656353,0.0294812391158,0.04180996439,newmerges/iphas_dec2008/intphas_2358_mercat.fits,newmerges/iphas_dec2008/intphas_2358o_mercat.fits
2358,iphas_oct2009,1535,82,3,0,24,18,40,1,1,1,0,0,0,0.00130081176758,0.00237321853638,-0.00169944763184,0.0237006715898,0.0198326624221,0.0278024766201,newmerges/iphas_oct2009/intphas_2358_mercat.fits,newmerges/iphas_oct2009/intphas_2358o_mercat.fits
2359,iphas_nov2003,2189,203,5,0,54,70,79,0,2,3,0,0,0,-0.00655555725098,-0.000476837158203,-0.00238990783691,0.0250826502499,0.0267750187388,0.0290105582719,newmerges/iphas_nov2003/intphas_2359_mercat.fits,newmerges/iphas_nov2003/intphas_2359o_mercat.fits
2360,iphas_oct2009,1651,55,3,0,7,13,35,1,1,1,0,0,0,0.000962257385254,-0.00310325622559,-0.000555038452148,0.0209954917543,0.0198845485046,0.0273222182153,newmerges/iphas_oct2009/intphas_2360_mercat.fits,newmerges/iphas_oct2009/intphas_2360o_mercat.fits
2361,iphas_oct2006,2803,227,25,7,69,31,127,12,5,8,2,1,4,-0.095006942749,-0.0155963897705,-0.0959606170654,0.452613820346,0.0240061069219,0.501568701435,newmerges/iphas_oct2006/intphas_2361_mercat.fits,newmerges/iphas_oct2006/intphas_2361o_mercat.fits
2362,iphas_jan2006,2107,162,10,0,46,28,88,2,2,6,0,0,0,0.0066967010498,-0.00448989868164,0.00977993011475,0.0271378612613,0.0227858663726,0.0315897612371,newmerges/iphas_jan2006/intphas_2362_mercat.fits,newmerges/iphas_jan2006/intphas_2362o_mercat.fits
2363,iphas_oct2006,4714,214,15,5,65,46,103,7,5,3,3,0,2,0.0207691192627,0.13720703125,0.00519561767578,0.0277988082473,0.0217129840356,0.0715243083972,newmerges/iphas_oct2006/intphas_2363_mercat.fits,newmerges/iphas_oct2006/intphas_2363o_mercat.fits
2364,iphas_oct2006,4441,193,6,2,46,40,107,2,1,3,0,0,2,0.00555801391602,-0.0502862930298,0.00549173355103,0.0222422336947,0.0206842885613,0.0283283752497,newmerges/iphas_oct2006/intphas_2364_mercat.fits,newmerges/iphas_oct2006/intphas_2364o_mercat.fits
2365,iphas_oct2006,3312,95,8,3,26,20,49,2,4,2,2,1,0,-0.0239510536194,0.00162887573242,-0.00286293029785,0.0242953063446,0.0221294457492,0.0247870752817,newmerges/iphas_oct2006/intphas_2365_mercat.fits,newmerges/iphas_oct2006/intphas_2365o_mercat.fits
2366,iphas_oct2006,3707,140,15,6,33,18,89,5,5,5,3,2,1,-0.0261907577515,0.000356674194336,-6.77108764648e-05,0.0254584472082,0.0244699740552,0.0282736737353,newmerges/iphas_oct2006/intphas_2366_mercat.fits,newmerges/iphas_oct2006/intphas_2366o_mercat.fits
2367,iphas_nov2003,1663,125,2,0,48,33,44,1,1,0,0,0,0,-0.00217533111572,-0.00519752502441,-0.00445079803467,0.0274182547944,0.023462967392,0.0253825402193,newmerges/iphas_nov2003/intphas_2367_mercat.fits,newmerges/iphas_nov2003/intphas_2367o_mercat.fits
2368,iphas_dec2008,1534,967,116,6,383,359,225,17,90,9,3,3,0,0.185844421387,0.473915100098,0.409599781036,0.0540437743646,0.0673647516403,0.0456854610097,newmerges/iphas_dec2008/intphas_2368_mercat.fits,newmerges/iphas_dec2008/intphas_2368o_mercat.fits
2368,iphas_jan2007,1371,381,59,1,80,149,152,9,15,35,1,0,0,-0.0180683135986,-0.0853223800659,0.0644159317017,0.0284024983427,0.0355368614503,0.0399110266675,newmerges/iphas_jan2007/intphas_2368_mercat.fits,newmerges/iphas_jan2007/intphas_2368o_mercat.fits
