# col1     col2  col3 col4       col5    col6    col7    col8    col9    col10   col11   col12   col13   col14   col15  
  sep2005  1905o 1 2005-09-19 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  sep2005  1907  1 2005-09-19 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  sep2005  1907o 1 2005-09-19 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  sep2005  1908  1 2005-09-19 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  sep2005  1908o 1 2005-09-19 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  oct2009  1958  1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  oct2009  1958o 1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  dec2007  1960  1 2007-12-05 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2007  1960o 1 2007-12-05 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2006  2027  1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2027o 1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  nov2006d 2035  1 2006-11-29 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2035o 1 2006-11-29 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  oct2009  2039  1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2039o 1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2046  1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2046o 1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  nov2006d 2052  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2052o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2057  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2057o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2058  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2058o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2067  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2067o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2069  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2069o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2074  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2074o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  dec2008  2075  1 2008-12-07 24.61   23.94   21.47   24.55   23.88   21.41   -0.06   -0.06   -0.06   0.67    3.14   
  dec2008  2075o 1 2008-12-07 24.61   23.94   21.47   24.55   23.88   21.41   -0.06   -0.06   -0.06   0.67    3.14   
  nov2006d 2076  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2076o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2079  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2079o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2080  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2080o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2085  1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  nov2006d 2085o 1 2006-11-30 24.55   23.92   21.41   24.55   23.92   21.41   0.0     0.0     0.0     0.63    3.14   
  oct2009  2103  1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  oct2009  2103o 1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  dec2006  2111  1 2006-12-14 24.55   23.89   21.41   24.55   23.89   21.41   0.0     0.0     0.0     0.66    3.14   
  dec2006  2111o 1 2006-12-14 24.55   23.89   21.41   24.55   23.89   21.41   0.0     0.0     0.0     0.66    3.14   
  dec2006  2112  1 2006-12-14 24.55   23.89   21.41   24.55   23.89   21.41   0.0     0.0     0.0     0.66    3.14   
  dec2006  2112o 1 2006-12-14 24.55   23.89   21.41   24.55   23.89   21.41   0.0     0.0     0.0     0.66    3.14   
  oct2005b 2118  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2118o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2120  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2120o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2122  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2122o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2124  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2124o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2125  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2125o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2128  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2128o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2131  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2131o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2135  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2135o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2138  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2138o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2141  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2141o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2143  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2143o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  dec2007  2144  1 2007-12-05 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2007  2144o 1 2007-12-05 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  oct2005b 2145  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2145o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2146  1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  oct2005b 2146o 1 2005-10-24 24.57   23.93   21.43   24.53   23.89   21.39   -0.04   -0.04   -0.04   0.64    3.14   
  dec2006  2157  1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2157o 1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2169  1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2169o 1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2171  1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2171o 1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2173  1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2173o 1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2174  1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  dec2006  2174o 1 2006-12-15 24.54   23.88   21.4    24.54   23.88   21.4    0.0     0.0     0.0     0.66    3.14   
  nov2005  2181  1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2181o 1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2184  1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2184o 1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2186  1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2186o 1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2187  1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2187o 1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2188  1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2188o 1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2192  1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2192o 1 2005-11-02 24.52   23.87   21.38   24.53   23.88   21.39   0.01    0.01    0.01    0.65    3.14   
  nov2005  2208  1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2208o 1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2209  1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2209o 1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2210  1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2210o 1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2212  1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2212o 1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  dec2007  2215  1 2007-12-02 24.57   23.94   21.43   24.55   23.92   21.41   -0.02   -0.02   -0.02   0.63    3.14   
  dec2007  2215o 1 2007-12-02 24.57   23.94   21.43   24.55   23.92   21.41   -0.02   -0.02   -0.02   0.63    3.14   
  nov2005  2217  1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2217o 1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2218  1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  nov2005  2218o 1 2005-11-03 24.53   23.87   21.39   24.53   23.87   21.39   0.0     0.0     0.0     0.66    3.14   
  dec2007  2257  1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  dec2007  2257o 1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  nov2003  2271  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2271o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  dec2007  2273  1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  dec2007  2273o 1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  dec2007  2289  1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2007  2289o 1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  nov2003  2292  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2292o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  dec2007  2295  1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2007  2295o 1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  nov2003  2300  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2300o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  dec2007  2301  1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  dec2007  2301o 1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  oct2009  2302  1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2302o 1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  nov2003  2310  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2310o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2315  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2315o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  dec2007  2320  1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  dec2007  2320o 1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  nov2003  2323  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2323o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  dec2007  2331  1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2007  2331o 1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  nov2003  2337  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2337o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  dec2007  2342  1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2007  2342o 1 2007-12-06 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  nov2003  2343  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2343o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2345  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2345o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  oct2009  2347  1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2347o 1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2348  1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2348o 1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2349  1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2349o 1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  nov2003  2351  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2351o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  oct2009  2356  1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  oct2009  2356o 1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  nov2003  2359  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2359o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  oct2009  2360  1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  oct2009  2360o 1 2009-10-30 24.54   23.87   21.4    24.54   23.87   21.4    0.0     0.0     0.0     0.67    3.14   
  nov2003  2367  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2367o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2369  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2369o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2375  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2375o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2378  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2378o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2380  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2380o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2392  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2392o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2398  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2398o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2402  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2402o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2404  1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  nov2003  2404o 1 2003-11-02 24.52   23.9    21.38   24.52   23.9    21.38   0.0     0.0     0.0     0.62    3.14   
  dec2007  2408  1 2007-12-03 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  dec2007  2408o 1 2007-12-03 24.58   23.93   21.44   24.59   23.94   21.45   0.01    0.01    0.01    0.65    3.14   
  oct2009  2504  1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  oct2009  2504o 1 2009-11-01 24.54   23.9    21.4    24.54   23.9    21.4    0.0     0.0     0.0     0.64    3.14   
  dec2007  2505  1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  dec2007  2505o 1 2007-12-05 24.59   23.93   21.45   24.59   23.93   21.45   0.0     0.0     0.0     0.66    3.14   
  nov2003  2532  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2532o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2534  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2534o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2537  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2537o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2538  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2538o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2540  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2540o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2541  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2541o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2545  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2545o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2546  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2546o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2548  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2548o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2549  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2549o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2552  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2552o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2554  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2554o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2555  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2555o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2559  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2559o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2562  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2562o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2563  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2563o 1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
  nov2003  2566  1 2003-11-05 24.51   23.87   21.37   24.5    23.86   21.36   -0.01   -0.01   -0.01   0.64    3.14   
