field,dir,n_matched,n_outliers_5p,n_outliers_10p,n_outliers_20p,f_outliers_5p,f_outliers_10p,f_outliers_20p,n_5p_r,n_5p_i,n_5p_h,n_10p_r,n_10p_i,n_10p_h,n_20p_r,n_20p_i,n_20p_h,med_dr,med_di,med_dh,std_dr,std_di,std_dh,file1,file2
0987,iphas_oct2005b,383,51,2,0,13.315926893,0.522193211488,0.0,20,12,27,0,1,1,0,0,0,0.083794593811,0.117909431458,-0.0213499069214,0.0272121957152,0.0236870607336,0.02897243013,newmerges/iphas_oct2005b/intphas_0987_mercat.fits,newmerges/iphas_oct2005b/intphas_0987o_mercat.fits
0988,iphas_dec2003,29,29,24,18,100.0,82.7586206897,62.0689655172,26,22,19,20,14,12,13,7,12,-0.333215713501,-1.42065429688,-1.12475967407,0.239515704896,0.181623815226,0.156393182855,newmerges/iphas_dec2003/intphas_0988_mercat.fits,newmerges/iphas_dec2003/intphas_0988o_mercat.fits
0988,iphas_oct2005b,816,27,2,0,3.30882352941,0.245098039216,0.0,4,7,21,0,1,1,0,0,0,0.179165840149,0.200452804565,0.0414252281189,0.0164557824539,0.0193373432355,0.0224599187609,newmerges/iphas_oct2005b/intphas_0988_mercat.fits,newmerges/iphas_oct2005b/intphas_0988o_mercat.fits
0989,iphas_dec2003,280,95,6,0,33.9285714286,2.14285714286,0.0,19,59,50,1,2,3,0,0,0,0.0711498260498,0.0562109947205,0.234066963196,0.0286340241221,0.0386254685841,0.0349521495006,newmerges/iphas_dec2003/intphas_0989_mercat.fits,newmerges/iphas_dec2003/intphas_0989o_mercat.fits
0989,iphas_oct2005b,1216,126,3,0,10.3618421053,0.246710526316,0.0,33,31,79,0,0,3,0,0,0,-0.161133289337,-0.172743320465,-0.0556793212891,0.0229624350277,0.0212029639533,0.0279891938636,newmerges/iphas_oct2005b/intphas_0989_mercat.fits,newmerges/iphas_oct2005b/intphas_0989o_mercat.fits
0990,iphas_dec2003,49,11,0,0,22.4489795918,0.0,0.0,3,5,6,0,0,0,0,0,0,-0.0367107391357,0.0331230163574,-0.0274810791016,0.0257610683209,0.0291732150513,0.0334228740363,newmerges/iphas_dec2003/intphas_0990_mercat.fits,newmerges/iphas_dec2003/intphas_0990o_mercat.fits
0990,iphas_oct2005b,821,260,51,0,31.6686967113,6.21193666261,0.0,5,247,17,0,48,3,0,0,0,0.20103263855,0.167252540588,-0.127489089966,0.0139334002486,0.0485149058673,0.0219689735117,newmerges/iphas_oct2005b/intphas_0990_mercat.fits,newmerges/iphas_oct2005b/intphas_0990o_mercat.fits
0991,iphas_dec2003,341,54,3,2,15.8357771261,0.879765395894,0.58651026393,15,25,21,0,0,3,0,0,2,0.0218505859375,0.00285911560059,0.04443359375,0.023023492178,0.0282363178348,0.0347422262655,newmerges/iphas_dec2003/intphas_0991_mercat.fits,newmerges/iphas_dec2003/intphas_0991o_mercat.fits
0991,iphas_dec2007,938,109,1,0,11.6204690832,0.106609808102,0.0,2,58,52,0,1,0,0,0,0,-0.000541687011719,-0.00567150115967,-0.00700378417969,0.0173059828053,0.024417940332,0.0260030434286,newmerges/iphas_dec2007/intphas_0991_mercat.fits,newmerges/iphas_dec2007/intphas_0991o_mercat.fits
0991,iphas_oct2006b,881,74,8,4,8.39954597049,0.908059023837,0.454029511918,10,9,64,2,2,7,1,2,2,0.00160598754883,-0.00278282165527,0.00461864471436,0.0193613113337,0.0320637603515,0.0301642450776,newmerges/iphas_oct2006b/intphas_0991_mercat.fits,newmerges/iphas_oct2006b/intphas_0991o_mercat.fits
0992,iphas_dec2003,8,5,5,0,62.5,62.5,0.0,4,4,2,3,3,0,0,0,0,-0.743606567383,-1.09340763092,-1.13047409058,0.0830174047874,0.102324497436,0.0406058639495,newmerges/iphas_dec2003/intphas_0992_mercat.fits,newmerges/iphas_dec2003/intphas_0992o_mercat.fits
0992,iphas_oct2005b,733,299,40,0,40.7912687585,5.45702592087,0.0,85,250,96,0,39,1,0,0,0,-0.0342226028442,-0.197106361389,0.108198165894,0.0333880433548,0.0506875980738,0.032584411611,newmerges/iphas_oct2005b/intphas_0992_mercat.fits,newmerges/iphas_oct2005b/intphas_0992o_mercat.fits
0993,iphas_dec2003,565,82,2,1,14.5132743363,0.353982300885,0.176991150442,15,55,17,1,2,1,0,0,1,0.01344871521,0.00874710083008,-0.00302600860596,0.0235789226744,0.0267303157957,0.0269893817756,newmerges/iphas_dec2003/intphas_0993_mercat.fits,newmerges/iphas_dec2003/intphas_0993o_mercat.fits
0994,iphas_dec2003,909,136,4,0,14.9614961496,0.4400440044,0.0,38,90,50,0,3,1,0,0,0,-0.0217361450195,-0.0127458572388,-0.0299091339111,0.0242346474632,0.026077798133,0.0246554786003,newmerges/iphas_dec2003/intphas_0994_mercat.fits,newmerges/iphas_dec2003/intphas_0994o_mercat.fits
0995,iphas_dec2003,891,102,2,1,11.4478114478,0.224466891134,0.112233445567,20,38,55,1,0,2,0,0,1,-0.0681915283203,-0.00969409942627,-0.0171909332275,0.0225842789491,0.0216641586458,0.0289251339599,newmerges/iphas_dec2003/intphas_0995_mercat.fits,newmerges/iphas_dec2003/intphas_0995o_mercat.fits
0996,iphas_dec2003,664,77,3,1,11.5963855422,0.451807228916,0.150602409639,13,29,47,1,1,3,0,0,1,0.0024471282959,-0.00815057754517,0.00641107559204,0.0238687601629,0.0201692389474,0.0343013090024,newmerges/iphas_dec2003/intphas_0996_mercat.fits,newmerges/iphas_dec2003/intphas_0996o_mercat.fits
0997,iphas_dec2003,695,129,2,2,18.5611510791,0.287769784173,0.287769784173,40,33,74,0,0,2,0,0,2,0.0070743560791,0.00164794921875,-0.00835514068604,0.0254664628502,0.0218045534286,0.0325102206944,newmerges/iphas_dec2003/intphas_0997_mercat.fits,newmerges/iphas_dec2003/intphas_0997o_mercat.fits
0998,iphas_dec2003,1053,153,2,0,14.5299145299,0.189933523267,0.0,28,92,50,0,1,1,0,0,0,0.0510559082031,-0.0266914367676,-0.0144748687744,0.0226403338851,0.0257707639215,0.0260750298736,newmerges/iphas_dec2003/intphas_0998_mercat.fits,newmerges/iphas_dec2003/intphas_0998o_mercat.fits
0999,iphas_dec2003,912,126,2,0,13.8157894737,0.219298245614,0.0,37,47,54,0,0,2,0,0,0,0.0411691665649,-0.0213027000427,-0.0156059265137,0.0252689232546,0.0244233659117,0.0274067621156,newmerges/iphas_dec2003/intphas_0999_mercat.fits,newmerges/iphas_dec2003/intphas_0999o_mercat.fits
1000,iphas_dec2003,791,87,3,2,10.9987357775,0.379266750948,0.252844500632,39,21,46,1,1,2,0,0,2,-0.0780906677246,-0.0743589401245,-0.0961227416992,0.024073597752,0.0201557303505,0.0406428793278,newmerges/iphas_dec2003/intphas_1000_mercat.fits,newmerges/iphas_dec2003/intphas_1000o_mercat.fits
1001,iphas_dec2003,473,58,0,0,12.2621564482,0.0,0.0,8,19,35,0,0,0,0,0,0,-0.0050220489502,-0.00837135314941,0.0374450683594,0.0238779827183,0.0218948466919,0.0276913407522,newmerges/iphas_dec2003/intphas_1001_mercat.fits,newmerges/iphas_dec2003/intphas_1001o_mercat.fits
1002,iphas_dec2003,597,83,1,1,13.9028475712,0.167504187605,0.167504187605,18,46,32,0,1,0,0,1,0,0.0367107391357,0.0266809463501,0.0210151672363,0.0238793260216,0.0615760683789,0.0266484590707,newmerges/iphas_dec2003/intphas_1002_mercat.fits,newmerges/iphas_dec2003/intphas_1002o_mercat.fits
1003,iphas_dec2003,1284,139,7,0,10.8255451713,0.545171339564,0.0,46,42,69,4,1,2,0,0,0,-0.000350952148438,-0.00296545028687,0.00952911376953,0.022928355487,0.0221635102986,0.0262595391537,newmerges/iphas_dec2003/intphas_1003_mercat.fits,newmerges/iphas_dec2003/intphas_1003o_mercat.fits
1004,iphas_dec2003,821,97,1,0,11.8148599269,0.121802679659,0.0,29,43,46,0,0,1,0,0,0,-0.00670909881592,-0.00732231140137,-0.013053894043,0.0232849718122,0.0238015610091,0.0268349775583,newmerges/iphas_dec2003/intphas_1004_mercat.fits,newmerges/iphas_dec2003/intphas_1004o_mercat.fits
1005,iphas_dec2003,1452,187,5,2,12.8787878788,0.34435261708,0.137741046832,38,92,92,1,2,3,0,1,1,-0.00479316711426,-0.0130395889282,-0.00819110870361,0.0225065141063,0.02507033919,0.0301058346897,newmerges/iphas_dec2003/intphas_1005_mercat.fits,newmerges/iphas_dec2003/intphas_1005o_mercat.fits
1006,iphas_dec2003,1205,181,0,0,15.020746888,0.0,0.0,34,77,85,0,0,0,0,0,0,-0.00662422180176,-0.0724582672119,-0.00617408752441,0.0212913263659,0.0238229110532,0.0266943925482,newmerges/iphas_dec2003/intphas_1006_mercat.fits,newmerges/iphas_dec2003/intphas_1006o_mercat.fits
1007,iphas_dec2003,1330,194,2,2,14.5864661654,0.15037593985,0.15037593985,27,85,101,0,0,2,0,0,2,0.0522232055664,-0.0149331092834,-0.0203924179077,0.0213422085716,0.0245462354495,0.0284731274105,newmerges/iphas_dec2003/intphas_1007_mercat.fits,newmerges/iphas_dec2003/intphas_1007o_mercat.fits
1008,iphas_dec2003,793,86,2,0,10.8448928121,0.252206809584,0.0,26,23,46,0,1,1,0,0,0,-0.0115566253662,-0.00996398925781,-0.0102682113647,0.0224637675472,0.0211778744284,0.0265331343964,newmerges/iphas_dec2003/intphas_1008_mercat.fits,newmerges/iphas_dec2003/intphas_1008o_mercat.fits
1009,iphas_dec2003,860,128,3,0,14.8837209302,0.348837209302,0.0,45,51,50,0,3,1,0,0,0,-0.0261211395264,-0.0182847976685,-0.0167942047119,0.0259613424751,0.0230360085955,0.0276784180543,newmerges/iphas_dec2003/intphas_1009_mercat.fits,newmerges/iphas_dec2003/intphas_1009o_mercat.fits
1010,iphas_dec2003,913,129,6,2,14.1292442497,0.65717415115,0.219058050383,25,52,69,2,0,4,0,0,2,-0.00542640686035,-0.00507736206055,-0.00539779663086,0.0231457864109,0.0229447207873,0.0315026881286,newmerges/iphas_dec2003/intphas_1010_mercat.fits,newmerges/iphas_dec2003/intphas_1010o_mercat.fits
1011,iphas_dec2003,824,181,3,0,21.9660194175,0.364077669903,0.0,87,36,85,0,0,3,0,0,0,-0.106305122375,-0.0692596435547,-0.108530521393,0.0290089691762,0.0241150412053,0.0308228953024,newmerges/iphas_dec2003/intphas_1011_mercat.fits,newmerges/iphas_dec2003/intphas_1011o_mercat.fits
1012,iphas_dec2003,816,201,4,0,24.6323529412,0.490196078431,0.0,124,28,64,1,0,3,0,0,0,-0.114469528198,-0.0127058029175,0.027153968811,0.0337004685958,0.0214524158896,0.0296293984808,newmerges/iphas_dec2003/intphas_1012_mercat.fits,newmerges/iphas_dec2003/intphas_1012o_mercat.fits
1013,iphas_dec2003,1204,159,2,1,13.2059800664,0.166112956811,0.0830564784053,50,43,86,0,0,2,0,0,1,0.0408096313477,-0.0053129196167,0.00333881378174,0.0236492853797,0.0208109411085,0.0279741805485,newmerges/iphas_dec2003/intphas_1013_mercat.fits,newmerges/iphas_dec2003/intphas_1013o_mercat.fits
1014,iphas_dec2003,553,77,2,1,13.9240506329,0.361663652803,0.180831826401,30,23,37,1,0,2,0,0,1,0.00638580322266,0.0029296875,0.00407600402832,0.0260160847077,0.0244961640815,0.0304622488798,newmerges/iphas_dec2003/intphas_1014_mercat.fits,newmerges/iphas_dec2003/intphas_1014o_mercat.fits
1015,iphas_dec2003,788,111,2,0,14.0862944162,0.253807106599,0.0,39,48,36,0,0,2,0,0,0,0.00811195373535,0.0582332611084,0.0133447647095,0.023651962053,0.0242229732831,0.0275168098019,newmerges/iphas_dec2003/intphas_1015_mercat.fits,newmerges/iphas_dec2003/intphas_1015o_mercat.fits
1016,iphas_dec2003,945,114,2,1,12.0634920635,0.21164021164,0.10582010582,28,47,50,0,1,1,0,0,1,0.049825668335,-0.0136985778809,-0.00375556945801,0.0215766572544,0.0228257001817,0.0303338779129,newmerges/iphas_dec2003/intphas_1016_mercat.fits,newmerges/iphas_dec2003/intphas_1016o_mercat.fits
1017,iphas_dec2003,1300,164,7,1,12.6153846154,0.538461538462,0.0769230769231,48,52,86,1,0,6,0,0,1,-0.00711822509766,-0.0654945373535,-0.0237755775452,0.0230825920814,0.0217102269231,0.0285204771715,newmerges/iphas_dec2003/intphas_1017_mercat.fits,newmerges/iphas_dec2003/intphas_1017o_mercat.fits
1018,iphas_dec2003,777,107,1,1,13.7709137709,0.1287001287,0.1287001287,26,51,42,0,0,1,0,0,1,-0.00531482696533,-0.0706396102905,-0.00554275512695,0.0237087564261,0.0224698121594,0.0314057530119,newmerges/iphas_dec2003/intphas_1018_mercat.fits,newmerges/iphas_dec2003/intphas_1018o_mercat.fits
1019,iphas_dec2003,1221,182,3,1,14.9058149058,0.2457002457,0.0819000819001,55,62,89,0,1,2,0,0,1,-0.00473213195801,-0.0067310333252,-0.00787448883057,0.0242851031873,0.0239403447033,0.0274193903506,newmerges/iphas_dec2003/intphas_1019_mercat.fits,newmerges/iphas_dec2003/intphas_1019o_mercat.fits
1020,iphas_dec2003,769,81,2,0,10.533159948,0.260078023407,0.0,22,26,42,0,0,2,0,0,0,-0.00268268585205,-0.0698127746582,-0.00205421447754,0.0233013512692,0.0220590643783,0.0269037556012,newmerges/iphas_dec2003/intphas_1020_mercat.fits,newmerges/iphas_dec2003/intphas_1020o_mercat.fits
1021,iphas_dec2003,990,143,3,2,14.4444444444,0.30303030303,0.20202020202,48,43,60,0,0,3,0,0,2,-0.00200605392456,-0.00947141647339,-0.005615234375,0.0241667232493,0.022312150984,0.0283041891867,newmerges/iphas_dec2003/intphas_1021_mercat.fits,newmerges/iphas_dec2003/intphas_1021o_mercat.fits
1022,iphas_dec2003,563,87,0,0,15.4529307282,0.0,0.0,29,32,32,0,0,0,0,0,0,-0.00468444824219,-0.0151271820068,-0.0169219970703,0.0243315374877,0.022731587105,0.025456935721,newmerges/iphas_dec2003/intphas_1022_mercat.fits,newmerges/iphas_dec2003/intphas_1022o_mercat.fits
1023,iphas_dec2003,946,143,4,1,15.1162790698,0.422832980973,0.105708245243,50,54,55,0,1,3,0,0,1,-0.010181427002,-0.00891590118408,-0.00950622558594,0.0258811180682,0.0232212474988,0.0293139633011,newmerges/iphas_dec2003/intphas_1023_mercat.fits,newmerges/iphas_dec2003/intphas_1023o_mercat.fits
1024,iphas_dec2003,783,91,3,2,11.6219667944,0.383141762452,0.255427841635,45,26,29,0,0,3,0,0,2,0.0030460357666,-0.0122871398926,-0.00819969177246,0.0251221081438,0.0216015655955,0.0365393520862,newmerges/iphas_dec2003/intphas_1024_mercat.fits,newmerges/iphas_dec2003/intphas_1024o_mercat.fits
1025,iphas_dec2003,828,132,2,1,15.9420289855,0.24154589372,0.12077294686,60,49,39,0,1,1,0,1,0,0.000828742980957,-0.00723171234131,-0.00359773635864,0.0267585314974,0.0258357155545,0.026345363232,newmerges/iphas_dec2003/intphas_1025_mercat.fits,newmerges/iphas_dec2003/intphas_1025o_mercat.fits
1026,iphas_dec2003,737,91,2,1,12.3473541384,0.271370420624,0.135685210312,35,21,55,0,0,2,0,0,1,0.0025806427002,-0.0100603103638,-0.00259017944336,0.0234171392026,0.022536674374,0.0302887345,newmerges/iphas_dec2003/intphas_1026_mercat.fits,newmerges/iphas_dec2003/intphas_1026o_mercat.fits
1027,iphas_dec2003,651,96,4,1,14.7465437788,0.614439324117,0.153609831029,36,30,43,1,0,3,0,0,1,0.0569858551025,-0.00743198394775,-0.00614166259766,0.0258233731868,0.0220569551559,0.0319145019016,newmerges/iphas_dec2003/intphas_1027_mercat.fits,newmerges/iphas_dec2003/intphas_1027o_mercat.fits
1028,iphas_dec2003,898,117,1,1,13.0289532294,0.11135857461,0.11135857461,53,41,44,1,1,1,1,0,1,0.00469875335693,-0.00424957275391,-0.00270557403564,0.02612105858,0.0242051721861,0.0285873102337,newmerges/iphas_dec2003/intphas_1028_mercat.fits,newmerges/iphas_dec2003/intphas_1028o_mercat.fits
1029,iphas_dec2003,1024,157,3,1,15.33203125,0.29296875,0.09765625,74,47,61,0,1,2,0,0,1,-0.00675964355469,0.0112447738647,-0.0770592689514,0.0271371096539,0.0239356857352,0.0344954600974,newmerges/iphas_dec2003/intphas_1029_mercat.fits,newmerges/iphas_dec2003/intphas_1029o_mercat.fits
1030,iphas_dec2003,640,98,2,0,15.3125,0.3125,0.0,19,47,41,1,1,0,0,0,0,-0.0492086410522,-0.00559759140015,0.00702857971191,0.0230708006146,0.025320357513,0.027161472608,newmerges/iphas_dec2003/intphas_1030_mercat.fits,newmerges/iphas_dec2003/intphas_1030o_mercat.fits
1031,iphas_dec2003,828,199,9,2,24.0338164251,1.08695652174,0.24154589372,48,31,134,1,0,9,0,0,2,0.0417470932007,0.0521550178528,0.0175180435181,0.0250676787576,0.0232677733451,0.0373760604744,newmerges/iphas_dec2003/intphas_1031_mercat.fits,newmerges/iphas_dec2003/intphas_1031o_mercat.fits
1032,iphas_dec2003,1112,157,1,1,14.118705036,0.089928057554,0.089928057554,29,84,60,0,0,1,0,0,1,-0.065242767334,-0.0129547119141,-0.00965309143066,0.0228631510527,0.0250295531683,0.0275804929043,newmerges/iphas_dec2003/intphas_1032_mercat.fits,newmerges/iphas_dec2003/intphas_1032o_mercat.fits
1033,iphas_dec2003,939,134,5,1,14.2705005325,0.532481363152,0.10649627263,25,96,28,2,2,2,0,0,1,0.0613784790039,-0.0645141601562,-0.00462532043457,0.0212647335271,0.0278016207864,0.0266726688695,newmerges/iphas_dec2003/intphas_1033_mercat.fits,newmerges/iphas_dec2003/intphas_1033o_mercat.fits
1034,iphas_dec2003,547,73,2,2,13.3455210238,0.36563071298,0.36563071298,20,26,42,0,0,2,0,0,2,-0.00410461425781,-0.0133333206177,-0.00848293304443,0.0232037904998,0.0203019680131,0.0376759065799,newmerges/iphas_dec2003/intphas_1034_mercat.fits,newmerges/iphas_dec2003/intphas_1034o_mercat.fits
1035,iphas_dec2003,1001,167,4,0,16.6833166833,0.3996003996,0.0,48,61,95,0,0,4,0,0,0,-0.00560760498047,-0.00668430328369,-0.0109853744507,0.0239873990672,0.0243327497234,0.0295988834116,newmerges/iphas_dec2003/intphas_1035_mercat.fits,newmerges/iphas_dec2003/intphas_1035o_mercat.fits
1036,iphas_dec2003,733,145,4,0,19.7817189632,0.545702592087,0.0,24,64,81,1,1,3,0,0,0,-0.00555992126465,-0.0721549987793,-0.00759792327881,0.0235514108312,0.0246177513531,0.0316982760564,newmerges/iphas_dec2003/intphas_1036_mercat.fits,newmerges/iphas_dec2003/intphas_1036o_mercat.fits
1037,iphas_dec2003,835,87,3,1,10.4191616766,0.359281437126,0.119760479042,14,45,36,1,1,3,1,0,0,-0.00791358947754,-0.0174560546875,-0.0103006362915,0.0228046601462,0.0225278913666,0.0264236221881,newmerges/iphas_dec2003/intphas_1037_mercat.fits,newmerges/iphas_dec2003/intphas_1037o_mercat.fits
1038,iphas_dec2003,662,97,0,0,14.6525679758,0.0,0.0,24,44,36,0,0,0,0,0,0,0.00252151489258,-0.00740623474121,-0.00257587432861,0.0229679077422,0.0257557810995,0.0257696382447,newmerges/iphas_dec2003/intphas_1038_mercat.fits,newmerges/iphas_dec2003/intphas_1038o_mercat.fits
1039,iphas_dec2003,876,136,5,0,15.5251141553,0.570776255708,0.0,42,61,62,3,1,1,0,0,0,-0.00234079360962,-0.00758409500122,-0.00121593475342,0.0259225175012,0.0259553803621,0.0282275687904,newmerges/iphas_dec2003/intphas_1039_mercat.fits,newmerges/iphas_dec2003/intphas_1039o_mercat.fits
1040,iphas_dec2003,842,120,1,0,14.2517814727,0.118764845606,0.0,31,56,45,0,1,0,0,0,0,-0.00019645690918,-0.00853490829468,0.00481939315796,0.0229964933565,0.0250458055899,0.0265156738117,newmerges/iphas_dec2003/intphas_1040_mercat.fits,newmerges/iphas_dec2003/intphas_1040o_mercat.fits
1041,iphas_dec2003,1020,150,4,2,14.7058823529,0.392156862745,0.196078431373,53,46,66,3,0,3,0,0,2,-0.00920867919922,-0.0701694488525,-0.0102491378784,0.0264590920155,0.0222470755087,0.0311897557309,newmerges/iphas_dec2003/intphas_1041_mercat.fits,newmerges/iphas_dec2003/intphas_1041o_mercat.fits
1042,iphas_dec2003,827,108,2,1,13.0592503023,0.241837968561,0.120918984281,28,48,40,0,1,1,0,1,0,-0.00129508972168,-0.0116157531738,-0.008544921875,0.0227624648804,0.0293401863104,0.0258704634702,newmerges/iphas_dec2003/intphas_1042_mercat.fits,newmerges/iphas_dec2003/intphas_1042o_mercat.fits
1043,iphas_dec2003,1134,150,3,1,13.2275132275,0.26455026455,0.0881834215168,56,50,65,0,0,3,0,0,1,0.0521631240845,-0.0144901275635,-0.00885152816772,0.0254806920826,0.0235719296027,0.0302121197451,newmerges/iphas_dec2003/intphas_1043_mercat.fits,newmerges/iphas_dec2003/intphas_1043o_mercat.fits
1044,iphas_dec2003,658,76,3,0,11.5501519757,0.455927051672,0.0,18,44,32,2,1,3,0,0,0,0.00324249267578,0.0622816085815,0.00297832489014,0.0225858305058,0.0254579400505,0.0263167722431,newmerges/iphas_dec2003/intphas_1044_mercat.fits,newmerges/iphas_dec2003/intphas_1044o_mercat.fits
1045,iphas_dec2003,1328,229,6,1,17.2439759036,0.451807228916,0.0753012048193,29,142,96,0,5,2,0,0,1,-0.00491905212402,-0.00573539733887,-0.00498676300049,0.0219593125032,0.0273205869137,0.0289207582327,newmerges/iphas_dec2003/intphas_1045_mercat.fits,newmerges/iphas_dec2003/intphas_1045o_mercat.fits
1046,iphas_dec2003,729,69,2,1,9.46502057613,0.274348422497,0.137174211248,13,29,31,0,0,2,0,0,1,-0.00938606262207,-0.0104150772095,-0.00381088256836,0.0221791128141,0.0211645772499,0.0274087804254,newmerges/iphas_dec2003/intphas_1046_mercat.fits,newmerges/iphas_dec2003/intphas_1046o_mercat.fits
1047,iphas_dec2003,712,163,2,0,22.893258427,0.280898876404,0.0,22,71,83,0,2,1,0,0,0,-0.00684356689453,-0.0731954574585,-0.00837993621826,0.0241541513928,0.0267115648578,0.0306600226898,newmerges/iphas_dec2003/intphas_1047_mercat.fits,newmerges/iphas_dec2003/intphas_1047o_mercat.fits
1048,iphas_dec2003,865,147,6,1,16.9942196532,0.693641618497,0.115606936416,19,73,73,0,3,5,0,0,1,-0.00228309631348,-0.0114517211914,-0.0113735198975,0.0223442673335,0.0261774776709,0.034170448825,newmerges/iphas_dec2003/intphas_1048_mercat.fits,newmerges/iphas_dec2003/intphas_1048o_mercat.fits
1049,iphas_dec2003,498,43,1,1,8.63453815261,0.200803212851,0.200803212851,7,19,19,0,0,1,0,0,1,0.000256061553955,-0.0138454437256,-0.00192260742188,0.0203277560944,0.0197877494916,0.0353450903717,newmerges/iphas_dec2003/intphas_1049_mercat.fits,newmerges/iphas_dec2003/intphas_1049o_mercat.fits
1050,iphas_dec2003,574,112,1,0,19.512195122,0.174216027875,0.0,29,50,48,0,0,1,0,0,0,-0.0090069770813,-0.0132417678833,-0.0143785476685,0.024638085343,0.0247330731934,0.0276142157201,newmerges/iphas_dec2003/intphas_1050_mercat.fits,newmerges/iphas_dec2003/intphas_1050o_mercat.fits
1051,iphas_dec2003,809,130,6,2,16.0692212608,0.741656365884,0.247218788628,35,44,65,0,1,5,0,0,2,-0.00810623168945,-0.0129451751709,-0.0122814178467,0.0254443011965,0.0245540150631,0.0371668673465,newmerges/iphas_dec2003/intphas_1051_mercat.fits,newmerges/iphas_dec2003/intphas_1051o_mercat.fits
1052,iphas_dec2003,772,88,1,0,11.3989637306,0.129533678756,0.0,20,40,34,0,0,1,0,0,0,-0.00147247314453,-0.0139784812927,-0.00821685791016,0.0216260364325,0.021630681585,0.0250275739923,newmerges/iphas_dec2003/intphas_1052_mercat.fits,newmerges/iphas_dec2003/intphas_1052o_mercat.fits
1053,iphas_dec2003,849,119,1,1,14.0164899882,0.117785630153,0.117785630153,25,54,57,1,0,1,0,0,1,-0.00337028503418,-0.0126132965088,-0.00621604919434,0.0232940314608,0.0236864116079,0.0322933711546,newmerges/iphas_dec2003/intphas_1053_mercat.fits,newmerges/iphas_dec2003/intphas_1053o_mercat.fits
1054,iphas_dec2003,596,85,0,0,14.2617449664,0.0,0.0,27,36,32,0,0,0,0,0,0,-0.00398397445679,-0.013313293457,-0.00563716888428,0.0244129871925,0.0238825626223,0.0249005364848,newmerges/iphas_dec2003/intphas_1054_mercat.fits,newmerges/iphas_dec2003/intphas_1054o_mercat.fits
1055,iphas_dec2003,825,151,8,2,18.303030303,0.969696969697,0.242424242424,36,69,72,1,2,8,0,0,2,0.0550594329834,-0.0113334655762,-0.00588417053223,0.0253301894475,0.0267958281773,0.0355311686457,newmerges/iphas_dec2003/intphas_1055_mercat.fits,newmerges/iphas_dec2003/intphas_1055o_mercat.fits
1056,iphas_dec2003,836,91,1,1,10.8851674641,0.11961722488,0.11961722488,30,48,25,0,0,1,0,0,1,-0.0100879669189,-0.00891828536987,-0.00253486633301,0.0233919699223,0.0231258989584,0.0285878424806,newmerges/iphas_dec2003/intphas_1056_mercat.fits,newmerges/iphas_dec2003/intphas_1056o_mercat.fits
1057,iphas_dec2003,790,97,3,1,12.2784810127,0.379746835443,0.126582278481,27,45,41,1,1,3,0,0,1,-0.00803279876709,-0.0090913772583,-0.00171375274658,0.0232662260433,0.0238085861191,0.0282895037589,newmerges/iphas_dec2003/intphas_1057_mercat.fits,newmerges/iphas_dec2003/intphas_1057o_mercat.fits
1058,iphas_oct2004,1106,245,6,0,22.1518987342,0.542495479204,0.0,44,44,206,0,1,5,0,0,0,-0.00837516784668,-0.0016450881958,-0.00675344467163,0.0249902516514,0.0230010193884,0.0361723245909,newmerges/iphas_oct2004/intphas_1058_mercat.fits,newmerges/iphas_oct2004/intphas_1058o_mercat.fits
1059,iphas_oct2004,1337,113,7,0,8.45175766642,0.523560209424,0.0,24,28,78,0,2,6,0,0,0,-0.00893974304199,-0.0216579437256,-0.0130062103271,0.0218510110726,0.0193896781355,0.0268541963068,newmerges/iphas_oct2004/intphas_1059_mercat.fits,newmerges/iphas_oct2004/intphas_1059o_mercat.fits
1060,iphas_oct2004,884,164,8,1,18.5520361991,0.904977375566,0.113122171946,83,71,81,1,1,7,0,0,1,-0.00836372375488,-0.014377117157,-0.0118389129639,0.0276621434611,0.0293868167284,0.0308033845188,newmerges/iphas_oct2004/intphas_1060_mercat.fits,newmerges/iphas_oct2004/intphas_1060o_mercat.fits
1061,iphas_oct2004,800,101,3,1,12.625,0.375,0.125,35,38,59,0,1,2,0,1,0,-0.0287599563599,0.0348091125488,-0.0164713859558,0.0244017455503,0.0237604501283,0.029250856497,newmerges/iphas_oct2004/intphas_1061_mercat.fits,newmerges/iphas_oct2004/intphas_1061o_mercat.fits
1062,iphas_oct2004,1036,130,5,1,12.5482625483,0.482625482625,0.0965250965251,14,24,109,0,0,5,0,0,1,-0.00563621520996,-0.00910902023315,0.00117206573486,0.019290359825,0.0205761387935,0.0326068665611,newmerges/iphas_oct2004/intphas_1062_mercat.fits,newmerges/iphas_oct2004/intphas_1062o_mercat.fits
1063,iphas_dec2007,308,33,0,0,10.7142857143,0.0,0.0,8,3,24,0,0,0,0,0,0,0.0214309692383,-0.00350284576416,-0.000682830810547,0.0224609450389,0.0208206252822,0.0278461157309,newmerges/iphas_dec2007/intphas_1063_mercat.fits,newmerges/iphas_dec2007/intphas_1063o_mercat.fits
1063,iphas_oct2004,431,104,1,0,24.1299303944,0.232018561485,0.0,87,8,63,0,0,1,0,0,0,-0.0163307189941,0.0380210876465,-0.00349235534668,0.0357783428723,0.0190475088991,0.0319222933804,newmerges/iphas_oct2004/intphas_1063_mercat.fits,newmerges/iphas_oct2004/intphas_1063o_mercat.fits
